,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600188.SH,X601992.SH,X600623.SH,X600362.SH,X600111.SH,X600886.SH,X600157.SH,X002466.SZ,X600547.SH,X600299.SH,X600660.SH,X601158.SH,X000792.SZ,X600352.SH,X000709.SZ,X600489.SH,X600309.SH,X600583.SH,X000898.SZ,X000539.SZ,X000883.SZ,X300072.SZ,X000027.SZ,X000629.SZ,X000630.SZ,X000959.SZ,X002470.SZ,X000983.SZ,X002075.SZ,X600021.SH,X600176.SH,X000060.SZ,X600022.SH,X000012.SZ,X600098.SH,X000723.SZ,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0955551262670367,0.268236316453179,0,0,0,0,0,0,0,0,0,0,0,0.0303055886924532,0,0,0,0,0.0160997172390922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00755313126819178,1.38777878078145e-17,0,0,0,0.00162805602530864,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.145954645701289,0.0339639241262133,0,0,0,0,0.0163191499076587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872997192325556,0,0,0,0,0,0.037728047665293,0,0,0,0,0,0,0,0,0.1080698860943,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0978338488261736,0.0162657732803828,0.266575635673208,0,0,0,0,0,0,0,0.0487661898803014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491074589521597,0,0,0,0,0,0.112639340005133,0,0,0,0,0,0,0,0,0,0,0,0.0484463450144039,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0439767024613034,0.0574757345642069,0.150323960940841,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0547441527880924,0.0242250943970158,0,0,0,0.0977773638529309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460706970326602,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182068827898621,0,0,0,0.143962970386253,0,0,0,0,0.0430456396446253,0.293670446423426,0,0,0.00335323848794302,0.039703269722553,0,0,0.0404541792057432,0.209038008048676,0,0,0.0957146043100861,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.351229240421507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376406177086845,0,0,0,0,0,0,0,0,0,0,0,0,0.0267418323351903,0,0,0,0.0706197604363676,0,0,0.0406989048933821,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442006131649813,0,0,0,0,0,0,0,0,0,0,0,0.126194396498207,0,0,0,0.0115892448521877,0,0,0,0,0,0.158470829563941,0,0.0769596023275985,0,0,0,0,0,0,0.177319307546967,0.0399453486796852,0,0,0,0,-0.0381058299156065,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08402319695508,0,0.0204713106711922,0,0,0,0,0,0,0,0,0.199787977542807,0,0,0,0,0,0,0.11842545627442,0,0,0,0,0.12309482926891,0,0,0,0,0,0,0,0.269809661949474,0,0.0448602072746179,0.0234532547598692,0,0,0,-0.0162454287607116,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0869964876815506,0.0417128460251593,0,0,0,0,0,0,0,0.0114149109899636,0,0,0,0,0,0.217060214179562,0,0,0,0,0,0.0986863670380403,0,0,0,0,0,0.150823011978482,0,0,0,0,0.208862206047854,0,0,0,0.00966952867999832,0,0,0,0.051072044453864,0,0.0219744526789357,8.67361737988404e-19,0,0,0,0.00395346589508768,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664021456499626,0,0,0,0,0,0.00770296144191117,0,0,0.165668607011123,0,0,0,0,0,0,0,0,0,0,0,0,0.184414295441217,0,0,0,0,0,0,0,0,0.0866970697271707,0.27448959636517,0,0,0.00132026578515085,0,0,0,0,0,0,0,0,0,0
