,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601600.SH,X600688.SH,X601991.SH,X600188.SH,X600795.SH,X600886.SH,X600362.SH,X000898.SZ,X002466.SZ,X600547.SH,X600516.SH,X601992.SH,X600111.SH,X600176.SH,X600027.SH,X600352.SH,X002460.SZ,X600299.SH,X300072.SZ,X000709.SZ,X002110.SZ,X000553.SZ,X600808.SH,X000786.SZ,X600801.SH,X000932.SZ,X600583.SH,X600426.SH,X600339.SH,X000883.SZ,X601158.SH,X000301.SZ,X000629.SZ,X600219.SH,X000792.SZ,X601699.SH,X000408.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.174497062063271,0,0,0,-0.0966394604820233,0,0,0,0,0.0339175875051425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0931042412797414,0,0,0,0,0.123708968502985,0.21611747549906,0,0,0,0,0,0.0161820151617987,0,-4.33680868994202e-19,0,0,0.000258487385177805,0.00202942295382742,0,0,0,0,0,0
X600028.SH,0,0,0.284764844646927,0,0,0,0,0,0,0.0168013867455418,0,0,0,0,0,0,0,0,-0.0409755075897086,0,0,0,0,0,0,0.0499094383366283,-0.0443484563964219,0.0546242406094288,0,0,0,-0.0817538811334298,0,0,0,0,0,0,0,0,0,0,0,0.149494367929298,0,0,0,0,0,0.00116226485810511,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200383496737001,0,0,0.347396216616819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0822480930126732,0,0,0,-0.00152797676693006,-0.0180393017261185,0,0,0,0,0,0
X600585.SH,0,0,0.0408002588541245,0,0.111210260291584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671710229240313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294923417513939,0.269071404989417,0,0.00256621762995198,0,0,0,0,0,0,0,0,0,0,0,0,-0.0046444605689953,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162864044440619,0,0,0,0.0510252631344682,0.249942828741617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00575137086442985,0.00467653752047053,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110525473475379,0,0,0,0,0,0,0.107141512258639,0,0,0,0,-0.209579209452255,0.136329079757988,0.134881812564479,0,0,0.204697795843271,-0.0120256901347173,0,0,0,0,0,0.113522760309829,0,0,0,0,0.00482258580617625,0.0104594918763872,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737022771052924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413395029591346,0,0,0.00379667319300144,0.0217080982200886,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111130125102631,0,0,0.255147045549068,0.320056591148722,0,0,0,0,0,0.0502460946730895,0,0,0,0,0.022837195842711,0,0,0.0566750148616113,0,0,0,0,0,0,0,0,0.053678001154851,0,0.0382172308033251,0,0,0.0126644569071959,-0.0057561929437393,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.222231025304361,0,0,0,0,0,0,0,0,0,0.0890559703184028,0.0803887389225831,0,0.0277267167788773,0,0,0.00786687467478291,0,0,0,0,0,0.0886539206342774,0,0,0,0,0,0,0,0,0,0,0,0.0178992558633847,0.131237119371525,0,0,0,-0.00841305049244061,-0.0141477618719157,0,0,0,0,0,0
X600660.SH,0,0.0635667606265129,0,0,0,0.0682372527001973,0.0565223343069665,0,0,0,0,0,0,0,0,0,0,0,0.178837294701171,0,0,0,0,0,0.034326523585491,0,0,0.021182277886006,0,0,0,0,0,0.0290568611411874,0,0,0,0.182907880372602,0,0,0,0,0,0,0,0,0,0,0.126813268021939,-0.00272400381007475,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0653348912870103,0,0,0,0,0.17076031947484,0,0,0,0,0,0,0,0.129340188831777,0,0.0566824831482776,0,0,0,0,0,0,0,0.031490351504119,1.73472347597681e-18,0,0,0,0.362343969003447,0,0,0,0,0,0,0,3.46944695195361e-18,0.0010432133150864,0,0,0,-0.00641800075782382,0,0,0,0,0,0,0
X600688.SH,0,0.159433584090662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172158430428666,0,0.0872046103044746,0,0,0,0,0,0.00708536075266086,0,0,0.0355979769953679,0,0,0.0127238314281332,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00757947963664715,0,0,0,0,0.00258190936132053,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.105204394513576,0,0,0,0.119303046377764,0,0,0,0,0,0,0,0,0,0,0.100366524978282,0,0,0,0,0.0326591022442804,0,0,0,0,0,0,0,0,0,0.0542135855509302,0,0.0693944756831269,0,0,0,0,0,0.10172945849821,0,0,0,0,0,-0.00587062633729851,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15445437843483,0,0.00905267351271068,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.470454682117473,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0333746275535089,0,0,0,0,0,0,0,0,0.115583065415198,0,0,0,0.0137290067670795,0.240232536931785,0.0393006381960323,0.0128016525436891,0,0,0,0,0,0,0,0,0,0,0,0.0270587898962548,0,0,0,0,0,0.066983093058848,0,0,0,0,-0.00245185814852586,-0.00516617104056798,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0.0101890535702289,0,0,0,0,0,0,0,0,0,0.0266361662509599,0,0,0,0,0.288438303000288,0,0,0.00870954141591176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396322798730201,0,0,0,0,0,-0.0146317155535384,0,0,0,0,0,0
X600362.SH,0,0,0.109810932792818,0,0.137559550790421,0.154190618094425,0,0,0,0,0.184833975133676,0,0,0,0,0,0,0,0.0335755756907906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714772283198779,0.141295759526887,0,0,0,-0.00144387126840138,-0.0143379233895401,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0.110650333664726,0,0,0,0.192224539680719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228297964205478,0,0.103088834244264,0.0791595526387081,0.345684024886201,0,0,0.0239915357781929,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00222778323668967,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.0746955554246725,0,0,0.117830388425778,0,0.121525656504397,0,0,0,0,0,0,0,0.0820339878339091,0,0,0,0,0,0,0.814048720248727,0,0,0,0,0,0,0,-0.066894877298168,0,0,0,0,0,0,0,0,0,0,0,0.0255806187965091,0,0,0.00941208895060175,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982975928918747,0,0,0,0,0,0,0,0,0.130241406534201,0,0.0552397219947524,0.137954220074771,0,0,0,0,0.048925160084031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981248478693411,0,0,0.00743059719660144,-0.00632243734646344,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0.362608937926744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874788497811894,0.0422203791791405,0,0,0,0,0.246131307479655,0,0,0,0.157112314719603,0,0.0662538867385067,0,0,0,0,0,0,0,0,0,0,0,-0.0157318665070309,-0.00946276346565164,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0.348553930244172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218624012796483,0.00733165897616389,0,0,0,0,0,0,0.0476021714266032,0.0801105200178785,0,0,0.155176653990301,0,0,0,0,0,0.0762884412160268,0,0,0,0,0,-0.0191685778609786,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0378634925999996,0,0.0999994812654055,0,0,0.256153924482789,0,0,0.0049038752222285,0,0,0,0,0,0,0.0704224116855958,0,0,0,0,0.0399890011556071,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.00716403996118435,0.0577037037084907,0,0,0,0,0,0.0249285228447928,0,0,0,0,0,0.00142433578049019,0,0,0,0,0,0
