,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X600188.SH,X002466.SZ,X601600.SH,X600660.SH,X600688.SH,X601991.SH,X600362.SH,X600795.SH,X002460.SZ,X600886.SH,X600547.SH,X600516.SH,X300072.SZ,X601992.SH,X600111.SH,X000898.SZ,X600176.SH,X600352.SH,X600027.SH,X000553.SZ,X000786.SZ,X600299.SH,X000792.SZ,X000709.SZ,X000825.SZ,X000408.SZ,X600426.SH,X002271.SZ,X600315.SH,X601158.SH,X601699.SH,X000830.SZ,X600489.SH,X000883.SZ,X600219.SH,X600808.SH,X600157.SH,X600623.SH,X000630.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.030331395576724,0.118248688700905,0,0,0,0,0,0.0341640071761695,0,0.0483271931970977,0,0,0,0,0,0,0,0,0.0224561686122303,0,0,0,0,0.143472875716324,0,0,0,0,0,0.00353331550560897,0,0,0,0,0.0403937439664799,0,0,0,0,0,0,0,0,0,0,0,0.0553747555804391,0,-0.000737074212350323,0,0,0,0,0,0,0
X600028.SH,0.22399413361756,0,0.181356907552643,0,0,0,0,0,0,-0.0523858654068178,0,0,0.547263325227903,0,0,0,0,0,0,0,0,0,0,0,-0.0275653111976939,0,0,0,0,0,0,0,0,-0.00948311303600975,0.122752295940848,0,0,0,0.105315249343837,0,0,0,0,0,0,0,0,0,0,-0.0238526977564948,0.00134380106232682,0,-0.185221286735063,0,0,0,0
X601088.SH,0,0,0,0.237989501860282,0.102317835332107,-0.0731747994811675,0,0,0.00458159350144915,0,0,0,0.0885196200270145,0,0,0,0,0,0,0,0,0,-0.0048154163665584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367162167283108,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0774835872073668,0,0.0115358987296222,-0.00715898534361587,0,0,0,0,0,0
X600019.SH,0,0,0.181586510180834,0,0,0,0,0,0.243880204523637,0,0,0,0,0,0,0,0,0,0,-0.140057067774161,0,0,0,0,0,-0.0169148387974648,0,0,0,0,0,0,0.168286848233353,0,0,0,0,0,0.0407186417144672,0,0,0,0,0,0,0,0,0,0,0.0314305805941756,0.0135620441609558,0,0,0,0,0,0
X600585.SH,0,0,0.272317785642816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489365395767718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146515467651018,0,0,0,0,0.223334330643198,0,0,0,0,0.0695539954655201,0,0,0,0,0,0.0664358051216124,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0464572830619273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034369302064962,0,0,0,0,0,0.356602301853637,0,0,0.0175867296567298,-0.108812056472841,0,0,0,0,0.0716378079345816,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00352693556155822,-0.00171438528844838,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136070841959104,0,0.0198873126916068,0,0,0,0.0739474578993871,0.0599475095780973,0,0,0.0491231180363256,0.113103284452423,0,0,0,0,0,0,0,0,0.03090567422464,0,0,0,0,0.139838242702018,0,-0.00575620729522774,0.000403150959383689,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0976760782815645,0,0,0,0,0,0,0,0,0,0,0.00958408362598151,0,0.0233571622181719,0.0118192607383011,0.136442481682717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355950423139088,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.0137812138788559,0,0,0,0,0,0
X600188.SH,0,0,0.179372782953047,0,0,0,0,0,0,0.182435815608952,0.0337417619291436,0,0,0,0,0,0.0824718787117728,0,0,0,0,0,0,0,0.122547953056775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277308362522799,0.0901382388009788,0,0,0,0,0,0,0,0.281446805039715,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.0304347173345243,0,0,0,0,0,0,0,0.540699129893513,0,0,0.0812446864330314,0,0,0.0332390487658546,0,-0.025291042529502,0,-0.0457126778279903,0,0,0,0,0,0.0269522727756348,0,0,0,0,0,0.067063740018449,0.00168179740134537,0,0,0,0,0,0,0,0,0,0.00831734113535767,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.168398383665278,0,0,0,0,0.29694839533747,0,0,0,0,0,0,0,0.133854909069951,0,0.204067980344042,-0.186900013072975,0,0,0,0,0,-0.133616187329848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00465345136636806,-0.362986223942551,0,0,-0.0632836077688109,0.163134101185826,0.0610678578353772,0,0,0,0.463322145645804,0,0
X600660.SH,0,0,0,0,0,-0.0504839257252097,0,0,0,0,0,0,0,0,0,0,0.0195611150558223,0,0,0,0,0,0,0,0.113759749731814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0191196286536207,0,0.113416680261577,0,0.0275714894866624,-0.0158973242682795,0,0,0,0,0,0
X600688.SH,0,0.345546025218451,0.0604166712938833,0,0,0.0209986605300076,0.035253114695177,0,0,0,0.0273399330518961,0,0,0,0,0,0,0,0,0,0.0632614071505893,0,0,0,0,0,0,0,0,0,-0.021383088714026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356489199745231,0,0,0,0,0.00590207318335166,0.00197014160024723,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.107535168780147,0,0,0.00585033725666625,0,0,0,0,0,0,0,0,0,0.019910795578422,0.0159673934094641,0,0.0352377191774631,0,0.0861096794283921,0.0419312201125653,0.154736182738359,0,0,0,0,0,0,0,0,0.046985971677544,0,0,0,0,0,0,0,0.0949439595144858,0,0,0,0,0,0.00895240676021484,-0.00738742092682977,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.111432221353349,0,0,0,0,0,0,0,0,0,0,0,0.0395271359045684,0,0.0413937744235494,0.0490178279990751,0,0,0,0,0,0,0,0,0,0,0,0,0.102465084426181,0,0,0,0,0,0,0,0,0,0,0.0167597496711125,0.00850661643458922,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0111818011210759,0,0.00958808699410878,0,0,0,0,0.102200961511431,0,0,0,0.0311642583319537,0,0,0,0,0.00450512902297864,0,0.0432556319553976,0.0835903738351736,0.0644814403882688,0,0.00747470398120178,0,0,0,0,0,0.0131630671067146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0.00594007404496541,0,0,0,0,0,0
X002460.SZ,0,0.112326579448666,0,0,0,-0.0236658920276317,0,0,0,0.70607211566179,-0.0609725854969236,0,0,0,0,0,0,0,-0.232242833799125,0,0,0,0,0,0.0649176074738249,0,0,0,0,0,0,0,0,0,-0.0500032800759732,0,0.0899188508912879,0,0,0.109633933159875,0,0,0,0,0,0,0,0,0,0,0.0204223320425569,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.00198195380154351,0,0,0,-0.0383816727285995,0,0,0,0,0,0,0,0,0,0.0363645186265654,0,0,0,0.0906772822658305,0,0.182162523686784,0,0,3.46944695195361e-18,0,0,0,0,0,0.00959804068642746,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216185736466683,-0.0245063299147234,0,0,0,0,0,0
