,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600188.SH,X601600.SH,X600795.SH,X600362.SH,X601991.SH,X600111.SH,X600157.SH,X600489.SH,X600027.SH,X600886.SH,X002466.SZ,X601992.SH,X600623.SH,X600299.SH,X300072.SZ,X600309.SH,X000792.SZ,X600660.SH,X601158.SH,X002075.SZ,X600583.SH,X600549.SH,X000723.SZ,X000408.SZ,X600352.SH,X000709.SZ,X000883.SZ,X000898.SZ,X002460.SZ,X000983.SZ,X600176.SH,X000539.SZ,X000027.SZ,X002470.SZ,X000060.SZ,X000630.SZ,X002407.SZ,X600021.SH,X000012.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0325392048273151,0,0.022802274391064,0,0,0,0,0.0392532011478278,0,0,0,0,0,0,0,0.025300413973697,0.0420086317688368,0,0,0,0,0.00165102229856449,0.0653193433433169,0,0,0,0,0,0,0,0,0,0,0,0,0.0158866078619371,0,0,0,0,0,0,0,0,0.0154854033390146,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.198260185154233,-0.0158609245766995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287538047737259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298724104389956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.1009580475956,0,-0.0317796918772132,0.0944527275721016,0,0,0,0,0,0.0143159380336918,0,0,0,0,0,0,0,0,0,0.0672982990210383,0,0,0,0,0,0.021556290496617,0.0461252694701767,0.0762562144347884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519711121059346,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.105141459014504,0,0.0765311799408937,0.0603577815021529,-0.00895278868141522,0.065564748409336,0,0,0,0,0,0,-0.052341427482006,0,0,0.0254902864231932,0,0,0,0,0,0.00562401779907794,0,0,0,0,0,0,0.0683364574470438,0,0,0,0,0.0181466540029534,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0101531380155924,0,0,0,0,0,0.527318990877379,0,0,0,0,0,0,0.029392410573577,0,0,0,0,0,0,0,0,0.0158134011781195,0,0,0,0,0,0,0,0,-0.00761191564561731,0,0,0,0,0,0,0,0,0,0,-0.00452369478988636,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0630857768068849,0,0,0,0,0.104843408910582,0.0713971059918579,0,0,0,0,0,0,0.0808981807053336,0,0,0.0610775117703838,0.0723497662899452,0,0,0,0.0632637849825432,0,0,0.0340694556185293,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0530025690618021,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413181192758569,0,0,0,0,0,0,0.0101870702646466,0.108722837393585,0.0212025401308644,0,0,0,0.0576297951786342,0.00980289183903628,0,0.0787825540987036,0,0.0995861170736613,0.0296182835471566,0,0,0,0,0.0256226815149728,0,0,0,0,0,0,-0.104352579633956,0,0,0,0,0,0.0241499367196583,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0519341830206586,0,0,0,0,0.00613289152715428,0,0,0.0285802764325011,0,0,0,0,0,0.0870375567170818,0,0,0,0,0,0,0,0,0.112672930177799,0,0,0,0,0,0,0.0216876683364978,0.179859022650961,0,0,0,0,0.0665698690792898,0,0,0,0.0580358749738233,0,0,-0.0181291499291063,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,-0.0437960101063285,0.109304176857014,0,0,0,0,0,0,0,0,0,0.0955806649398561,0,0.120289647710133,0,0.071370923390438,0,0,0,0,0.0314284699180801,0,0,0,0.0396639179917477,0.119589386022565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485914533419962,0,0,0,0,0,0,0,0,0,0,0,0.0318230988448865,0,0.179555199462018,0,0,0,0,0,0,0,0.00543303453278521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475845894753729,0,0,0,0,0,0,0.0358272716162751,0.0456371834057332,0,0,0,0,0,0.115003851663052,0,0,0,0.0801474549296023,0,0,0,0,0,0.529660074232691,0,0,0,0,0.129275511584352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0134070378251647,0.0168346913879406,0,0,0,0,0,0.132194443088859,0,0,0,0,0,0,0.0865357037248496,0,0.00626118798359394,0,0.0561467408661075,0,0,0.0162291071921754,0,0.0327977428145027,0,0.0522771908947849,0,0,0,0,0,0,0,0,0,0,0.333491674538155,0,0,0,0,0,0,-0.0169862364836399,0,0,0,0,0,0,0
