,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X600299.SH,X601992.SH,X601158.SH,X000027.SZ,X600583.SH,X000539.SZ,X600309.SH,X600352.SH,X000630.SZ,X002466.SZ,X000792.SZ,X600623.SH,X600098.SH,X600660.SH,X000883.SZ,X000709.SZ,X000898.SZ,X600021.SH,X600160.SH,X002470.SZ,X000060.SZ,X601918.SH,X600489.SH,X600863.SH,X600808.SH,X600547.SH,X600578.SH,X600315.SH,X600307.SH,X300072.SZ,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.20431400388878,0,0.0638048271729804,0,0,0,0,0,0,0,0,0.0577300641167995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509240560080001,0,0,0,0,0.00803423589167062,0,-0.0136555982039455,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.18347804369507,0,0,0,0,0,0,0.0646218194986996,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0.0125769525364854,0,0,0,0,0,0,0,0,0,0,0.0926722506743111,0,0,0,0,0,0,0,0,0,0.0393583139035376,0,-0.0106626466911929,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.393998760395026,0.122489650720272,0,0.140737545855333,0,0,0,0,0,0,0,0,0,0,0,0,0.0881561635375182,0,0,0.00450801084816757,0,0,0,0,0.0624017680852245,0,0,0,0,0,0,0,0,0,0,0.00163711196489129,0,0,0,0,0,0,0,0,0,0,0,-0.0162537034449385,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0169617849593596,0,0,0,0,0,0,0.383464533727271,0.133860986203355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253774078165817,0,0,0,0.15782742094297,0,0,0,0,0.0191237182642741,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137096356603051,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198535508571923,0,0,0,0,0,0,0,0,0,0.0789603424583569,0,0,0,0,0.0474254721617869,0,0.285968289261237,0,0,0,0.149282185868711,0,0,0,0,0,0,0,0,0,0,0,-0.0247675049033274,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839794590943122,0,0.0620790798204854,0.148573490333652,0,7.03991235469319e-05,0,0,0,0,0,0,0,0.0363714405605961,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181877881191603,0,0,0,0,0,0,0,0,-0.0295722042759413,0,0,0,0,0,0,0
X600585.SH,0,0,0.253381338448418,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068701207831346,0,0,0,0,0,0.0412476626729981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530358550349741,0.0595308223337593,0,0.0186058922700144,0,0,0,0,0,0,0,0,-0.0340730444932819,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.372949168714575,0,0,0,0,0.125659807184359,0,0,0,0,0,0,0.159574982922913,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100840484149593,0,0,0,0.0441732627826731,0,0,0,0,0,0,0.0693110647618196,0,0,0,-0.0108691411021497,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883013448617206,0,0,0,0.249461415782718,0,0,0,0.0181274245583167,0,2.16840434497101e-19,0,0,0.0417304075287395,0,0,0,0,0,0.00387194925846188,0.0252926226069468,0,0.00278732551912542,0,0,0,0,0,0,0,0,-0.0217520805252653,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.138705737281808,0,0,0,0,0,0,0.181190044781102,0,0,0,0.0249674520571118,0,0.0308113779661527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142550030519666,0,0,0,0,0,0.127377024272894,0,0.199850007352332,0,-0.0204297834074315,0,0,0,0,0,0,0
