,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X600188.SH,X002466.SZ,X600660.SH,X600688.SH,X600362.SH,X600795.SH,X300072.SZ,X002460.SZ,X601992.SH,X601991.SH,X600547.SH,X600111.SH,X600176.SH,X600516.SH,X000898.SZ,X600886.SH,X000786.SZ,X000709.SZ,X002271.SZ,X600352.SH,X000825.SZ,X000792.SZ,X600027.SH,X600299.SH,X000553.SZ,X601699.SH,X000408.SZ,X600219.SH,X601158.SH,X600808.SH,X600489.SH,X002110.SZ,X000830.SZ,X600426.SH,X000959.SZ,X000883.SZ,X000630.SZ,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.172907817436926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159634380484562,0,0.0284612701679145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0788474581610925,0,0,0.0172977723701391,0,0,0,0,0.000247493050399949,0,-0.00989860418341467,0,0,0,0,0,0,0
X600028.SH,0.303744533473818,0,0.132250020478187,0,0,0,0,0,0,0.0520266750890811,0,0,0.0763615690798184,0.0320633168575795,0,0,0,0,0,0.105031326221063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147472629364368,0,0,0,0,0,0,-0.0135560008995215,2.16840434497101e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0.0422140889969352,0,0,0,0,0,0.195315374621328,-0.0674164525057352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174280581160871,0,0,0,0,0,0,0.0111462878222912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.283660575775177,0,0,0,0,0.323447201301324,0,0,0,0,0,0,0,0,0,0,0,-0.0694483513447581,0,0.0550875272523881,0,0,0,0,0,0.0525115765473527,0,0,0,0,0,0,0,0,0,0,0.0540522127733477,0,-0.0465558500227335,0,0,0,0,0,0.0374479736794111,-0.050101235989127,0,0,0,0,0,0
X600585.SH,0,0,0.0369952212346349,0.0849177479712328,0,0,0,0,0,0,0,0,0,0.0304182775953803,0,0,0,0,0,0,0,0,0,0,0,0.309242354988153,0,0,0,0,-0.0857363948972854,0,0,0,0.298743889497163,0,0,0,0,0,0.0420799669813253,0,0,0,0,0,0,0,-0.00872514551098488,0,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0220334520483049,0,0,0,0,0.161362954286767,0,0,0,0,0,0,0.0513204145782379,0,0.0195996484562514,0,0,0,0,0.0580229371814585,0,0,0,0,0,0.0396159355297679,0,0.0516467486231525,0,0,0.103619895098124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236147014558752,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193974533611383,0,0,0.110768283282633,0,0,0,0,0,0,0,0.0355419236260949,0,0,0,0,0,0,0,0,0,0.0153527636021565,0,0.0340214288958532,0,0,0.0607167876538428,0,0,0.043945041996366,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0.10890433250228,0,0,0,0,0,0,0,0,0,0,0,0,-0.51446409817492,0,0,0,0,0,0,0,0.216140251642752,0,0,0,0.0316954265245643,0,0,-0.0225104411502498,0,0,0,0.183680042921212,-0.130809866889992,0,0,0,0,0,0,0.0262184716203459,0,0,0,0,0,0.135840435632584,-0.239659828173334,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0982814112155854,0,0,0,0.239771026912087,0,0,0,0.0756451324808003,0,0,0,0,0.00495666998999858,0,0,0,0,0,0,0,0.0946820534152256,0,0,0,0.173314035070357,0,0,0,0,0,0,0,0,0.0669470396128108,0,0,0.0119214141692901,0,0.00223634656704916,0,0,0,0,0,0,0
X600188.SH,0,0,0.158233772629251,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0209024922044596,0,0,0,0,0,0,0,0,0.0481227151030885,0,0,0,0,0,0,0,0,0.54076497980587,0,0,0,0,0,0.00288230264962308,0.0964796739563639,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.0236923576036586,-0.0358910160148854,0,0,0,0,0,0,0,0,0,0,0.387425988363373,4.33680868994202e-19,0,-0.104573723505811,0,0,0.221018328231283,0,0,0,0,0,-0.00813519423531686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00652852550161632,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107548207464328,0,0,0,0,0,0.124215953315672,0,-0.0421254794199705,0,0,0.0615320247870118,0,0,0,0,0,0,0,0.135840168099663,0,1.73472347597681e-18,0,0,0,0,0,-0.00311439233895803,0,0,0,0,0,0,0
