,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600547.SH,X600362.SH,X600795.SH,X600188.SH,X300072.SZ,X601991.SH,X600157.SH,X600027.SH,X600111.SH,X601992.SH,X600886.SH,X600660.SH,X600309.SH,X000898.SZ,X600489.SH,X600299.SH,X000723.SZ,X000709.SZ,X601158.SH,X000792.SZ,X002075.SZ,X002466.SZ,X000959.SZ,X600583.SH,X000630.SZ,X000408.SZ,X600219.SH,X000883.SZ,X600352.SH,X600021.SH,X000983.SZ,X600623.SH,X600098.SH,X000060.SZ,X000539.SZ,X000027.SZ,X600549.SH,X000937.SZ,X601699.SH,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0355684834686798,0,0.00250917813277554,0,0,0,0,0,0.0318730954555489,0,0,0,0.037728263294883,0,0,0,0,0,0,0,0,0,0.289682486988117,0,0,0,0,0,0,0,0.0513195844223112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.129028658690778,0,0,0,0,0,0,0,0.00556442083741827,0,0,0,0.11947706553232,0,0.024699417112962,0,0,0,0,0,0,0.0253698780590474,0,0.0442234752833416,0,0,0,0,-0.0383063601308871,0,0,0,0.0159704266604202,0.265395958450745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228994017859777,0.00449708467716107,0,0,0,0,0,0
X601088.SH,0,0.0992178586549586,0,0,0,0,0,0.205728150720859,0,0,0.0224805359037453,0.0403205318708747,0.239493025504643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242020522829707,6.93889390390723e-18,0,0,0,0,0,0,0.0125729016195081,0,0,0,0,0,0,-0.036079702228115,0,0,0,0,0.109290233725732,0.0310173988616673,0,0,0,-0.0052326553510036,-0.0568527937881504,0.00701933366828886,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.15365162128496,0,0.0143508478426128,0,0,-0.0765258310541973,0.00969564414935203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370409723314956,0,0,0,0,0,0,0,-0.0414635003650447,0,0,0,0.0574967681972478,0,0.136944411631433,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0
X600011.SH,0,0.0509747150728628,0,0,0,0,0,0.0484719291652005,0,0.0617148891318429,-0.0392465206277763,0,0.0831033248078923,0,0.0280372049217131,0,0,0,0,0,0,0,0,-0.03222904769538,0,0,0,0,0.0302676644474287,0,0,0,0,0,-0.0253767756794555,0,0,0,0,0,0,0,-0.0515128321571808,3.46944695195361e-18,0,0,-0.0317117700731241,0,0,0,0,-0.0546703710123057,0.108624509565274,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409456881280752,0,0,0,0,0,0,0.101982761227543,0.0959467750955834,0.114696641461992,-0.0534637679818586,0,0.0713118927038927,0,0.00640104222518278,0,0,0,0,0.0951013469310496,0,0,0,0,0.0224473428475126,0,0,0,0,0,0,0,0,0,0.0414214237757182,0,0,-0.0115068166117664,0.0148470852715544,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0187763590366476,0,0,0,0,0,0,0,0,0,0,0.0281919106117542,0.263469778174094,0,0,0,0.0185131208815762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779736219631861,0,0.0522884103199346,0,0,0.0107900471362321,0.00520218201667925,0.0309781059162666,0,0,0,0.0114185648184258,0,0,0,0,0,0
X601898.SH,0,0,0.253231277182088,0,0,0,0,0,0,0,0,0.000123909274617509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129900607598072,0.0391027885337877,0,0,0,0,0,0.121829357344624,0.124187440246547,0,0,0,-0.0736073990727409,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.132274999062971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711075889897395,0,0,0,0,0,0,0,0,0,0,0.185008147272417,0,0,0,0,0,0,0,0,0.298314496855229,0,0,0,0,0,0.245242080976676,0,0,0.0414480323458777,0,0,0,-0.236866560255391,0,0
X600688.SH,0,0,0.0650359631651227,0.0849380472272552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156327250384374,0,0,0,0,0,0,0.0230177127538478,0.199125260693125,0,0,0,0.0944791221172188,0,0,0,0,0,0,0,0,0,0,0,0,0.00155209265599438,0,0,0.0292349849123564,0,0,0,0,0,0,0,0,0
