,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X002271.SZ,X600660.SH,X600547.SH,X601898.SH,X600362.SH,X000786.SZ,X600010.SH,X600111.SH,X600011.SH,X600886.SH,X000301.SZ,X600176.SH,X600188.SH,X601600.SH,X600426.SH,X002466.SZ,X000027.SZ,X601991.SH,X600803.SH,X600801.SH,X600352.SH,X600795.SH,X000932.SZ,X000883.SZ,X600219.SH,X600489.SH,X002080.SZ,X600688.SH,X600299.SH,X600486.SH,X600027.SH,X000898.SZ,X002353.SZ,X600315.SH,X600157.SH,X601992.SH,X300037.SZ,X600516.SH,X601158.SH,X000723.SZ,X000807.SZ,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.301765931075314,0,0,0,0.0252022733072341,0,0,0,0,0,0,0.0494052348334198,0,0.0192501438789582,0,0,0,0.00419817627532416,0,0,3.46944695195361e-18,0.00532462146266526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185028286425663,0.0187019138554808,0,0,0,0,0,0,0,0,-0.0134435105664986,-0.0046533185738222,0,0,0,0,-0.00890723350302845,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0240771030741532,0.0617322191249106,0.0491184977032431,-0.039308005638679,0,0,0,0,0,0,0,0.0429748818727785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643860745129261,0,0,-0.0291040277124933,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0392477177427533,0,0,0,0.0351435517006247,0,0.16741369833422,0.0278596732967852,0,0.109105052984646,0,0,0,0,0,0,0.12515463970537,0,0.0308137322636407,0,0,0,0,-0.0659575286194592,0,0,0,0,0,0,0,0,0,0,0.0129022266731651,0,0,0,-0.00375667988431646,0,0,0,-0.0306660664085241,0,0
X600309.SH,0,0,0,0,0,0,0,0.195425879347268,0,0,0,0,0,0.0418445719634906,0,0.0633443045457754,0,0,0.122895083161769,0,0,0,0,0.110970335701968,-0.0773107136946319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121125524342702,0,0,0,0,0,0,0,0,0,0,-0.000410000514352511,0,0,0,0.0600323340823733,0,0
X600585.SH,0,0,0,0,0,0,0.0113292522036936,0,0.00896371544499715,0,0,0,0,0,0,0,0,0,0,0,0.00785589270659784,0,0.0548601555321187,0,0,0,0,0.19827026264657,0,0,0.0433860559070721,0,0,0,0,0,0,0,0,0,0,0.0507924699211917,0,0,0,0,0,0,0,0.0512307044237455,0,-0.00877767016045481,0,0,0,0,-0.0371247468271848,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.052497856318546,0,0,0,0.151242921729502,0,0,0.0402341111790434,0,0,0.256583055140504,0,0,0,0,0,0,0,0,0.186857115264243,0,0,0,0,0,0,0,0,0.144240680863375,0,0,0,0,0,0.0102164193003445,0,0,0,0,-0.0129009235325859,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.147221803289915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.327921101768058,0,0,0,0.165368805067842,0,0,0.226024490384676,0.312098931220272,0,0,0,0,-8.67361737988404e-19,0,0,-0.127576577775382,0.117303013581505,0,0,-0.0940864902719654,0,0,0,-0.03722138755666,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.055757917533857,0,0,0.104929603744779,0,0,0.111306558637026,0.276127782441319,0,0,0,0.103673018810758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269600413771662,0,0,0,0,0,0,0.082006930179982,0,0,0.114557799451256,0,0.344109887750458,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,-0.309021941231466,0,0.0834195454573038,0,0.135686937150418,0,0,0,0,0,0,0,0,0,0.102097201519121,0,0,0.0344876284113932,0,0,0,0,0,0,0,0,0,0,-0.127515812965893,0.0459713174843935,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0246631757464182,0,0,0,0,-1.73472347597681e-18,0,0
X600660.SH,0,0,0,0,0,0,0,0.0808205187783313,0.100380106437753,0,0,-0.0567740556590923,0,0,0,0,0,0,0.0637627691017299,0.154401457053281,0,0,0,0.0246555971099279,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.236795572364078,0,0,0,0,0,0,0.135748143967432,0,0,-0.107971405519743,0,0,0,0,-0.0299191879350009,0,0,0,-0.0158329087765027,0,0
