,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X600795.SH,X601600.SH,X600886.SH,X600188.SH,X600010.SH,X600111.SH,X600362.SH,X600027.SH,X600309.SH,X601992.SH,X600688.SH,X600583.SH,X601158.SH,X000898.SZ,X600352.SH,X600489.SH,X000709.SZ,X000883.SZ,X600547.SH,X000792.SZ,X002353.SZ,X000539.SZ,X000629.SZ,X000831.SZ,X000630.SZ,X000027.SZ,X600808.SH,X000825.SZ,X600549.SH,X600660.SH,X600578.SH,X600008.SH,X600315.SH,X601699.SH,X000983.SZ,X600863.SH,X002470.SZ,X600307.SH,X600098.SH,X000937.SZ,X600348.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.489265936794296,1.38777878078145e-17,0,0,0,0,0.0390366338606523,0,0.0189643018247148,0,0.0423383623808553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177626198730699,0,0,0,0,0,0,0,0,-0.0230497763702817,-0.0123497233506145,0,0,0,0,0,0
X600028.SH,0.495294371666704,0,0,0,0,0,0,0,0,0,0,0.0863141101825668,0,0,0,0,0,0,0.277163681405306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0309701077408811,0,0,0,0,0,0,0
X601088.SH,0,0.0555639302130706,0,0,0,0.0528997863444965,0.095162629564053,0,0,0,0,0.139505449433896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00826853079182303,0,0,0,0.0367665176407332,0,0,0,0.368112736805293,0,0,0,0,0,0,0,0,0,-0.0029751994393913,0,0,0,0,0,0
X600011.SH,0,0.0332715550925061,0,0,0,0.136090758841132,0,0.12759122610722,0,0.0263370158221627,0.306566232340378,0.0911445652287768,0,0,0,0.0744668665298076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572647561835367,0,0,0,0,0,0,0,0,0.00811697743734037,0,0,0,0.0113079455282674,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063883136639652,0,0,0,0,0,0.0415309129730779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399866320274624,0,0,0,0,0.198730515773513,0.107014429362358,0,0,0,0.0632451713439,0.00278181371537244,0,0,0,0,-5.10985420309259e-06,0,0,0,0,0,0
X600019.SH,0.0538757888514372,0,0,0.161989512349245,0,0,0,0,0,0,0,0.00721778720359063,0,0,0,0,0,0,0,0,0,0.0951863215293521,0,0,0.312273214252153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117582902241747,0,0,0,-0.0167838433291228,-0.016909414388479,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0721854299150103,0,0.155076126582855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652710496377751,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.100351139523214,0.468556670911252,0,0,0,0,0,0,0,0,-0.0110650540586653,-0.0121027393128356,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0775486977756775,0.143959595592449,0,0,0,0,0,0,0,0,0.0899515719408164,0.00853882149469564,0,0,0,0,0,0,0,0,0,0,0.0991708488829045,0,0,0,0,0,0,0,0.112060448018432,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188170350276569,0,0,0,0,0,0
X600795.SH,0,0.0567430054702552,0,0,0,0,0,0.0167740210614196,0,0.0322136921819005,0.237735049553356,0,0,0,0,0.0639467200362035,0,0,0,0,0,0,0,0,0.106270594261493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256098323340196,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.235542673285156,0.209772520642148,0,0,0,0,0.0354233166430494,0,0,0.0819903283834624,0,0,0,0,0,0,0,0,0.0324299687667524,0,0,0,0,0,0.0146210359878911,0,0,0,0.125297355958812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0247093095078618,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702294129697927,0,0,0,0.0641890927983257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874815849497186,0,0,0,0,0.161881979195909,0,0,0,0,0,0,0,0,-0.0356977673794612,0,0,0,0,0,0
X600188.SH,0.235419049227425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120832505521169,0,0,0,0,0,0,0.198090309690291,0,0.0980770958251189,0.296923679853113,0,0,0,0,0,0,0,0,-0.0408903230022002,-0.00281176838746803,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388092879425085,0,0,0,0,0,0,0,0.535336818283175,0,0,0,0,0,0.0829495794554369,0,0,0,0,0,0,0,0.0309016421738621,0.0706835930083192,0,0,0,0.0692265456939636,0,0,0,0,0,0,0,0,0,0,0,-0.00817676841020016,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0.0359384296186022,0.0905746342455439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0405429932038916,0,0,0,0,0.0955954069468197,0.0923145953882087,0,0,0,0.00514499571251684,0,0,0,0,-0.00417568400504763,-0.0167754626372019,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.173011491959212,0,0,0,0,0,0,0,0,0,0.0130497486798925,0,0,0,0,0,0,0,0,0,0,0,0,0.065096867983529,0,0.0658495192390911,0,0,0,0,0,0,0.258962165060403,0,0,0,0,0,0,0,0,0,0,-0.0178606609042496,0,0,0,0,0,0
X600027.SH,0,0,0,0.204125239299693,0,0,0,0.0314640987181418,0.205468621571211,0.0998356641486463,0,0.0371341837250219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150881029400295,0,0,0,0,0,0,0,0.0885203104522124,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220575072179358,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0220762583579512,0,0,0,0,0,0,0,0.0793174432010936,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284992120873238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393985762976461,0,0,-0.00474166652184934,-0.0224346090092643,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287914859702563,0,0.183878100321942,0,0,0,-8.67361737988404e-19,-0.0296897139272736,0,0.114683003288033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020058584782455,0,0,0,0,0,0
X600688.SH,0,0.342606857662347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206605326881077,0,0.113408232942039,0,0,0,0,0,0.0892578020263735,0,0,0,0,0,0,0,0,0,-0.0507964394313451,-0.00845181099057812,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0.0498834020702387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0866542606550864,0.0611106418968509,0,0,0,0,0,0,0.193780596259558,0,0,0,0,0,0,0,0,0,-0.010598281795201,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0.0231054002818556,0,0,0.0157951644678423,0,0.0580754987976791,0,0,0,0.0646463913238448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128152336648744,0,0,0,0.275093517281721,0,0,0,0,0,0,0,0,0,0,0,-0.0356183976050819,-0.0456261427871713,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0.240633519375507,0,0,0,0.108208865520212,0,0.0763711461838328,0.0532825666977737,0,0,0,0,0,0,0,0,0,0,0,0.269449896449752,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.102843363775387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023965530721863,0,0,0,0,0,0,0,0,0.0129873369666778,0,0.217858112755051,0,0,0.201495580725085,0,0,0,0,0.157605162936371,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408709974568159,0.00294555745403535,0,0,0,0,0,0
