,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X601600.SH,X600688.SH,X600886.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X000898.SZ,X601992.SH,X002466.SZ,X600516.SH,X600176.SH,X600111.SH,X600352.SH,X000709.SZ,X002460.SZ,X000629.SZ,X600489.SH,X600808.SH,X000786.SZ,X600299.SH,X601158.SH,X600219.SH,X600801.SH,X000553.SZ,X000825.SZ,X002271.SZ,X600157.SH,X000883.SZ,X600583.SH,X002470.SZ,X002110.SZ,X600339.SH,X600985.SH,X000408.SZ,X600021.SH,X601699.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0950705467361485,0,0,0,0,0,0,0,0,0,0,0.0567099706600428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193795433570937,0,0,0,0,0,0,0,0,0,0,-0.00652821080002203,0,0,0,0,0.1062664450664,0.069398942976469,0,0,0,0,0,-0.00998426038390447,0.0350098823432265,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535785013658584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167921984306862,-0.0376283873854591,0,0,0,0,0.165539491482576,0,0,0,0,0,0,0.0297498203397337,0.0800991277372212,0,0,0,0.0340924726146056,0,0
X601088.SH,0,0,0,0,0,0.166438282734756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597215760147219,0,0,0,0,0,0,0,0.0194046285703565,0.032303351072272,0,0,0,0,0,0.14025325702528,0.0343081784876402,0,0,0,0,0,-0.0808409076821944,0,0,0.0504508329980423,0,0,0.00955576192630494,0.00720996985104998,0,0,0,0.0265087050792822,0,0
X600585.SH,0,0.0525301979145489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0607319783862768,0,0,0,0,0.0184197592034787,0,0,0,0,-0.0515617145627534,0,0,0,0,0,0,0.325029947888004,0,0,0,0.0186585704415453,0,0,0,0.153953631198817,0,0,0,0,0,0,0,-0.000482449210579479,0.0263901658791055,0,0,0,0.0710214649305133,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830393856871255,-6.93889390390723e-18,0,0,0.0484413174127054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00442495051765933,0,0,0,0.314757771536566,0,0,0,0,0,0,0,0.00663083576099928,0.0142064303597024,0,0,0,0.0430497216553619,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227628068195001,0,0,0,0,0,0,0,0,0.186698553361462,0.112138856886125,0,0,0,0.328950879765696,0,0,0,0,0,0,0.129423648119139,0.0879266071560486,0,0,0,0,0,0,0,-0.0101488605032168,0.00858717319939066,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578329092880439,0,0,0.554603239308421,0,0,0,-0.124729391912491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281526836877084,0,0,0.121927288363984,0,-0.12488234736671,0,0,0,0,0,0,-0.000312069460343578,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.00986658864604703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642818525620065,0.766256435100787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0362332838785766,0.0504740727273347,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080660705434413,-0.0193192979057456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194686374197415,0,0,0,0,0.0460242180133908,0.0170456273413146,0.113504490565144,0,0,0,0,0,0.00709427959682223,0.00774416508136224,0,0,0,0.0381948902470688,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0712875795711145,0,0,0,0,0,0,0,0,0,0,0.128801031768624,0.0797792403569717,0,0,0,0.016503652523708,0,0,0,0.0551698282684021,0,0,0,0,0,0.0210064842427428,0,0,0,0,0,0.0836776806602098,0,0,0,0,0,0,-0.0181542861592434,0.0447749275807562,0,0,0,0.0323464802534009,0,0
X600660.SH,0,0.0189004901734544,0,0,0,0.0233052081384761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147299136379106,0,0,0,0,0,0.0568605196998227,0,0,0,0.0109885620933254,0,0,0.209996654757059,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.057432732987719,0,0,0,-0.0423039657396178,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296367235852456,0,0,0.0776060471299036,0,0.0250943811267287,0.118490426391516,0,0,0,0,0,0,0.037449485078817,0,0,0,0,0.00270769894263287,0,0,0,0,0,0,0,0,0.0310470077947181,-0.0232011235299128,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000807605889049183,0,0,0,0,0,0,0,0,0,0,0,0,0.273232336617335,0,0,0,0,0,0,0,0,0,0,0.0354002185068366,-0.0120740363471384,0,0.00413322463776886,0,0.165302404417535,0.0118287990926678,0,0,0,0,0,0,-0.0187077819103119,-0.0102135495097861,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.103061397760934,0,0.0420553673319563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0391546356033194,0,0,0.12446573059896,0,0.016454269759327,0,0,0,0,0,0,8.67361737988404e-19,0.0357786983816185,0,0,0,0.0758154179502775,0,0
X600886.SH,0,0,0,0,0.203841565682407,-0.046878642155959,0.0772694796406737,0,0,0,0,0,0,0,0,0.0276193682857698,0,0,0,0,0.0827473643059167,0.0428795037388176,0,0,0,0.20584728000923,0,0.127679324839746,0,0,0,0,0,0,0,0,-0.1727012347836,0,0,0,0,0,0,0.00896998602918752,0,0,0,0,0,0,0,0.00958170217319576,-0.0329676716448442,0,0,0,-0.0327612261886439,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645591550660106,0,0,0,0.0868892740293315,0,0,0,0,0,0,0,0,0,0.0809016992226121,0,0,0,0,0,0,0,0,0,-0.0129230739102188,-1.0842021724855e-19,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.327510448003935,0,0,0,0,0,0,0,0.00546707072435773,0,0,0,0,0,0,0.02718733985148,0,0,0,0.0480996637027278,0.0262408432099411,0,0,0.0105347380976701,0,0,0,0.0022128419251989,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0485625416435139,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0708996189139118,0.0790181034591422,0,0.0835321703145531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00253998936221559,0.0112881953148111,0,0,0.0166421379563637,0.171094645228444,0,0,0,0,0,0,0,-0.00266006447224805,-0.0145140299963433,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,-0.0876556284197835,0.548729852432466,0,0,0,0.0179866093783286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147937560918536,0,0,0,0.0638778233398382,0,0,0,0,0.142438845593181,0,0,0.0898579371735349,0,0,0,-0.00621047064848844,-0.0391441611053211,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.139356434155107,0.0498292707991335,0,0,0,0,0,0,0,0,0.0335286376030026,0,0,0,0,0,0.0900193436656487,0.05548738528003,0,0.154547270545382,0,0,0,0.0484367925319664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918280672596028,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.00367582946969845,0,0
X601992.SH,0,0,0,0,0,0,0,-0.0856306493435347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00440942521521923,0,0,0,0,0,0.313940010123517,0,0,0,0.175944298657327,0.0347031918056376,0,0.107516266036242,0,0,0,0,0,0,0.0411935983450646,0.173356213279329,0,0,0,0,0.0273430719323924,0,0,0,0,0.030303391016641,0,0
