,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X601600.SH,X600795.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600027.SH,X600309.SH,X600688.SH,X601992.SH,X000792.SZ,X600157.SH,X600583.SH,X601158.SH,X600352.SH,X000898.SZ,X000709.SZ,X600547.SH,X600489.SH,X002353.SZ,X000831.SZ,X000539.SZ,X600660.SH,X600008.SH,X000630.SZ,X000027.SZ,X000825.SZ,X002470.SZ,X000629.SZ,X600549.SH,X600021.SH,X600315.SH,X600808.SH,X600578.SH,X600098.SH,X600307.SH,X000983.SZ,X601699.SH,X600863.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.679161646281714,0,0,0,0,-8.67361737988404e-19,0,0,0.0390817939314453,0,0,0.0984182361852096,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0198012403979686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00304575548802111,0,0,0,0,0,0
X600028.SH,0.48950232631141,0,0,0,0,0,0,0,0,0.00624774846047815,0,0,0.0156355117160605,0,0,0,0,0.425117174560802,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0372713124381724,-0.0097827544292855,0,0,0,0,0,0
X601088.SH,0,0.0570236028247966,0,0.0256458794030668,0,0,0.0588875605105985,0,0,0,0,0.132318411723401,0.0823571635768647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392925465787619,0.117717017730647,0,0,0,0,0.000930129586335055,0,0,0,0,0,0
X600019.SH,0,0.0903745313552026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18885363667464,0.282251640211392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.2089190922201,0,0,0,0,-0.00673216780499918,0,0,0,0,0,0
X600011.SH,0.0722307107582871,0.069950834462928,0,0,0,0,0,0.02078612219675,0.0750441325858124,0.0312616366502516,0.0764278902891578,0,0,0,0,0.114733583329848,0,0,0,0,0,0,0,0,0.0057790075710094,0.00861591939828036,0,0,0,0,0,0,0,0,0.00671319433359556,0,0,0,0,0,0,0,0.370526700686456,0,0,0,0,0,0,0,0,-0.00199860440698415,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286250671532741,0,0,0,0,0.0116939443760581,0,0,0.149954545865061,0,0,0,0,0,0,0,0,0,0.154887427639936,0,0,0,0,0,0,0,0,0,0,0,0.0340386058807185,0,0,0.16203253174276,0,0,0,0,0.00212621107765984,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.111964134443976,0.0562509477843604,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00907923249834804,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18534133345207,0,0,0,0,0.028873400702137,0,3.46944695195361e-18,0.25420601282125,0.285162108630225,0,0,0,0,-0.000493156861639838,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0296380142667675,0,0,0,0,0.497235523764891,0,0,0,0,0.0281444317346681,0,0,0,0,0,0.111773003664225,0,0,0,0,0.204278698178885,0,0,0,0,0,0,0,0,0,0,-0.0122120050931433,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.108748405587742,0,0,0.302693524608327,0.147427098411686,0,0,0,0,0.0632644838082893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.228339013013213,0,0,0,0,0,0,0,0,0,0,0,-0.023666005213156,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.242044659520073,0,0.147123589082581,0,0,0.133706263939877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150816234856892,0,0,0,0,0.139966813112615,0,0,0,0,0,0,0,0,0,0,0,0,-0.000195391444255653,-0.0117021018307261,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.272116165656465,0.216041815385615,0,0.187860280731786,0,0,0,0.131791853701387,0,0,0,0,0,0,0,0,0,0,0.0155023433026351,0,0,0,0.0310063029992154,0,0,0,0,0,0,0,0,0.0471185805004143,0,0,0,0,0,0,0,0,0,0,0,-0.00842199975728724,0,0,0,0,0,0
X600886.SH,0.182696103634979,0,0,0,0,0,0,0,0.0488241358920323,0.0964148605503338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950473728873281,0,0,0,0,0.174272572554071,0,-1.73472347597681e-18,0,0,0.0454186297105314,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0055638574913699,0,0,0,0,0,0
X600188.SH,0.264023391771003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239639187292179,0.214904112192574,0,0,0,0,0,0,0,0,0,0,0,0.195943200457429,0.144981395397489,0,0,0,-0.0249287824301727,0.00689876981429053,0,0,0,0,0,0
X600362.SH,0,0.0190343100953616,0,0,0,0,0,0,0,0.0334726263747958,0,0,0,0,0,0,0,0,0.0859729515575647,0,0,0.0134350041252748,0,0,0,0,0,0.0348072599348717,0,0,0,0,0,0.131426202536955,0,0,0,0,0,0,0,0,0.0344779103033313,0,0,0.154743841679962,0.138019235424342,0,0,0,0,-0.0103296377814134,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0550922169011594,0,0,0.0204979887372006,0,0,0,0,0,0.0797301612015613,0,0,0,0,0,0,0,0,0,0,0,0,0.0169045993929169,0,0,0,0.0271106116007106,0,0,0.458808741005559,0,0,0,0,0,0,0,0,0,0,0,0,-0.00455329921694935,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.362594817738435,0,0,0,0.131797745795557,0.114564184241313,0.114769959849627,0,0,0,0,0,0,0,-0.0579358929260212,0,0,0,0.0449652326161949,0,0,0,0,0,0,0.0673946438869024,0,0,0,0,0,0.00209471122358198,0,0,0,0,0,0,0,0.0217083974648136,0,0,0,0,0,0,0,-0.0189915382788627,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.150515724146723,0.0831924737704352,0,0,0,0,0,0,0,0,0,0,0.00736409883407242,0,0,0,0,0,0.0227263315168681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186143127642473,0.0424828115270229,0,0,0,0,0,0,0,0,0,0
X600688.SH,0.0808026276949483,0.256527719433075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307135737170548,0,0,0,3.46944695195361e-18,0,0,0,0.0608463725631462,0,0,0,0,0,0.180540206462176,0,0,0,0.0137364313290782,0,0,0,0,0.0709211520324281,0,0.180231896514503,0,0,0,0,0.0174033930436042,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0307190522744964,0,0,0,0,0,0,0,0.144603216438282,0,0,0.0534684672862766,0,1.38777878078145e-17,0.122602227088245,0,0,0,0,0,0,0,0,0,0,0.177900399835579,0,0,0,0,0,0,0,0,0,0,0.212026107894074,0,0.0149622178619202,0,0.112538669195667,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.102486153807957,0,-0.0801932833397545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690034330646351,0,0.118517638041651,0.186230923853401,0,0,0,0.103829634296254,0,0,0,0.016979748782006,0.00544905186838335,0,0,0,0,0,0,-0.00810142268660119,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0.0355235552919875,0,0,0,0,0,0,0,0,0,0,0,0.034118531856065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17589876470537,0,0.0271605666650635,0,0,0,0,0,0,0,0,0,0.0100333237909063,0.293365480120289,0,0,0,0,-0.0141415562449993,0.00563667696716417,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0.0661769282335641,0.0637517037013496,0,0.00339969097716555,0,0.105256339270887,0,0,0,0,0,0,0,0,0.0538865106577069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461718647628763,0.103644104726818,0,0,0.140584310636437,0,0,0,0,0,-0.00068494940352821,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0.059528574345075,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347335245402392,0,0,0.229435632861753,0,0,0,0,0,0,0,0,0.016033585743541,0,0,0,0,0,-0.0480893446169506,-0.0287583834932344,0,0,0,0,0,0
X600352.SH,0,0,0,-0.0383203336901961,0,0,0,0,0,0,0,0,0.0209308536210016,0,0,0,-8.67361737988404e-19,0,0,0,0,0.12379916035803,0,0,0,0,0.107678131147446,0.00128187783399765,0.226249904162958,0,0,0.123776709811385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0251256716176539,0,0,0,0,0,0
X000898.SZ,0,0,0,0.129063040009845,0,0,0,0.0181195599239975,0,0.0406769409716235,0,0,0.0718388942529544,0,0,0,0,0,0,0,0,0,0,0,0,0.180181341953337,0,0,0,0,0.182364226356753,0,0,0,0,0.129511628535445,0,0,0,0,0,0,0,0,0.0800719331692088,0,0,0,0,0,0,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359908084408839,0,0,0,0,0,0,0,0.0219652643463881,0,0,0.139066531957543,0,0,0,0,0,0.0836450616606341,0.124557641480965,0.187665461766352,0,0,0,0,0,0,0,-0.00463316830563202,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0672341889773734,0,0,0,0,0.0214410870400214,0,0,0,0.0982596223915731,0,0.130743311815356,0,0,0,0,0.0418674666599758,0,0,0,0.10419297824618,0,0,0,0,0,0,0,0,0,0,0,0.0678218195038499,0,0,1.73472347597681e-18,0,0,0,0,0.0700172922523036,0,0,0,-0.00392820025713983,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0.149688543534843,0,0.02783365227794,0,0.225683715469725,0,0,0,0,0.0346590042394645,0,0,0.0374756066172023,0,0,0,0,0.0363376034948664,0,0,0,0,0,0,0,0,0,0,0,0,0.0094254378147968,0,0,0.0830856307639799,0,0,0,0,0,0,0,-0.0507508403829917,-0.00938484278140027,0,0,0,0,0,0
X002353.SZ,0,0,0,-0.0743460080098499,0,0,0,0,0,0,0,0,0,0,0.0277683981619223,0,0,0,0,0.0114824479347434,0,0,0.0285929736266315,0.0779625375145499,0,0,0,0,0,0.0835837170458121,0,0,0.16565146146743,0,0,0,0.118542761921858,0,0,0,0,0,0,0.0703559590585456,0,0,0,0,0,0,0,0.000356655677540562,0,0,0,0,0,0
X000831.SZ,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0567548466347523,0,0,0.0710330378229444,0,0.111307870974241,0,0,0,0,0,0.0821844203214749,0,0,0,0,0,0,0,0,0,0,0,0,0.126074232909213,0,0,0,0,0,0,0,0,0,0,0,0.150451096898992,0,0,0.0412823699660365,0,0,-0.0150118366009684,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103250385411704,0,0,0,0,0.108373674374681,0,0,0,0,0,0,0,0,0,0.214071062544017,0,0,0,0,0.116423056974627,0,0.223350810638984,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.00629427842829644,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.12276298774888,0,0,0,0,0,0.076090934738829,0.0338875512646601,0,0,0,0,0,0,0,0.18134172445851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149523125714086,0,0,0,0.126728508226599,0,0,0,0,0.0512803582553704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600008.SH,0,0.113917565074851,0.286516919168191,0.0143397353102189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41064355147698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0249578743716795,-0.00506363399537548,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0.0652513027360995,0,0,0.0938923360031131,0.241217063565184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124549187660617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00016702035842549,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0.0587221926329904,0,0,0,0,0.234975010001612,0,0,0,0,0,0,0,0,0,0,0,0,0.009899396909779,0,0,0,0,0,0,0,0,0,0.0128310274823065,0,0.196665087353053,0,0.0223766838476165,0,0,0.162743898167786,0.110079032414403,0,0,0,0,0,0,0.00171422617733338,0,0,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0,0,0.117660169426668,0,0,0,0,0,0,0,0,0,0,0,0,0.0353229466396313,0,0.0463261345167703,0,0.356476414516132,0.282849492648781,0,0,0,0,0,0,0,0,0.0480423310466074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156399002311857,0.0708589465247006,0,0,0,0,0
X002470.SZ,-0.0812942079103982,0,0,0,0,0,0,0.0540378114186978,0,0,0,0,0,0,0,0,0,0,0.0104398656291892,0,0,0,0,0,0,0,0,0,0.235068428246704,0,0,0,0,0,0,0.0301517821261759,0,0,0,0.0658601666484395,0,0,0,0,0,0,0,0,0,0,-0.0832529945415883,-0.0194460390636149,0,0,0,0,0,0
X000629.SZ,0,0,0,0.101022425765678,0,0,0.0294981457373183,0,0.191426484466193,0.0290263015957088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248836968060089,0,0,0,0,0,0,0,0,0,0,0.116616991050218,0,0,0,0,0,0,0,0.00802198758731282,0.0653335235142484,0,0,0,0,0,-0.00833835413832197,0,0,0,0,0,0,0
X600549.SH,0,0,0,0,0,0,0,0.077382122455886,0,0,0,0,0,0,0.228701558515074,0,0,0,0,0,0,0,0,0,0,0.0349298393981844,0,0,0.0109334702724189,0,0,0,0,0,0,0.0726580756625529,0,0,0,0,0,0,0,0.06758200910514,0,0,0.167371672129421,0,0,0,-0.00501025666574875,0,0,0,0,0,0,0
X600021.SH,0,0,0,-0.0820698021851297,0,0,0,0,0.291072229126773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264349562510084,0,0,0.334183079789973,0,0.045948931052577,0,0,0,0.0217062159420954,0,0,0,0,0.146559905699703,0,0,0,0,0,0,0,0,-0.00453521491111057,0.0064765169671952,0,0,0,0,0,0
X600315.SH,0,0,0,0,0,0,0,0.061370753617148,0,0,0,0,0,0,0.27281560226832,0,-0.0385140174528029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279004751380428,0,0,0,0,0,0,0,-0.004516085826738,0,0,-0.159868739370992,0,0,0,0,0,0,0,0.0174681381227653,0.00168044781655622,0,0,0,0,0,0
X600808.SH,0,0,0,0,0,0,0,0.152957037992976,0,0,0,0,0,0,0,0,0,0,0.035806049448934,0,0,0,0,-0.00145099882337746,0,0.321344064334789,0,0,0,0,0.0998705385193881,0,0,0,0,0.0457087734250546,0,0,0,0,0,0,0.134278137977046,0,0,0,0,0,0,0,0,-0.00894310855868805,0,0,0,0,0,0
X600578.SH,0,0,0,0,0.441098142232107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128102104462762,0,0,0,0.20545993400567,0,0,0,0,0,0,0.0909945381137674,0,0,0.0260329022838043,0,0,0,0.0013334506039938,0,0.0563951013559681,0,0.0275361314212212,0,0.00956379734380512,0,0,0,0,0,-0.00274637730120087,0,0,0,0,0,0
X600098.SH,0.144271995128629,0,0,0,0,0,0,0.0214957227375022,0,0,0,0,0,0,0,0,0.0498863929271803,0,0,0,0,0,0.0214849438932628,0,0,0,0,0,0,0,0,0,0,0,0.140842945123367,0.38664850201095,0.0643194678750218,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0112437708671978,0,0,0,0,0,0
X600307.SH,0,0,0,0.118389044091005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245671349366905,0.0942351550494391,0,0,0,0,0.155090123108267,0.332451547608603,0,0,0,0,0,0,0,0,0,0.165427776056909,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190065015863815,0,0,0,0,0,0
X000983.SZ,0,0,0.115005456682182,4.33680868994202e-19,0,0,0.134989950338794,0.00303438386776313,0,0,0,0,0,0,0,0,0,0,0.0121466265836472,0,0.0273610355424038,0,0,0,0,0,0,0.0214297641494681,0,0,0,0,0,0,0,0.0291328454428879,0,0,0,0,0,0.0330206922408122,0,0.0160044786992585,0.0237202264531259,0,0.525341233813285,0,0,0,0,0,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0,0.125516620031264,0.0245342866445001,0,0,0,0,0.0522669605531846,0,0,0.00988301254719709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0898118318865902,0,0,0.39457233572783,0,0,0,0,-0.026040006305563,0,0,0,0,0,0,0
X600863.SH,0,0,0,0,0,0,0,0,0.129933173042475,-1.38777878078145e-17,0.317596328547604,0,0,0,0,0,0,0,0,0.0100853217068732,0,0,0,0,0,0,0,0,0,0,0.103188267549555,0,0.0705106828193724,0,0,0.0624269308205137,0,0,0,0.0375642193150844,0,0,0,0,0,0.17979080612137,0,0,0,0,0,0.00749355150063789,0,0,0,0,0,0
X000960.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114692954637777,0,0,0,0,0.0131785272503577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142815186197847,0.177850410406386,0,0,0,0,0,0,0,0,0,0.131783590628387,0.0223208432888352,0,0,0,0,0.0117462463504819,0,0,0,0,0,0
Change_TY3M,0,0,0,0,0,0,0,0.0390581873895264,0,0,0,0.0318742045684788,0,0,0,0,0,0,0,0,0,0.138726360253126,-0.105695561013521,0,0,0,-0.0242987617992766,-0.128230222646797,0.0488900510855023,0,0,0,0,0,0,0,0,0,0,-0.0362499806426314,0,0,0.022345745816805,0,0,0,0,0.0514333141924783,0,0,0.01252926224455,0.00802872508604351,-0.0696920386301383,0,0,0,0,0
Slope,0,0,0,-0.139948357315796,0,0,0,0,0,0,-0.86391034379054,0,0,0,0,0,0,0,0,0,0,-0.202440751956218,0,0,0,0,0.295955006806797,-0.0935068935384953,0,0,0,0,0.0943098299680565,0.0154332166188873,0.568460619731669,0,0,0,0,0,0,-0.151170656881502,0,0,0,0,0,0,0,0,0,-0.223303209610456,0,0,0,-0.504622076975705,0,0
TED,0,0,0,-1.07589892794415,0,0,0,0,0,0,0,0,0,0,0,-0.45862598789423,0,0,0,0,0,0,-0.465330223494876,0,0,0,0,-0.688481324231201,0,0,0,0,0,0,0,0,0,0,-1.69999435442639,-0.333014578469087,0,0,0,0,0,0,0,0,0,0,-2.07333756468473,0,0,0,0,-6.81896188205672,0,0
RealEstate_excess,0,0,0,-0.0324188278251422,0,0,-0.178910509553984,0,0,0,0,0,0,0,0,-0.347587826283737,0,0,0,0,0.322625642766287,0,0.0443987880658032,0,0,0,0,0,0,-0.175155511281184,0.033923360562418,0,0,0,0,0,0,0,-0.0214736333318096,0,-0.117481484514665,0.376281971479774,0,0,0,0,0,0,0,0,0,0.0106226931563805,0,-0.0704705350492992,0,0,0,0
MKreturn,0,0,0,0,0,0,0,0,0,0,0,0,0.0823876558283774,0,0,0,0,0,0,0,0,-0.0330332116697293,-1.73472347597681e-18,0,0,0,0,0,-0.190809484996084,0,0,-0.0604091337599581,0,0,0,-0.0340880043116546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220159645045077,-0.246058762424826,0,0,0,0,0
MKvol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00888981708332855,0,0,0,0,0,0
CarbonVol_Shenzhen,0,0,0,-0.0147184840402938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123466537105544,0,0,0.0639880288787438,0,0,0,0,0,0,0,0,-0.0591313132925141,0,0,0,-0.0261581989324466,0,0,0,0,0,0,0,0,0,0,0.0402598544143862,-0.060715446441184,0,0,0,0,0,0
CarbonVol_Guangdong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00214362112269936,0,-0.00790271340823847,0,0,0,0,0,0,0,0,0.00508846702295817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0023719724716152,0.00460343633665918,0,0,0,0.101269276694627,0,0
