,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X000792.SZ,X601898.SH,X600019.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X600547.SH,X000301.SZ,X600886.SH,X600795.SH,X601600.SH,X000877.SZ,X002271.SZ,X600426.SH,X600362.SH,X600803.SH,X600027.SH,X600176.SH,X601699.SH,X601991.SH,X000983.SZ,X000408.SZ,X600160.SH,X000629.SZ,X600348.SH,X600995.SH,X000723.SZ,X600096.SH,X600219.SH,X600489.SH,X600378.SH,X000786.SZ,X002192.SZ,X600157.SH,X000831.SZ,X000933.SZ,X000807.SZ,X002353.SZ,X600688.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.525122325875581,0,0,0,0,0,0,0.0858712047749379,0,0,0,0,0,0,0,0,0,0,0.0510044558138051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148980311336433,0,0,0,0,0,0,0,0,0,0,0,0.159518244359066,0,0,0,0,-0.00582660344415071,0,0,0,0,0,0
X601088.SH,0,0,0,0.00403147943427391,0.286542483553564,0,0,0,0,0.116638811492897,0,0.0848559413528763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042443552716244,0,0.147176547418728,0,0,0,0,-0.0375088108936591,0,0,0,0,0,0.0937128353167898,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0
X600028.SH,0.263854950801062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105800970543231,0,0,0,0,0,0,0,0.0786130377065179,0,0,0,-8.67361737988404e-19,0.0580672069473997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.112484649068204,0,0,0,0,0,0,0,0,0,0,0.123713065396917,0,0,0,0,0,0.0351743182895901,0,0.0302353069453061,0,0,0,0,0,0,0,0,-0.100519342571266,0,0,0.171196512924228,0,0,0,0.0526544514045227,0,0,0,-0.01548667855935,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.406116961134864,0,0,0,0,0,0,0,0.145173609684638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663247156534852,0,0,0,0.0204417981397965,0.0424050324329698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284133946374534,0,0,0,0,0,0.0367359917154951,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.430689830696699,0,0,0,0,0,0,0,0,0,0,0.0534355408202518,0,0,0,0,0,0,0,-0.110251514317075,0,0,-0.0269095230406774,0,0,0.0140496382554095,0,0.0723703183532273,0,0.043656444395468,0,0,0,0,0,0,0.127554945537833,0,0,0,0.108543365628343,0,0,0,0,0.0184334575474824,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.461408145766876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713187103015192,0,0,0,0,0,0,0,0,0,0.415124908801399,0,0,0,0,0,0,0,0,0,0,0,0,0.0688229813369665,0,0,0,0,3.46944695195361e-18,0,8.67361737988404e-19,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0658453213554282,0,0,0,0.115268543032945,0,0,0,0.0810839680375811,0,0,0,0,0,0,0,0,-0.0792139934395911,2.16840434497101e-19,0,0,0,0,0,0,0,0.10159017931153,0,0,0,0.415162254462777,0,0,0,0,0,0,0,0.046277728313411,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.026026227585923,0,0,0,0,0,0,0.0801089116845859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00723452346949736,0,0.174026113473357,0,0.0544336451585679,0,0,0.0606707034336907,0,0,0,0,0.0071151611422028,0.175105245334826,0,0,0,0.125898600161698,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.187055361859979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880199007950271,0,0,0.14306108533133,0,0.278658486712872,0,0,0,0.0771797528123456,0,0,0,0,0,0,0,0,0,-0.0322620497954856,0.0253308350871922,0,0,0,0,0,0,0,0,0,0,0,0,0
