,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X002075.SZ,X600362.SH,X600157.SH,X600111.SH,X601992.SH,X600188.SH,X600299.SH,X600660.SH,X000792.SZ,X601158.SH,X000709.SZ,X000539.SZ,X000883.SZ,X000898.SZ,X600309.SH,X002466.SZ,X600583.SH,X000027.SZ,X600623.SH,X600578.SH,X600352.SH,X600160.SH,X000630.SZ,X600547.SH,X002470.SZ,X000629.SZ,X600489.SH,X600098.SH,X600021.SH,X600022.SH,X600176.SH,X300072.SZ,X600808.SH,X000060.SZ,X000825.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0802597640523494,0,0,0,0,0,0,0.0645481800504335,0.0433612648169924,0.0034703906095892,0,0,0,0.0479086835574154,0,0,0,0,0,0,0.0716040454809728,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0.070759769909335,0.0863620673761077,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0269704207104392,0,0,0,0,0.112932437062351,0,0,0,0,0,0,0.0303763007498297,0.228382738523457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061938296263824,0.0202178860409471,0,0,0,0.0237634066105718,0.0115280938626217,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.342435008609534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106812731805497,0,0,0,0.0416784501948255,0,0,0,0,0,0,0,0.0317414626961045,0.172868903188453,0,0,0,-0.00661256971154532,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0257198671171067,0,0,0,0,0,0,0,0,0,0,0,0.156888841942493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010995494747367,0,0,0,0.0120815429379876,0,0.118472875547182,0.110579403364586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0124954794559086,0,0,0,0,0,0,0,0.0533085063318158,0,0.269262357989512,0,0.239197923177035,0,0,0,0,0,0,0,0,0,0.0285752947204808,0,0,0,0,0,0,0,0.028533901161864,0,0.0892652912068496,0,0.052308121285071,0,0.181785584275966,0,0,0.030071724820115,0.0310444659428109,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038413451690326,0,0,0,0,0,0,0,0,0.397428125378055,0,0,0,0,0,0,0.0123424329302882,0.00597139796983644,0,0,0,0,0,0,0,0,0,0,0.103652822381677,0,0.294456273256588,0,0,0,-0.0474166081547298,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.121074838028868,0,0,0,0,0,0,0,0,0.0277965918164642,0,0.0741069465005715,0,0,0,0,0,0.0642703431907499,0,0,0,0,0.021428372052739,0,0,0,0,0,0,0,0,0,0.0699781884444694,0,0,0,0,0.0737243994417833,0,0.0886679982204101,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105080649695881,0,0,0.218514532688736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109176746413908,0,0,0,0,0,0,0,0.123631940065037,0.297430240597919,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176872167975617,0.0971770375976492,0,0,0.105610970348734,0,0,0,0,0.0462721694756212,0,0,0,0,0,0,0,0,0,0,0,0.027892434871171,0,0,0.0934396600172263,0,0,0,0,0,0,0,0.128916587239556,0.0829270386195277,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421606901378492,0,0,0,0,0.0729277177791857,0,0,0,0,0,0,0.0326597683445481,0,0,0,0.0724044652541543,0,0,0,0.062758380208893,0,0.00998406312654859,0.257467001295743,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.00921795050797996,0,0,0,0,0,0
