,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600795.SH,X600886.SH,X600010.SH,X600188.SH,X600362.SH,X600111.SH,X600027.SH,X600309.SH,X601992.SH,X600688.SH,X600583.SH,X601158.SH,X600547.SH,X000898.SZ,X600489.SH,X600352.SH,X000709.SZ,X000792.SZ,X002353.SZ,X000883.SZ,X000831.SZ,X000539.SZ,X000630.SZ,X000629.SZ,X600808.SH,X000027.SZ,X000825.SZ,X600660.SH,X600549.SH,X600008.SH,X600578.SH,X601699.SH,X000983.SZ,X600315.SH,X600863.SH,X600307.SH,X002470.SZ,X600098.SH,X000937.SZ,X600348.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.581860459067752,0,0,0,0,0,0,0.0512659606815459,0,0,0,0.0730006691631027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389092464260701,0,0.0723904003839994,0,0,0,0,0,0,0,0,0,-0.0128083816612427,0,0,0,0,0,0,0
X600028.SH,0.489695703099962,0,0,0,0,0,0,0,0,0,0,0,0.0927166391089407,0,0,0,0,0,0.25812140415752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0376343683078528,-0.0013360834483503,0,0,0,0,0,0
X601088.SH,0.00964850630576815,0,0,0,0,0.0217990626027624,0.11030664955702,0,0,0,0,0,0.154935442084608,0,0,0,0,0,0,0,0,0,0,0,0,0.0080846107902608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648972762285593,0,0.325340636711184,0,0,0,0,0,0,0,0,0,0,-0.00606994718515388,0,0,0,0,0,0
X600011.SH,0,0.00156469992827858,0,0,0,0.104673981443323,0,0.100896160758157,0.0803170367052365,0,0.232844427765923,0.0350233963732362,0.0826648159541684,0,0,0.0936337438520016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079155359486514,0,0,0,0,0,0,0.0416295600996409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.0446866641706248,0,0,0,0,0,0,0,0,0,0.0959161068414936,0,0,0,0,0,0,0,0.04452390596226,0,0,0,0,0,0,0,0,0,0.0264363886124477,0,0,0,0,0,0,0.0957204399490869,0,0,0,0.220374223116903,0,0,0,0,0,0.124924707169343,0,0,0,0,0,0.00101894444444055,0,0,0,0,0,0
X600019.SH,0.0662936870996653,0,0,0.0472525166464945,0,0,0,0,0,0,0,0,0.0081472885835411,0,0,0,0,0,0,0,0,0,0.0125952590409912,0,0,0.364399493111871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154454191547346,0,0,0,-0.0184593120124653,-0.0177930939194762,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.087386300362368,0.135234018764387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875927942295011,0,0,0,0,0,0,0,0.142533367764781,0.429262021600814,0,0,0,0,0,0,0,0,0,-0.00790512278467152,-0.00959106622837649,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.16164730507393,0,0.0571253611827333,0,0,0,0,0,0,0,0,0.0332286015485717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204979947302936,0.071224677198611,0,0,0,0.0707968105449687,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207769326588932,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.206454962532741,0.403620320096977,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0903729789137455,0,0,0,0,0,0,0,0,0,0,0.118923948680231,0,0.045170201314103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000725859494700046,0,0,0,0,0,0
X600795.SH,0,6.93889390390723e-18,0,0,0,0,0,0,0.179692712956478,0,0.325926982011137,0,0,0,0,0.128290903121674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192921634043921,0,0,0,0,0,0
