,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X601600.SH,X600795.SH,X600027.SH,X600362.SH,X600188.SH,X601992.SH,X000898.SZ,X002466.SZ,X600176.SH,X600111.SH,X600516.SH,X000709.SZ,X600352.SH,X002460.SZ,X600299.SH,X600489.SH,X000629.SZ,X600808.SH,X601158.SH,X600219.SH,X600801.SH,X300072.SZ,X000825.SZ,X000786.SZ,X000883.SZ,X000539.SZ,X000553.SZ,X600583.SH,X000408.SZ,X000301.SZ,X002110.SZ,X000792.SZ,X600339.SH,X002271.SZ,X600612.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.19222102865254,0,0,0,0,0,0,0,0.0554552212866775,0,0,0,0,0,0,0,0,0,0,0,0.0109541963284511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0748043984490181,0,0.00703594558011281,0.244119784902496,0,0,0,0,-0.0240575045270969,0.045189018868925,0,0,0,0,0,0
X600028.SH,0.15700782953557,0,0,0.159906370869905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187583886916504,0,0,0.0370442923305298,0,0,0,0,0,0,0.0404737501010606,0,0,0,0,0,0,0,0,0.265113303685324,0.0255095584433634,0,0,0,-0.00681478182345093,0.0880136829471343,0,0,0,0,0,0
X601088.SH,0.376224798578492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148726098485475,0,0,0,0,0,0,0,0,0,0,0,0.0107900768111438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537440661859455,0.0536164482277789,0,0,0,0,0.00320119447671746,-0.00262581069107539,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.171744223621748,0,0,0,0,0,0,0,0.0199208627366203,0,0,0,0,0,0,0,0.0724254356978506,0,0,0,0,0,0,0,0,0,0,0,0,0.511179522559449,0,0,0,0,0,0,0,0.0421238520654425,0,0,0.122637114522456,0,0,0,0,0,0.00691966754337295,0.00547121406575271,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.12334767869922,0.0899538313333387,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132067684422835,0.0263867804502083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00950774577967652,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0909484681930574,0,0,0,0,0,0,0,0,0,0.634750643970891,0,0,0,0,0.0484795727647356,0,0,0,0,0.0403244242819699,0,0,0,0,0,0,0,0,0,0,0.0587498086405106,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143518713224773,0.0477006829230094,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.322227357002193,0,0,0,0,0,0,0,0,0,0,0,0,0.233803372803749,0,0,0.203759142628309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125567740916525,0,0,0,0,0.0718962972359657,0,0,0,0,0,-0.0281407578181228,-0.0436096883505541,0.132123022441119,0,0,0,0,0,0
X600010.SH,0.0944833337806272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110103493430083,0,0,0,0,0.144960525362763,0,0,0,0,0,0.126796369849469,0,0,0,0.136043283087556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190819253536737,-0.0184017287857151,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0125442447230608,0,0,0,0,0,0,0,0,0,-0.0390494470461407,0,0,0,0,0,0,0,0,0,0,0.107556384034428,0,0.609331550921574,0,0,0,0,0,0.00538047180725792,0,0,0,0,0,0,0,0,0.103210321767504,0,0.0205960396749779,0,0.0309709063742748,0,0,0.00482812658613332,0.00342924214738414,0,0,0,0,0,0
X601898.SH,0.0239438464057355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131204430129842,0,0,0.234977941148196,0.0581512343925695,0,0.213202015167859,0,0,0,0,-0.00898094754125621,0,0,0,0,-0.0294273803416327,0,0
