,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600010.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600027.SH,X600688.SH,X600583.SH,X601992.SH,X600157.SH,X600309.SH,X000709.SZ,X000898.SZ,X601158.SH,X600352.SH,X000792.SZ,X600660.SH,X000539.SZ,X000629.SZ,X600808.SH,X600021.SH,X000027.SZ,X600547.SH,X600489.SH,X002353.SZ,X600008.SH,X000060.SZ,X002470.SZ,X000825.SZ,X600578.SH,X600307.SH,X000831.SZ,X000630.SZ,X600219.SH,X600315.SH,X600863.SH,X600549.SH,X601699.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.434763456615973,0,0,0,0,0,0,0,0.0433181470237075,0,0.118317811911109,0.0541810351668349,0,0,0,0,0,0,0,0.0473445079508904,0,0,0,0,0,0,0,0,0.010007590815527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323795689806201,0,0,0,0,0,0
X600028.SH,0.529542434895363,0,0,0.0395566734039828,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622919544107713,0,0,0,0.0173732600942118,0.0993354197700779,0,0,0,0,0,0,0,0,0.0563059451497094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.115604148055633,0,0,0,0,0,0,0.229038692631048,0,0,0,0,0.0619433887646672,0,0,0,0,0,0,0,0.02679377413941,0,0,0,0,0.0264663122723888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190364026543544,0,0,0,0,0,0.456354862339811,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0764134325705601,0,0.250360141892798,0,0.0170210381416461,0,0,0,0,0.274263401357413,0,0.0281823400799011,0,0,0,0,0.148369946584577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186606233664473,0,0,0,0,0,0,0,0,0,0,0,-0.00434261366015722,0,0,0,0,0,0
X600585.SH,0,0,0.0176166633471045,0,0,0,0,0,0,0,0,0.00795352155224735,0,0,0,0,0,0.273944849838327,0,0,0.213978324698889,0,0.117550706537859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131741917245094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.122286585458586,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468280104572448,0,0,0,0,0,0.00125887905583635,0.365995780711261,0,0,0,0,0,0,0,0.0452341873320496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806621149686808,0.090079243306263,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.407328577958086,0,0.0579353068818461,0,0,0,0,0,0,0.182410316133216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114423822775204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264415503076564,0.00718127298150302,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.109008811295898,0,0,0,0.137468694759159,0,0.0762375221979598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283445982886907,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0342391919953634,0.146472200268624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.136807573036973,0,0,0,0,0,0.219023635821182,0.190163032892059,0,0,0,0,0.194797906290023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100260232984281,0.0354192572820981,0,0,0,0,0,0,0,0.0206762385221562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.0966707573166096,0.0522923079409134,0,0,0,-8.67361737988404e-19,0.136442362987784,0,0,0,0,0,0.119845561156235,0,0,0,0,0,0.216145694494105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721800087280473,0,0,0,0.123916416324428,0,0,0,0.0125605671371496,0,0,0,0,0,0
