,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600188.SH,X600547.SH,X600795.SH,X601600.SH,X601991.SH,X600027.SH,X600362.SH,X600886.SH,X600157.SH,X600111.SH,X600489.SH,X601992.SH,X600309.SH,X300072.SZ,X600660.SH,X600623.SH,X600299.SH,X002466.SZ,X000792.SZ,X601158.SH,X002075.SZ,X600583.SH,X000709.SZ,X000408.SZ,X000883.SZ,X000898.SZ,X000983.SZ,X000723.SZ,X600352.SH,X600549.SH,X000539.SZ,X600176.SH,X000027.SZ,X002470.SZ,X000630.SZ,X000012.SZ,X601699.SH,X002460.SZ,X000060.SZ,X000937.SZ,X002407.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0366733941697867,0.0224935057480362,-2.71050543121376e-20,0,0,0,0,0,0,0,0.0398609917981284,0,0,0,0.0374489599433923,0,0,0,0,0,0,0,0,0,0,0,0,0.00192642892946834,0,0,0,0,0,0,0.0293654945479693,0,0,0,0.00572685060536416,0,0.0425624202659191,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0664947681561059,0.029160948761564,-0.0408156853197374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357834765003728,0,0,0.0714704537392364,0,0,0.0417693795021393,0,0,0.0210663112693577,0,0,0,0,0,0,0.0114723571610029,0,0,0,0,0,-0.0025731432157382,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.165463914941405,0,0.086033515275798,0,0,0,0,0,0,0,0.111657634502347,0.0129275431656526,0,0,0,0,0,0.0549319002787664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789816577068624,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.136217438473272,0.00114353764522991,0,0,0,0.101285310134826,0,0,0,0,0,0,0.0907724985430505,0,0,0,0,0.0669385133074386,0,0,0,0,0.021420403144188,0.0293884478883611,0,0,0,0,0.0776549976825474,0,0,0,0,0.1263188773163,0,0,-0.0862457619793773,0,0.0463080762355995,0,0,0,0,0,0,0,0,-0.0008577514211476,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323628587977576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0227435580643063,0,0.0267945818670875,0,0.119240001832481,0.110119203843646,0,0,0,0.067539143524399,0,-0.013557238909148,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0482694786888354,0,0,0,0,0.0756328492526146,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486546874166081,0.113561661425985,0,0,0,0,-0.0113429777456017,0,0,0,0,0.0602658130768655,0,0,0.0605521420272237,0,0,0.034864397484404,0,0.058042130422866,0,0,0,0,0,0,0,0,-0.00934999960918606,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,-0.0809907340558983,0,0,0,0,0,0,0,0,0,0,0.019720445515131,0,0,0,0,0,0,0,0,0,0,0.00640570465086673,0,0,0,0,0,0.045542295570789,0,0,0,0.0374908400657319,0,0,0,0.0126688142482094,0,0,0,0,-0.0482640500455767,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635670554464176,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0.108937841185877,0,0.0069625435008746,0,0,0,0,0.335234690880144,0,0,0,0,0,-0.0157496492008625,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0477680295684969,0,0,0,0,0.0646736499580268,0,0,0,0,0.0466052823242475,0,0,0.00347282739175124,0,0,0.153276517487275,0,0,0.040948233512617,0,0,0,0.110779467352675,0,0,0.0349979841758165,0.0685366280920807,0,0.0463142754060121,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0110104664726485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158860519669217,0,0,0,0,0.0448540810798385,0,0,0,0,0,0.548060674165332,0,0,0,0,0,0,-0.0828067803711425,0,0.208872728178399,0,0,0.177154742085059,0,0,0,0.0130395664127318,0.0428149570546871,0,0,0,0,0,0
