,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X002271.SZ,X600011.SH,X000708.SZ,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X000786.SZ,X601898.SH,X600010.SH,X600176.SH,X601600.SH,X600362.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600426.SH,X600795.SH,X600111.SH,X600027.SH,X600688.SH,X600299.SH,X601992.SH,X002080.SZ,X000301.SZ,X000932.SZ,X600803.SH,X002466.SZ,X002353.SZ,X600486.SH,X600219.SH,X600529.SH,X000027.SZ,X002075.SZ,X000723.SZ,X002409.SZ,X601158.SH,X600612.SH,X600315.SH,X000883.SZ,X000898.SZ,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0501421452677714,0,0,0,0,0,0.056918912286499,0.0845331723710707,0,0,0.0315825295462406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189732943047112,0,0.0704087181472922,-0.0442107360226957,0,0,0.00691424481591289,0,0,0,0,0,0,0,0,-0.0052717768866078,0.00904459169337686,0,0,0,0,0,0
X600028.SH,0,0,0.0720841483990368,0,0,0,0,0,0.0362517953634111,0,0,0.0557705586505308,0,0,0,0,0,0.0359305679103706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024932411161188,0,0,0,0,0,0,0.019055752518909,0,-0.0225109494948054,0.0161216396397266,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0183840527063674,0,0.00785942493216332,0,0,0,0,0,0,0,0,0,0.340765395780115,0.119629549466429,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.0218212849762931,0,0,0,0,0,0,0,0,0,0,0,-0.00623683464134818,0.00761163173281092,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0177102939772644,0,0,0.0541811006709566,0,0,0,0,0,0,0,0.164379528608491,0,0,0,0,0,0.00844740020411396,0,0.0045660286369238,0,0,0,0,0.0516235147082887,0,0.0899868492082405,0,0,0,0,0,0,0,0,0,0,0,0.0363698062151371,0,0,0,0,0,-0.00451886355293315,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.107727253642238,0.0241036664608036,0,0.185164082009758,0,0,0,0,0,-0.0525666352409096,0,0,0,0.106183110933213,0,0,0,0.11324284350569,0,0.00961981690702813,0,0,0,0,0,0,0,0,0.105853467544273,0.100866004049007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00532095851388438,-0.0295692506822467,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.042014158204922,0,0,0,0.0312865291906968,0,0,0,0,0,0,0,0,0.44136318587437,0,0,0,0,0,0.0468563879804065,0,0,0,0,0.00738409314381875,0,0,0.0142888898126694,0,0,0,0.0820652177469533,0,0,0,0,0,0,0.220062712783796,0,0,0,0,0,0.00333891874502609,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0925285240947421,0,0,0.020293210527768,0,0,0,0,0,0,0.137536394012487,0,0,0.03767520198139,0,0,0,0,0,0,0,0,0,0,0,0.0676507761640621,0.0129495529730516,0,0,0,0.0170549515803109,0,0,0,0.116018173686753,0.0598985477888184,0,0,0,0,0,0,0,-0.0139776185284808,0.0021315483925921,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.103361204260859,0,0,0,0,0,0,0.321522930715541,0,0,0,0,0,0,0.199697171068306,0,0.147867841932517,0,0,0,0,0,0,0,0.0912849094711808,0,0,0,0,1.73472347597681e-18,0,-0.0398813347214827,-0.13244071136673,0.0848975425469317,0,-0.0944377587145049,0.233806188443303,0,0,0,0,0.0400808548067566,-0.0110520904353613,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.162342627785855,0,0,0.184953433580204,0,0,0,0,0,-0.0298509088711409,0.0247398199314106,0,0,0,0,0.0774702268180785,0.479302630397016,0,0,0,0.0234820638221783,1.73472347597681e-18,0,0,0.0302995814634281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455553544814168,0.0293656289293875,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0830903614032913,0.0318662297662326,0,0,0.150870691182352,0,0,0,0,0,0,0,0,0,0.0550922974855479,0,0.131181685727283,0,0,0,-0.0363238573761859,0,0.122796689364572,0,0,0.00352876623037812,0,0,0,0.0863538122277338,0,0,0.0979085181224647,0,0,0.0175519756528851,0,0,0.12965615095633,0,0,0,0.0932288143476931,0,0,0,0,0,0.0206697789580444,0,0,0,0,0,0
