,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X600010.SH,X601898.SH,X601991.SH,X600795.SH,X601600.SH,X600188.SH,X600886.SH,X600362.SH,X600111.SH,X600027.SH,X600688.SH,X600583.SH,X601992.SH,X600309.SH,X600352.SH,X000792.SZ,X601158.SH,X000709.SZ,X000898.SZ,X600157.SH,X600660.SH,X600547.SH,X600008.SH,X600489.SH,X002353.SZ,X000539.SZ,X000027.SZ,X000629.SZ,X600021.SH,X600808.SH,X000831.SZ,X000630.SZ,X000825.SZ,X600549.SH,X600219.SH,X600578.SH,X002470.SZ,X600307.SH,X600315.SH,X000060.SZ,X601699.SH,X002075.SZ,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.436445253420655,0,0,0,0,0,0,0,0,0,0.0703357021587169,0.202349707826806,0,0,0,0,0,0,0.0567473392615958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317633431440207,0,0,0,0,0,0
X600028.SH,0.573399873355632,0,0,0,0,0,0,0,0,0,0,0,0.0103464156225657,0,0,0,0,0.0561339278199559,0,0,0,0,0,0,0.0477625799674063,0,0,0,0.00618123008812055,0,0,0,0.0291820016368659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786050843312826,0,0,0,0,0,0,0,0,0
X601088.SH,0.0719072318559987,0,0,0,0,0,0,0.317559044927282,0,0,0.0135971961369083,0.164528466812734,0,0,0,0,0,0,0,0.0123044293177005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327178759623102,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.00879196206993825,0.00601867072966464,0,0,0,0,0,0.00113946312281019,0,0,0,0,0,0,0,0,0.256197104181107,0,0.0528282386679428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265787910876319,0,0,0,0,0,0,0,0,0,0.203111774785041,0,0.0901153430468826,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.103197353563966,0,0.0452071338798922,0.129555855456613,0,0,0.0181601667281943,0,0,0.309151196364331,0,0,0,0,0,0,0,0,0.140952320979551,0,0,0,0,0,0,0,0.025296648846475,0,0,0,0,0,0,0,0,0.0473798529639508,0,0,0,0,0,0,0,0,0,-0.00244283204597591,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0921770071133605,0,0,0.0126166525737368,0,0,0,0.0896541876407985,0,0.146705159972165,0,0,0,0,0.167421764098988,0.256756722750237,0,0,0,0,0,0,0,0,0,0.0500215882005041,0,0,0,0,0,0,0,0,0,0,0,0.0698633359089036,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.356751293709393,0,0,0,0,0,0,0.118417092669292,0,0.101167872261503,0,0,0,0,0,0,0,0.0887760782985933,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.00180941623807098,0.111174003227595,0,0,0,0,0,0,0,0,0,0,0.0511045510280199,0,0,0.0260785143555014,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0574932091365489,0,0.130232248358233,0.000928998687949587,0.0108126736006147,0,0,0,0,0,0,0.0339938038580597,0,0,0,0,0,0,0.023766134691211,0,0,0,0,0,0,0,0,0.222955472265094,0,0.0213492299348292,0,0,0,0,0.00555370718239419,0,0,0,0,0,0,0,0.108057978615781,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0.150111780117712,0,0.0878203458218235,0,0,0.138433729027396,0,0.252529981063579,0,0,-0.0345503182648479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184203538929721,0,0,0,0,0,0.0943719216523792,0,0,0,0,0,0,0,0,0,0.028223516329598,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.266289945206619,0,0.0681683498527257,0,0,0.375505193167132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0478236532036699,0,0,0.0369564194442195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
