,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X600188.SH,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600111.SH,X002271.SZ,X600011.SH,X600660.SH,X600010.SH,X000877.SZ,X000708.SZ,X000301.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600176.SH,X600362.SH,X600426.SH,X600096.SH,X000786.SZ,X000983.SZ,X600803.SH,X000723.SZ,X000408.SZ,X600141.SH,X300073.SZ,X002080.SZ,X601991.SH,X600219.SH,X601699.SH,X600486.SH,X600801.SH,X600027.SH,X300037.SZ,X002353.SZ,X002192.SZ,X000959.SZ,X000683.SZ,X600985.SH,X600295.SH,X600489.SH,X002497.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.119938013022927,0,0,0,0.0114799954872196,0,0,0,0,0.0341851189223207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109807904337137,0,0.128775030745088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010304306320109,0,0,0,0,0.0951893391035098,0,0.021059354133886,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.330139368479899,0,0,0,0,0.0474477778050134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387845313944651,0,0,0,0,0,-0.0471967350254869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16228302383515,0,0,0,0,0.00980257509624162,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0179894645687887,0,0,0,0,0.0549646637238373,0,0,0.0204784755662756,0,0,0,0,0,-0.012074960138623,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.115803536107373,0,0,0.0186895186666783,0,0,0.154385427362236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657878912825846,2.16840434497101e-19,0,0,0,0.137721596132339,0,0,0,0.0135547490063469,0,0,0,0,-0.0230406079752718,0,0
X002460.SZ,0,0,0,0,0,0,0,0.365423561613753,0,0,0,0.172436167753658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0490469320009433,0,0,0,0.0933214547612159,0,0,0,0,0,0,0,0,0,0.0962054930433198,0,0,0,0,0.135602711953722,0,0.0174871161284787,0,0,0,0,-0.0153056365886338,0,0
X600188.SH,0,0.270249821621503,0,0,0,0,0,0,0.012036142929932,0,0,0,0,-0.216610705111364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682749251330755,-0.0266434956119973,0,0,0,0.269384561707746,0,0.0921714153218244,0,0,0.0696479255462486,0,0,0.0239060136126046,0.165289077465153,0.0660955138425521,0,0,0,0.0536362067245064,-0.0340311649765936,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.0273520418763621,0,0,0,0.113978671373551,0,0,0,0,0,0,0.108315206401947,0,0,0,0,0,0,0,0,0,0,0.0124278383497615,0,0,0,0,0,0,0,0,0.408768075717186,0,0,0,0,0,0,0,0,0,0,0,0.000786929789935875,0,0,0,0,-0.00510831746242606,0,0
X002466.SZ,0,0,0,0,0.546093910963499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084384343747648,0,0,0,0,0,0.267253124999925,0,0.0223741044931047,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0645856963553738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120679723279664,0,0,0,0,0.418855679184922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422931381999985,0,0,0,0,0,-0.023048484307754,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0586085351389374,0,0,0,0,0,0,0,0.0598832328546814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847530488651226,0,0.165008925277002,0,0,0.14979956365448,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X601898.SH,0,0,0,0.102812771412362,0,0.300950213802533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119315423580671,0,0.233553620056391,0,0,0,0,0,0,0,0,0.0169253231437586,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0
