,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X002460.SZ,X000708.SZ,X600547.SH,X600660.SH,X002271.SZ,X600362.SH,X600011.SH,X601600.SH,X600176.SH,X601898.SH,X600886.SH,X000786.SZ,X600426.SH,X600010.SH,X600188.SH,X002466.SZ,X000301.SZ,X600801.SH,X600352.SH,X600111.SH,X600489.SH,X601991.SH,X600795.SH,X300037.SZ,X600486.SH,X600688.SH,X002080.SZ,X600803.SH,X002353.SZ,X600027.SH,X600219.SH,X600299.SH,X601168.SH,X601992.SH,X000932.SZ,X000898.SZ,X600529.SH,X600399.SH,X002409.SZ,X000630.SZ,X000723.SZ,X000027.SZ,X000807.SZ,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0010535480376872,0,0,0,-0.00177264645526203,0,0.0377574717385083,0.0533757781578845,0.0278315431691571,0,0,0,0,0,0,0,0.0146127692993149,0,0,0,0,0,0,0,0,0,0,0.00451309666966723,0,0,0,0,0,0.018642504985995,0,0,0,-0.0388290481261198,-0.0170029726854068,0,0,0.00567320891096505,0,0,0.0218603596729522,0,0,0,0,0,0,-0.00378865934832358,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,-0.0215768800925589,0,0.0232623304188408,0,0,0,0,0,0.0169740719343477,0,0,-0.00516401958151419,0.00528865513248386,0,0,0,0,0,0,0,0,0.172669079112872,0.0403343128398019,0,0,0,0,-0.058306232869418,0,0,0,0.140508861913477,-0.0171305936144543,0,0,0,0,0,0,0.0517987536128538,0,-0.00332842247001154,0,0,0,0,-0.00700637044973473,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,-0.017212011221437,0,1.73472347597681e-18,0,0,0,0.308772881913364,0,0,0,0,0.148623875331154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109295360661277,0,0.00806568094217162,0,0,0,0,-0.00820063856743856,0,0
X600585.SH,0,0,0,0,0,0,0.0861430829272545,0,0.00866400644719407,0,-0.0345417185700524,0,0,0,0,0,0,0,0.0588025084845808,0,0.0633209333209181,0,0,0,0,0,0,0,0,0,0,0,-0.00974628562488881,0,-0.078581017285448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0770686827062373,0,0.0253850930070276,0,0,0,0,0.00612241846071222,0,0
X600309.SH,0,0,0,0,0,0,0,0.040234535002595,0,0,0,0,0,0,0,0.0789261527229371,0,0,0.169991410827863,0,0,0,0,0,0,0,0.0883467541783074,0,0,0.0138535927046277,0,0,0,-0.0327918802803817,0,0,0,0,0.0366507986818931,0,0,0,-0.0463180244356839,0,0,0,0,0,0,0,0,0.0296648418436427,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.00471826391464491,0,0,0,0.0688821003714894,0,0.104532158995231,0,0,0,0,0,0,0,0,0,0.0176268731833592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142394999230966,0,0.0382611217421983,0.0196201858251604,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.0526606680486404,0,0,0,0,0,0,0,0,0,0,0.357117098999704,0,0,0,0,0,0,0,0.39338895022496,0,0,0,0,0,0,0,0,0.103359014590879,0,0,0,0,0,0,0,0,0,0,0,0,0.014910057688031,0,0,0,0,-0.00742874233657961,0,0
X000708.SZ,0,0,0,0,0.0140525924388877,0,0,0,0,0,0,0,0,0,0.00553726004853427,0,0,0,0,0,0,0,0,0.0846703457464356,0,0,0,0,0,0,0,0,0,0,0,0,0.298407282101369,0,0.0244317987248899,0,0,0,0,0,0,0,0,0,0,0.00180161717288154,0,-0.00675583742455714,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.00607439458327944,0,0,0,0,-0.0963612951670232,0,0,0,0,0,0,-0.0312323850461934,0,0,0,0,0.668372935651473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00169743501673998,0,0,0,0,0,0,0.00893945181686973,0,0,0,0,0.00966492226491542,0,0
X600660.SH,0,0,0,0,0,-0.0882901971989404,0,0,0,0,-0.00474027601768088,0,0,0,0,0,0,0,0,0,0,0,0.0249082983949111,0,0.0343809082410018,0,0,0,0,0.222539964409949,0,0,0.00429777796160674,0,0.0182656108196601,0,0,0,0,0,0,0,-0.00904128415212627,0.107043645421341,-0.088236579252585,0,0,0,0,0,0,0,0.0258535069828238,0,0,0,0.00645832520744675,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273037812249686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563935538024164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402108418316391,0,0,0,0,0,0,-0.0612300411611481,0.12366271645927,0,0,0,0.0134931449086168,0,0
X600362.SH,0,0,0,0,0,0,0.0313191882910045,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00163665068468895,0,0,0,0,0.117474971397094,0,0,0,0,0,0,0,-0.0463011900796588,0,0,0,0,0,0,0,0,0,0,0,0,0.0678480118405338,0,0.183907590951873,0.317391726115865,0,0.0443367840003795,-0.0913370352388989,0,0,0,-0.00490408528132319,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.196038119380672,0,0,0,0,0.0121422249466683,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0310817174967214,0,0,0,0,0,0,0,0,0,-0.0786991795738912,0,0,0,0.195683582953313,0,0.137216801308431,0,0,0,0,0,0,0,-0.00663678685698855,0,0,0,0.00321624476295035,0,0
X601600.SH,0,0,0,0,0,0.0553732566408494,0,0,0,0,0,0.102426239762119,0,0,0,0,0,-0.00409730301623876,0,0,0,0,0,0,0,0.0909874579843811,0,0,0,0.0147863426986102,0,0,0,0,0,0,0.238288649877718,0,0,0,0,0,-0.0134980720153272,0,0.00924350564156616,0,0,0,0.0879002262825662,0.1660303847179,0,0,0,0,0,0,-0.00954403304035342,0,0
X600176.SH,0,0,0,0.440077429895591,0,0,0,0.0572481880998396,0,0,0.191036489095156,0,-0.106363504138839,0,0,0,0,0,0,0,0,-0.0874223349762076,0,0,0,0,0,0,0,0.0824565515840895,0.0776138321066477,0,0.224161647415574,0,0.0380147582923195,0,0,0.151636413870967,-6.93889390390723e-18,0,0,0,0,-0.0190160244576442,0,0,0,0,0,0.238367613322072,0,0,0.0547131018380672,0,0,0,0.00386058214271076,0,0
X601898.SH,0,0,0.174803484563243,0,0.0117242189140902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232813890664506,0,0,0,0,0,0,0,0,0,0,0,0,-0.0506309291439936,0,0,0.192896624881785,0,0,0,0,0,0.012912945709579,0,0,0,0,0,0,0,0,0.00942373503510355,0.00698954074112981,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.22326037998401,0,0,0,0,0.167631647338998,0,0,0,0.0342924893275505,0,0,0,0,0.0605864644862876,0,0,0,0.0327523286301883,0.0641826134053691,0,0,0.000968030830485141,0,0,0,0,0,-0.123869060528454,0,0,0,0,0,0,0,-0.0114630411839522,0,0,0.0439979370560935,-0.0337681720160839,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00465811577275617,0,0,-0.0233087756023006,0,0,0,0,0,0,0,0,0,0,0,0.0396658435700269,0,0,0,0,0,0,0.131784247696012,0,0.174265881869445,0,0,0,0,0,0,0,0,0,-0.00526124622066229,0,0,0,-0.000928168939205232,0,0
X600426.SH,0,0,0,0,0.302406527033286,0,0.0650805211688555,0,0,-0.0250820499812393,0,0,0,0,0.0273631615101268,0,0,0.126932542959857,0,0,0,0,0,0,0,0,0,0,0,-0.0367913083896032,0,0,0.0252449850720091,0,0,0,0,0,0.0123694362125253,0,0.112663346631499,0,-0.0662994140345373,0,0,0,0,0,0,0,0,0.0102502292218486,0.00984609766487474,0,0,0,0.00527230606793121,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0131242899944885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666312302569907,0,0.0826585810420312,0,0,0,0,0.0822833960820361,0,0,0,0,0,0,-0.0016075580072719,0,0
X600188.SH,0,0,0.22928403392587,0.116192791048296,0,0,0.110626000495508,0,0,0,0.0350651061654059,0,0,0,0,0.133344932998579,0,0.0657745494293596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167300998654188,-0.0416202723974903,0.0133735249753678,0,0,0,0,0,0,0,0.0704316875380338,0,0,0,0.176385270118182,0,0.0684295916311761,0,0,-0.0236054426865094,0,0,0,0,-0.0116287209841337,0,0
X002466.SZ,0,0,0,0,0,0,0.522259473949773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0917999164190387,0,0,0.052017297052703,0,0,0,0,-0.538293276285061,0,0,0.241828017595523,0,0,0,0,0,0,0,-0.452638577183084,0,0,0,0,0,0,0,0,0,0,-0.0199363493314725,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040628665010428,0,0,0,0,0.0103337464384183,0,0
X600801.SH,0,0,0,0,0,0,0.0125753501411468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934906212175815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119480594899548,0,0.164842335404456,0,0,0,0,0,0,0,0,0,0,0.0102232270345432,0.0182689419449478,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0.050280714556165,0,0,0.0161741895401253,0,0,0,0,0,0,0,0,-0.00426085611463455,0,0,0,0,0.166168509807552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791398362895873,0.0444143899642924,0,0,0,0,0.0931934148874976,0.0153956162557293,0,0.0399395751632597,0,0,0,0,0.00868466550312901,0,0
X600111.SH,0,0,0,0,0,0,0.19582079871336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743198899430218,0.00570323771781513,0.0895054378609391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420293466620253,0,0,0.0208565244742465,-0.083886495643052,0,0,0,-0.0116901775805058,0,0
X600489.SH,0,0,0,0,0,0,0.0815450894117016,0,0.713873939176812,0,0,0,0,0,0.0495020333208311,0,0,0,0,0,0,0.000203859939675052,0,0,0.0832338521437471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588636834828604,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0259701741623352,0,0,0,-0.000508185049275765,0,0
X601991.SH,0,0,0,0,0,0,0.0199398074705776,0,0,-0.0330791683890546,0,0,0.0218686706934409,0.133387056408939,0,0,0.0614113860839154,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0485137740247731,0,0,0,0.161346442123876,0,0,0,0,0,0,0,0,0,-0.00789212012080328,0,0,0,0,0,0.0541541584160597,0,0,0,0,0,0,0,0.00251533479370755,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510918325866937,0.00962765397702749,0,0,0,0,0,0,0,-0.0149498616624183,0,0,0,0,0,0,0,0,0.0379463203014397,0.0488568500407497,0,0,0.101767424950114,0.0355230533455965,0.0167499364431202,0,0,-0.00111096044677182,0,0,0,-2.17155992435713e-07,0,0
X300037.SZ,0,0,0,0,0,0,0.190231476382901,-0.148978427069114,0,0,0.0553585817302531,0,-0.583162111978907,0,0,0,0,0,-0.00664169193785683,0,0,0.109982966292594,0,0,0,0,0,0,0,0,0,0,0.101096096082142,0,0,0,0,0,0,0,0,0,-0.0362983499137395,0,0.250107059506684,0,0,0,0,0,0,0,0.0608969276316499,0,0,0,0,0,0
X600486.SH,0,0,0,0,0.0573289163659412,0,0,0,0,0.0162518759268103,0,0,0.0693121227952331,0.024755391439483,0.0335379937205444,0,0,0,0,0,0.0259894755134496,0.0529812942884497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375677799524044,0,0,0,0,0,0,0,0,0,0,0,0.00752300998865944,0,0,-0.0322693828177886,0.0796246634169603,0,0,0,0,0,0
