,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600111.SH,X600019.SH,X002466.SZ,X600011.SH,X600010.SH,X000877.SZ,X600188.SH,X002271.SZ,X600660.SH,X000301.SZ,X601600.SH,X000708.SZ,X601898.SH,X600547.SH,X600886.SH,X600362.SH,X000723.SZ,X600426.SH,X600176.SH,X000408.SZ,X601991.SH,X002080.SZ,X600219.SH,X000786.SZ,X600795.SH,X600803.SH,X002326.SZ,X600027.SH,X600399.SH,X300037.SZ,X300073.SZ,X600688.SH,X000831.SZ,X600516.SH,X600157.SH,X600141.SH,X600486.SH,X000959.SZ,X000825.SZ,X600801.SH,X600352.SH,X600489.SH,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018174883635706,0,0,0.0665072994333783,0,0,0.114131738531891,0,0,0,0.0305565585510628,0.0184749641078559,0,0,0,0,0,0,0,0,0,0.0298562363542003,0,0,0,0,0.000677674825341344,0.00452208774434181,0,0,0,0,0,0,0,0,0.0952404008275155,0,-0.0126827159374864,0,0,0,0,0,0,0
X600028.SH,0.208180062791732,0,0,0,0,0,0,0,0,0,0,0,0,0.0277134293506058,0,0,0,0,0,0.0475298353000523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998129138630278,0,0,0.00270928725801175,0,0,0,0,0.0432069428776514,0,0,0.0226364480582991,0,-0.0234493785611592,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0314286519393074,0,0,0.107473073739577,0,0,0,0.434053811643721,0,0,0,0,0,0.0681238774326849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559650534460279,0,0.02170812132938,0,0,0,0,0,0,-0.0029236405717937,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.0781359413601703,0,0,0.0578408427681792,0,0,0.0137353800168058,0.133900481657106,0,0,0,0,0,0,0,0,0,0,0.0766919901252441,0,0.0388463834134646,0,0,-0.0100338270986772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00244026341454047,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0723314434367647,0.0432602795518436,0,0,0,0,0,0,0,0,0,0,0,0.161297624321354,0.00905270723905892,0,-0.0813778575798933,0,0.111811276210209,0,0,-0.0372545158360845,0,0,0,0,0,-0.0904649113601313,0,0,0,0,0,0,0.470914168616316,0,0,0,0,0,0.0120553712962116,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.509290381495445,0,0,0,0,0,0.0607932225797792,0.102525843053089,0,0,0,0,0,0,0,0,0,0.0438693714401196,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0727473003114548,0,0,0.0210676811779251,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.140556606023522,0,0,0,0.119557530442216,0.105367840236859,0.00848487660036145,0,0,0,0,0.129252542780328,0,0,0,0,0,0,0.0971790628780582,0,0,0.364381127845333,0,0.0630374255865272,0,0,0,-0.132839684618813,0,0.0798082156126183,0,0,0,0.0144305214237008,0.172789098043986,0,0,0,0,0,0,0,0,0,-0.238671528956642,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.238528910162948,0,0.272281544270773,0,0,0,0,0.0208539134151177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474856448423844,0,0,0,0.184595004166516,0,0,0,0,0,0,0.0616519327064159,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166853614833942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215972797178797,0,0,0,0,2.71050543121376e-20,0.00406050184114354,0,0,0,0,0,0.131038501173619,0,0,0,0.0749786459913606,0,0.116832938863509,0,0,0,0,-0.0237903237235784,-0.012404873807784,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.50231259133679,0.187550546023758,0,0,0,0,0.185106100600547,0,0,0,0,0,0,0,0,0,0,0,0.0121905601153446,0,0,0.119969976491018,0,0.00298377100781835,0,0,0,0,0,0,0,0.0116012098976152,0.144513063110047,0,0.0407474327102251,0,0,0,0,0.0444777112850827,0,0,0,0,0,0,0.024549820035809,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274358932259976,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0811123016701551,0.328591951957899,0.00969299058248364,0,0,0,0,0,0,0,0,0,0,-0.04701168211474,0,0,0.46135097707879,0,-0.0125808267065004,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.374244846047326,0,0,0,0,0,0.0399203064280961,0,0,0,0.021718539753158,0,0,0,0,0,0.013228677911923,0,0,0,0,0.0394375896346736,0,0,0,0,0,0,0,0,0,0,0.0537918620352563,0.0878921536201249,0,0,0,0.173022153815642,0.0460466820437189,0,0,0,0,0,0,0.0217543445071325,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0.0239916038553851,0,0,0,0,0,0,0.00675711096867202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00565348755101571,0,0,0,0,0,0,0.0408581003685531,0,0,0,0,0,0,0,0,0.0403500910496249,0,0.0901714762138522,0,0.365917797817146,0.213528370390259,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0.0806410589929943,0,0.449124602185145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146256744674179,0.233077585452048,0,0.539547985505508,0,0,0,0,0,0,0,0,0,0,0,0,0.161189651660858,0,0,0,0,0,0,0.0591626668430797,0,0,0,0,0,0,0.0124801645500814,0,0,0,0,0.0190138881207585,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113541464588484,0,0,0,0,0,0,0,0,0,0,0,0,-0.00692315636396663,0,0.800313304073343,0,0,0,0,0,0,-0.046057808744418,0.0992395383128873,0.0348892403340925,-0.0265233253374918,0,0,0,0,-0.209390296107611,0,0,0,-0.0240273891775047,0,-0.010641993181947,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0976664112255401,0,0,-0.214852269498575,0,0,-0.0938332853467703,0,0.151210018047972,0,0.115037607503566,0,0,-0.0152972980029677,0,-0.0159111652046421,0,0,0,0,0,-0.0307796507781877,0.109620364521381,0,0.0480723580844737,0,0,0,0,0,0,0.0823730065810612,0,0.121937686262639,-0.0121474819284748,0,0,0.0351900678456863,0,0,0,0,0,0.00102243827789647,0,0,0.0437974422918458,0,0,0,0,0,0
X000301.SZ,0,0,-0.0488216302603625,0,0,0,0,0.0757144209368165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510170754812603,0,0,0,0.107509353566894,-0.00486025767813067,0,0,0,0.0368273529375154,0,0.172459548672643,0,0.0225252798535471,0,0,0,0,0.344703975522663,0,0,0,0,0,0,0,0,-0.0160025387342897,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0857959869192969,0,0,0,0.0134072986958271,0,0.144207893388134,0,0,0,0,0,0,0,0,0,0.0140332333111081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251002643159685,0,0,0,0,0,0.303293992071999,0,0,0,0,0,-4.33680868994202e-19,0.00230559321915644,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.0310174994705903,0,0,0,0.0801686287733319,0,0.0435715096209247,0.105874141093194,0,0.0563852967370049,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.00881593475250828,-0.000230853081842428,0,0,0,0,0,0.146648244040125,0,0,0,0.0388702859453972,0,0,0,0,-0.0212522161181327,0,0,0.0256802987659182,0,0,0,0,0,0
X601898.SH,0,0,0.216736659234425,0,0,0,0,0,0,0,0,0,0,0.363322675153529,0,0,0,0.0155951591793748,0,0,0,0,0,0,0,0,0,0,0.00601476271246567,0,0,0,0,0,0,0,0,0,0.0245303388038953,0,0,0.167082229855876,-4.33680868994202e-19,0,0.0349601653729574,0,-3.46944695195361e-18,0,0,0,0,-0.0468148028689594,-0.0260780759861653,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.0785711591063068,-0.0156851845336198,0,0,0,0,0,0,0,0,0,0,0,0.0266251628679179,0,0,0,0.0150656360971216,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0390454354278382,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.339470840800358,0,0,-0.0134527735449177,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.131258200817359,0,0,0.168732466294773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110644384065986,0,0.121295636813411,0,0,0,0,0,0,0,0,0.192880201058793,0,0,0,0,0.0209899496262014,0,0,0,0,0,0,-0.0688066351368034,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.0262029329166802,0,0.0601203958292265,0,0.0224548435228375,0.0128336477180371,0,0,0,0,0,0,0,0,0.00026622207013336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213428804498807,4.33680868994202e-19,0,0,0,0,0,0,0.0947138654915309,0,0,0,0,-0.0164214943949536,0,0,0,0,0,0,0
