,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X002271.SZ,X000708.SZ,X600011.SH,X600660.SH,X002460.SZ,X600886.SH,X000786.SZ,X600801.SH,X600362.SH,X600176.SH,X601898.SH,X600489.SH,X600010.SH,X601600.SH,X600352.SH,X600188.SH,X601991.SH,X600111.SH,X600426.SH,X600795.SH,X600299.SH,X600027.SH,X600688.SH,X601992.SH,X002080.SZ,X000932.SZ,X000301.SZ,X002466.SZ,X600219.SH,X002353.SZ,X600529.SH,X600486.SH,X000723.SZ,X002075.SZ,X600315.SH,X600612.SH,X002409.SZ,X000027.SZ,X002250.SZ,X000878.SZ,X601158.SH,X000898.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0592501412679173,0.00573334785817095,0,0,0,0.0389710435765965,0,0,0,0,0,0.0284803016030618,0,0,0,0,0,0,0,0,0,0,0,0,0.140683573054841,0.062369141608186,-0.0205488045679613,0,0.0424020472025583,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,-0.00257592442552995,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0256847762610328,0,0,0,0,0,0,0.00845096107367138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871700120858494,0,0,0.0231784338453841,0,0,0.00506531159899566,0,0,-0.00533153831113695,0.00307870695670603,0,0.110986562517752,0,0,0,0.00954676074690137,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.106113314901954,0,0,0,0,0,0.0168924404922006,0,0,0,1.73472347597681e-18,0,0.0800687934988505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.041765295719192,0,0.124679437546071,0,0,-0.00796575874496355,0.00963378822949126,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.030612713334347,0,0,0.0351722268856722,0,0,0,0,0,0,0,0,0.0913279985554242,0,0,0,0.10605732017494,0,0,0,0.00230633014445617,0,0,0,0,0,0,0.00915838086008959,0.124443225233553,0,0.0387689968741892,0,0,0,0,0,0.029410042075752,0,0.0888805067878761,0,0,0,0.00452149296116587,0,0,0,0,0,-0.00055571384352233,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.247057091951419,0,0.0272551851195163,0,0.0376486984156184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624916073808779,0,0,0,0,0,0.0385043054412229,0,0,0,0.0223085390462989,0,0,0,0,0,0.157182118829892,0,0.0415101096539682,0,0,0,0,0,0,0,0.000167747482905873,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.103996876811779,0,0,0,0,0,0,0,0,0,0,0.465663641422482,0,0,0,0,0,0.0395099341808842,0.0559516620851103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213962250019263,0,0,0,0,0,0,0,0,0,-0.00591378124655436,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,-0.0131624859443788,0,0,0,0.058634544144776,0,0.0187313321183084,0,0,0,0,0,0,0,0,0.104088967696591,0,0,0,0,0,0,0,0,0,0,0,0.151155393248677,0,-0.0245916349012048,0,0,0,0,0.0924385648417852,0,0,0,0.0415740932974605,0.00329535672665403,0,0,0,0.159614278550503,0,0,0,0.00218498598394457,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.045065105696253,0,0,0,0,0,0.224140758871694,0.0503746508138258,0,0,0,0,0,0,0,0,0,0,0,0,0.0833266962113206,0.0877891114376467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127503192677781,0,0.0103055106805847,0,0.0886246754195263,0.0166501743609854,0,0,0,0,0,-0.0359185121457425,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810101482240373,0,0.0778343608811574,0.0241058803974785,0.103797534706092,0,0.0185864848676999,0,0,0.0624052377024021,0,0,0,0,0,0,0,0,0.115874710176883,0,0,0.282690533728338,0,0.0153345399980073,0,0,0,0,0,0,0,0,0,0.0267418865328222,-1.0842021724855e-19,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202376040859836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467842739627145,0,0,0.0629740802917391,0,0,0,0,0,0,0,0.11525246665308,0,0,0,0,0,-0.0269952946414908,0.0311849553300452,0,0,0,0,0.0517016246512664,0.0049612426724303,0,0,0,0.14884543302217,0,0
