,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600309.SH,X601992.SH,X600111.SH,X600660.SH,X600886.SH,X600489.SH,X600299.SH,X000898.SZ,X601158.SH,X000792.SZ,X000959.SZ,X000709.SZ,X000723.SZ,X600583.SH,X002466.SZ,X000408.SZ,X600352.SH,X000883.SZ,X000630.SZ,X600098.SH,X600219.SH,X600623.SH,X000539.SZ,X000027.SZ,X600021.SH,X000983.SZ,X002470.SZ,X002092.SZ,X000060.SZ,X000935.SZ,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.373120871737876,0,0,0.0625252559088274,0,0,0,0,0,0.0220548509397503,0,0,0,0.00132604097633567,0,0,0,0,0.0157189086410817,0,0,0,0,0,0.0661741715774888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978131479493055,0,0,0,0,0,0,0,0,0,0,0,-0.00675787350157028,0,0,0,0,0,0
X600028.SH,0.472516862350986,0,0,0,0,0,0.257770296243464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489649444550865,0,0.0353518983276285,0,0,-0.0305003332868447,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445214495186974,0,0,0,0,0,0.0177272723977092,0,-0.017803685710295,0,-0.0413774474645784,0,-0.00296247667859537,0.0701466791176466,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0426338222831916,0.164812958747279,0,0,0,0,0.0374670000191479,0,0.10241655869906,0,0,0,0,0,0,0.0343732680412052,0,0,0,0.0975189254481445,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0327279769194437,0,0,0,0,0,0,0.0167834439450358,0.00885802212021367,0,0,-0.00676441893472996,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,-0.036913576632977,0,0.376914019671135,0,0.0215988221963303,0,0,0,0,0,0,0,0,0,0,0,-0.0313801559236084,0,0,0,0,0,0,0,0,0,0,-0.040943659451908,0,0,0,0,0,0,0,0,0.0516127963604217,0,-0.0126377692397207,0,0,-0.0216363242003073,0.0268992890951976,0,0,0,0,0,0
X600019.SH,0,0,0.177579059696159,0,0,0,0,0,0,-0.0650900759034329,0,0,0.020736133950138,0,0,0,0,0,0,0,0,0,0,0,0,0.123333132336416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164411549328034,0,0,0,0,0,0,0,-0.0464630694272649,0.0568681427817188,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.107570002004398,0,0,0,0,0,0,0,0.0854102730355352,0,0,0,0,0,0,0.196805223087597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797913400901532,0,0,0,0.0701715147312796,0,0,0,0.0398474073393006,0,0,-0.0265137409497428,0.0067010986978591,0,0,0,0,0,0
X600585.SH,0,0.156567100634036,0,0,0.0525033091205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0822470675161697,0,0,0,0,-0.0557169774128548,0,0.0851466798579689,0,0,0,0,0.0309290634507138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234487511441302,0,-0.0707664723013663,-0.0130053137753873,0.0120105398158961,0,0,0,0,0,0
X601898.SH,0,0,0.24861615732468,0,0.030778902433878,0,0,0,0,0,0,0,0,-0.0698364276705159,0.210059691457365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235161185995504,0,0.0104303549834649,0.0519274090656521,0,0,-0.0221537962709124,-0.0150150228148444,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0229030512543277,0,0,0,0,0,0,0,0,0,0,0,0.00298304567368407,0.0178873283897536,0,0,0,0,0,0.0258701877533382,0.180126530106163,0,0,0,0.294871640994811,0,0,0,0,0,0,0,0,0,0,0,0,0.109498992255688,0.0524528958458503,0.000153364576419585,0,0,0,0,0.00576425335106321,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129367188916085,0,0,0,-0.00821277809583056,0,0,0,0,0,0,0.891316206686299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0486976986813625,0,0.0567103168246136,0,0.0691797860687087,0,0,-0.041694995091627,0.0259897464472273,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.0109620708567555,0,0,0,0,0,0,0,0,0.112388111822354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161848124660931,0,0.0443336563089904,0,0,0,0,0,0,0.0877105961531982,0.273305549908101,-0.0244192386643685,0,-0.0958700721726491,-0.0596687332018216,0.0406576157857619,0,0,0,0,0,0
X600795.SH,0,0,0,0,-0.16830488379929,0,0,0,0,0,0.0950083046205979,0,0.0360133422995225,0.0442283586329606,0,0,0,0,0,0,0,0,0,0.0200253718736612,0,0,0,0,0.0430162699656868,0,0,0,0,0,0,0,1.73472347597681e-18,0.0412633706965888,0,0.0512387050098078,0,0,0,0,0,0,0,-0.0500317494746697,0,0,0.000775312312499882,0.00717286509274208,0.106367594352132,0,0,0,0,0
