,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X002271.SZ,X600660.SH,X600547.SH,X601898.SH,X600362.SH,X000786.SZ,X600010.SH,X600111.SH,X000301.SZ,X600886.SH,X600176.SH,X600011.SH,X601600.SH,X600188.SH,X600426.SH,X002466.SZ,X600803.SH,X601991.SH,X000027.SZ,X600801.SH,X000932.SZ,X600352.SH,X600795.SH,X600489.SH,X600219.SH,X002080.SZ,X000898.SZ,X600486.SH,X000883.SZ,X600688.SH,X600299.SH,X600027.SH,X002353.SZ,X600157.SH,X000723.SZ,X600516.SH,X300037.SZ,X600315.SH,X601992.SH,X601168.SH,X000830.SZ,X000807.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.255886214569356,0,0,0,0.0277599265705291,0,0,0,0,0,0,0.0549594315047811,0,0.0124053429570935,0,0,0,0,0,4.33680868994202e-19,0,0.0255228878089107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174764395643404,0,0,0,0,0.0164581388086767,0,0,0,0,0,-0.00337423699691061,4.33680868994202e-19,0,0,0,-0.00939432861339813,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855405144108789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688652009473814,0.0837801538991175,0,-0.0287821197200503,-0.0030739380386772,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.213515411434699,0,0.103833555610855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221252721850178,0,0.000405531586530677,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138389980542968,0,0.0982531030275928,0.0457536172642297,0,0.028004242588684,0,0,0,0.00381374957218595,0.258962110309521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172898700234306,0,0,0,0,0.0890029647209327,0,0,0.137499900232705,0,0,0,-0.0113683350969028,0,0,0,0.0402863628339667,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0299897498425124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28011571933947,0.0197893486639233,0,0,0,0,-0.00478894601604631,0,0,0,0,0,0,0,0,0,0,0,0.0236169162650884,0,0.0581736849524661,0.0468050451360613,0,0,-0.0176673042308765,0,0,0,0,-0.0435985514012342,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260052148699533,0,0,0,0,0.0405948960145462,0,0,0,0,0,0,0.137978239981595,0.138824124215653,0,0,0,0,0,0.162620230202687,0,0,0,0,0,0,0,0,0.0290402773105262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.120935363420252,0,0,0,0,0,0.00253362602552765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185483584128229,0,-0.0626764172826773,0,0.459093400081053,0,0.379556809449992,0,0,0,0,0,0,0,-0.167496496943989,0,0,0,-0.0590282058092603,0,0,0,-0.101747388495601,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.136460702815001,0,0.0866082867926313,0.0474963838960191,0.149147486075116,0,0.350263656830572,0,0,0,0,0.0598693403418102,0.0941018934369855,0,0,0,0,0,0,0,0,0,0,0.227748553184654,0,0,0,0,0,0,0,0,0,0,0,0.249369563009197,0,0,0,0,0.00427356987211719,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,-0.282151217981555,0,0.0421307180076058,0,0.0824689489868064,0,0,0,0,0,0,0,0,0.082128925110702,0,0,0,0,0,0,0,0,0,0,0,0,-0.136238099836095,0,0.0956829000556746,0,0.0175865210562621,0,0,0,0,0,0,0,0,0,0,0,0,0.164087216717488,0,0,0,-0.0430467046450694,0,0,0,-0.0157582496442073,0,0
X600660.SH,0,-0.214569905755292,0,0,0,0,0,0.168113638681972,0.0130856255670774,0,0,-0.0699839583745587,0,3.46944695195361e-18,0,0,0.0796933907173075,0,0,0,0,0,0,0,0,0.01256037466494,0,0,0,0,0,0,0.0768606571851326,0.107037830350057,0,0.370647104180284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334879556448699,0,0,-0.00469659146107599,0,0,0,-0.0583364230525561,0,0
