,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002460.SZ,X002271.SZ,X600011.SH,X600886.SH,X600660.SH,X601898.SH,X600801.SH,X600010.SH,X600362.SH,X601600.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X000786.SZ,X600688.SH,X600795.SH,X600111.SH,X600027.SH,X601992.SH,X600176.SH,X600299.SH,X600529.SH,X002466.SZ,X600126.SH,X600315.SH,X600426.SH,X002353.SZ,X002075.SZ,X000723.SZ,X600612.SH,X600486.SH,X002080.SZ,X600219.SH,X600516.SH,X002409.SZ,X601158.SH,X000959.SZ,X000932.SZ,X000898.SZ,X000883.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.00887862865941474,0,0,0,0,0,0,0,0,0,0,0.0720200762498687,0,0,0,0.00744533365841012,0.189739887967607,0,0,0,0,0,0,0,0.00611204950300843,0,0,0,0.0683163403946596,0,0,0,0.0171916247311709,0,0,0.0129545283982938,0,0,0,0,0,0,0,0,0.0032473831417339,-0.0139751784234251,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444517359136668,0,0,0,0,0,0,0,0,0,0,0,0.0879812175140766,0,0.0301328788801578,0.0043789694271436,0,0,0,0,0,0.0645542545101211,0,0.049669043389233,0,0,0,0,0.0610376056937204,0,0,0,0,0,0,0,0,-0.00209431555351657,0.000302530262879299,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0369222104860763,0,0.0702110221004198,0,0,0,0,0.373226607746395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0598076448533622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198154276846795,-0.0215992839888228,-0.000632200803466786,6.74749333301444e-05,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0715971668796607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260729954841159,0,0,-0.0103576281007473,0,0,0,0,0,0,0,0,0,0,-0.0287667142699074,0,0,0,0,0,0,0,-0.0292588589646645,0.0141382515898741,-0.00724295709844794,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0679029934049841,0,0,0,0.0504406563472232,0,0,0,0,0,0,0,0,0,0.074133862946111,0,0,0,0,0,0.0971704826961422,0,0,0.047663317347134,0,0.0050390005709517,0.260141704142784,0.0214785617615569,0,0,0.0240070196235645,0,0,0,0,0.110981395317654,0,0,0,0,0,0,0,-0.0137219032233726,0.0140923610839234,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.0469771239768689,0,0,0,0,0,0,0,0,0.292827158855983,0,0,0,0,0,0,0,0,0,0,0,0,0.0487510595431321,-0.0141981526389234,0,0,0,0,0,0,0,0,0,-0.119868548373121,-0.0331389438252945,0,0,0,0,0,0,0,0,-0.00356758179065294,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0509114049273333,0,0,0,0,0,0,0,0,0,0,0,0,0.0926435853750064,0,0,0,0.120426009150723,0,0.138063307267765,0,0,-0.0511255758684726,0,-0.0148435217369283,0.0632326491664491,0,0,0.00412885780239109,0,0,0,0,0,0,0,0,0,0,0,0,-0.0222426123761853,0,-0.00264536381715611,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32658696701555,0,0,0,-0.186489581212948,0,0,0,0,0.0208869791543754,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,6.46162736080585e-05,0,0,0,0,-0.0382997993263038,-0.00493175473982499,-0.00513989537323527,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257246717370925,0,0,0.103799383164899,0,0.10589180615647,-0.0189289327266266,0.0652454480897255,0,-0.0525186790202941,0,0,0,0,0.230353284337877,0,0,0.102507032225128,0,0,0,0,0,0,0,-0.00707143092453316,2.16840434497101e-19,0,0,0,0,0,0
X002271.SZ,0,0,0.119385543609439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176046344183852,0,0,0,0,0.132334979597598,0.0381626420809205,0.0116301901713121,0.0554293595433258,0,0,0,0,0,0.137887906318791,0,0,0,-0.0225371042051381,0,0,0,0,0,0,0,-0.00792759692228878,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274805792366524,0,0,0,0.145358608796968,0,0,0.14875757353932,0.0463254153853596,0,-0.0175379301901516,0.0849556182711783,0,0,0,0,0,0,0,0,0,0.0406749956292196,0,0,0,0,0,0,0,0.00384936080021159,-0.00243613948486738,0,0,0,0,0,0
X600886.SH,0,0,0,0.0343208649362822,0.101671495357049,0,0,0,0.0358573039126028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0938884856082941,0,0,0,0,-0.0438679829811833,-0.00114754888427834,0,0,0,0,0,0,0,0,0,0,-0.0324416198137822,0,0,0,0,0,-0.0293115034327,0.029544829511507,-0.00284261592881927,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.138684483121205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138123396183728,0,0,0,0,0,0,0,-0.0105261392611389,0,0.0354332746850385,0,0.125921435863185,0,0,0,0,0,0,0,0.0519011340916216,0,0,0,0,0,0,0,0.0136276041240049,-0.012810492264914,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0743982944638465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0362574384539669,0.0329108929675419,0,0,0.0248039637962341,0,0,0.0864393059614512,0,0,0,0,0,0,0,0,0,0,0,0.0153173664485291,0,0.00215173244790469,0.00162049345424809,0,0,0,0,0,0
X600801.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0956941463052301,0,0,0.159196553925964,0,0.00553201879546103,-0.0487129819347684,0,0,0,0.04489390055981,0.0445559870501504,0,0,0,0,0,0,0,0,0,0,0,0,0.620145897932313,0,-0.0103849330213516,0.0248518648182409,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449275055729244,0,0,0,0.0173612045121943,0,0.0204016502911501,0,0,0,0,0,0,0,0,0,0,0.011478926493748,-0.0391797656966889,0,0.0747137206367784,0,0.0124149257502672,0,0,0,0.00127982404760426,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0562447191661619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104665894519747,0,0,0.0275287942795292,0,0,0.0318109298849527,0.0112430691347248,0,0.00183343719770418,0,0,0,0.0493126805908145,-0.0015140035080058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0
X601600.SH,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0578064119847893,0,0,0,0,0,0.063131983402542,0,0,0,0,0,0,0,-0.0689346068698695,0,-0.00793287603405477,0,0,0.0165866511454478,0.00944320046750189,0.138318489405005,0,0,0,0,0.11812622077068,0,0,0,0,0,0,0,0,-0.00262530195492451,0,0,0,0,0,0,0
