,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600886.SH,X600547.SH,X601600.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600010.SH,X600111.SH,X600489.SH,X002460.SZ,X600803.SH,X000708.SZ,X600027.SH,X000301.SZ,X002466.SZ,X601991.SH,X600426.SH,X600160.SH,X000983.SZ,X600219.SH,X000786.SZ,X601699.SH,X000807.SZ,X000408.SZ,X000630.SZ,X600176.SH,X600985.SH,X600096.SH,X601168.SH,X002128.SZ,X000877.SZ,X000933.SZ,X600352.SH,X000883.SZ,X600995.SH,X600378.SH,X002353.SZ,X600299.SH,X600688.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.21073682307708,0,0,0.202818864807183,0,0,0,0.159411211577489,0,0,0,0,0.109610265234559,0,0,0,0,0.06264775768155,0,0,0,0,0,-0.00895223497784393,0,0,0,0,0.229035892309207,0,0,0,0,0.159906106457274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0409859614998295,0,0,0,-0.0425288196222037,0,0
X600028.SH,0.328287127502341,0,0,0,0.234689680195423,0,0,0.0335166189166906,0.152291003430829,0,0,0,0,0.146311862575974,0,0,0,0,0,0,0,0,0,0,-0.0605012294531676,0,0,-0.148120087551289,0,0,0,0,0,0,0,0,0,0,0,0,0.091090024025656,0,0,0,0,0,0,0,0,0,0,0.0320044288184039,-0.00938843189158142,0,0,0,0,0,0
X601088.SH,0.15367966074679,0,0,0,0.164889468184057,0.102314209161874,0,0,0,0,0,0,0,0.108322207245225,0,0,0,0,0,0,0,0,0,0,-0.00615881274755944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,-0.00244925173761026,0,0,0,0,0,0,-0.0227382329380803,0,0,0,-0.00574970310610162,0,0
X600309.SH,0,0,0,0,0,-0.0381972638428565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296522683606712,0,0,-0.17230145221061,0,0,0,0.231301607410171,0,0,0,0.118040693236978,0,0,0,0,0,0,-0.0216208740136668,0,0.328532229759079,0,0,0,0,0,0,0.0540796831711917,0,0,0,0,-0.0831904467667856,-0.00126883856732421,0,0,0,8.67361737988404e-19,0,0
X601898.SH,0,0.369895828231208,0,0,0,0.0955904124342798,0,0,0,0.0605573026280221,0.214198624914921,0,0,0,0,0,0,0,0.00569292240181617,0,0,0,0.0754803999605834,0,0,0,0,0,0,0,0,0.124590629728354,0,0,0,0,0,0,0,0,0,0,0,0.0277526666486851,0,0,-0.0301644202421525,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.145027777955036,0,-0.0370017239753566,0,0,0,0,0,0,0.0637688290706631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467134586686662,0,0.116622126222695,0,0,0.271420085700197,0,0,0,0,0,0,0,0,0,0,0,0,0.0984026333526611,0,0.00387668580180248,0.000332104323842629,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.00328105292122678,0,0,0,0,0,0,0,0,0,0,-0.0400953336423589,0,0,0,0,0,0.0938780753715978,0,0.270588899387203,0,0,0,0,0,0,0,0,0,0,0.110121316691593,-0.154412800450252,0,0,0,0,0,0,0.0303847325444139,0,0,0,0,0,0,-0.0991147048310182,-0.269029180963539,0,0,-0.00253152061647979,0,0
X600019.SH,0,0.387599122555575,0,0,0,0,0,0,0,0,0.131196711602089,0,0.088740507525915,0,0,0,0,0,0,0,0,0.182508947186952,0,0,0,0,0,0,0,0,0,0,0,0.0825622112920456,0,0,0,0,0,0,0,0,0,0,0,-0.192785473360163,-0.0305072591255388,0,0,0,0,0.0232766706635734,0,-0.125010334316419,0,0,0,0,0
X600886.SH,0.106147266507539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0.0992747132673816,0,0,0,-0.0626239846903599,0,0,0,0,0,-0.0719570284547996,0,0,0,0,-0.114256960471687,0,0,0,0.00739750127232514,0,0,0,0.113530134949777,0,0,0,0,0,0,0,0.0156745650190232,0,0.168659659403582,0,0,-0.0443191669867442,0,0
X600547.SH,0,0,0,-0.0546808860746708,0,0.104047889730713,0,0,0,0,0,0,0,0,-0.0717286709429894,0,0,0.0809343060053148,0.692215385669748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000747836634421361,0,0,0,0,0,0,0,0,0,0,0,0.00528940356556067,0,0,0,-0.0143970480333797,0,0
X601600.SH,0.0489191421391631,0,0,0,0.00209667759246361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632756307844921,0,0,0,0,1.35525271560688e-20,0,0,0,0,0.25653670226095,0.0147524190860809,0,0,0,0,0.363253266056779,0.222001307093649,-0.0212257259693633,0.0324510539953922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0409040085969293,-0.0156673256761032,0,0,0,0.137443726558558,0,0,0,0,0,0,0,-0.0406279824327049,0.178711857684009,0,0,0,-0.0016005572582191,0,0,0,0,0,-0.047446926584453,0,0,0,0,0,0,0.110478101893926,0,0,0,0,-0.0685491182884017,0,0,0,0.0616981123377093,-0.0121493062584474,0.116996213877145,0,0,0,0,-0.0377411250872184,0,0
X600011.SH,0,0,0,0,0,0,0.229456773497088,0,0.000988269888735335,0,0,0,0,0.212976581386658,0,0,0,0,0,-0.00602395384947511,0,0,0.196306485713048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113040609167473,0,0,0.131812395792945,0,-0.0515333593603451,0,0,0,0,0.0949110220633813,-0.0600515858872813,0,0,0,0,-0.057411759827095,0,0
X600795.SH,0,0.0668516045477634,0,0,0,0,0,0,0.0085326526011957,0,0,0,0.0910335980809054,0,0,0,0,0,0,-0.0882191308042246,0,0,0.225923836878908,0,0,0,-0.0950289325916093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2834492972367,0,0,0,0,0,0.0137616423947555,0,0,0,0,0,0,-0.0383372918580884,0,0
X000792.SZ,0.0280387199256784,0,0,0,0,0,0.0668045645437266,0.0661620083305132,0,0,0,0,0,0,0,0,0,0,0,0,0.0342531752465333,0,0,0.066414007682176,0.414793639923754,0,0,0,0,0.0631054833486726,0,0,0,0,0,0,0,0,0,0,0,0,0.0618203720729862,0,0,-0.111489753360457,0.102801349533825,0,0,0,-0.123648196085825,0,-0.0049595882511067,0,0,0,0.0137897489031631,0,0
X600362.SH,0.0267535321706628,0,0,0,0.0367305043694087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217148587004868,0,0,0.107933594403355,0,0,0,0,0,0,0.13082954960882,0,0,0,0.344686152040087,0,0,0.0591820950215011,0,0,0,0,0,0,0,0,0,0,0.0117264069786866,0,0,0,0,0,0
X600010.SH,0,0,-0.0356240321468049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790296440801304,0,0,0,0,0,0.0359201593234466,0,0,0,0,0,0,0,0,0,0,0.0491274905311372,0,0,0,0,0,0.0301413564112353,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183707340717281,0,0,0.0179703178533913,0,0
