,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601600.SH,X600886.SH,X601898.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600688.SH,X600188.SH,X600352.SH,X600111.SH,X600027.SH,X600801.SH,X000723.SZ,X601992.SH,X600489.SH,X002271.SZ,X000898.SZ,X600516.SH,X600176.SH,X002460.SZ,X000709.SZ,X000786.SZ,X600299.SH,X600612.SH,X000629.SZ,X002466.SZ,X000883.SZ,X601158.SH,X002353.SZ,X600426.SH,X600219.SH,X601699.SH,X600583.SH,X000630.SZ,X600021.SH,X000553.SZ,X600985.SH,X000027.SZ,X600578.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790160889275349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475465898345286,0.0472806059078549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146026153220991,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0188968148954713,0,-0.015039832140975,0,0,0,0,0,0,0,0,0,0,0.0935561414585453,0.0266787128828934,0,0,0,0.00280280658061544,0,0,0,0,0.0154305180744769,0,0,0,0,0.0571771376141146,0,0,0,0,0,0.013560493049034,0,0,0,0,0,0,0.0313356717800767,0,0,0,0,0,-0.0210643665341808,0.0267948640744611,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856286601688018,0.0719351465488371,0,0,0,0.00686740179655647,0,0,0,0,0,0,0.0563576838127091,0,0,0.0217328538091995,0,0,0,0,0,0,0,0,0,0,0,0,0.0252496145548553,0,0,0,0,0,0,0.0358435211275349,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437538481971322,0.0662774502920906,0,0,0.166811301564775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00916991989416268,0.0156374457737159,0,0,0,0,-0.00827810419481117,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0111297369703361,0,0,0,0,0,0,0,0,0,0.253045816155402,0,0,0.0324035463654129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0344506263487592,0,0,0,0,0,0,0.146608759826377,0,0,0,0,0,0,0.0044846248633616,0,0,0,0,0,0
X600019.SH,0,0,0.0959833818497088,0,0,0,0,-0.0305597081500633,0.0900806033661256,0.00921824135936773,0,0,0.0324451128423155,0,0,0,0,0,0.176671359309241,0,0,0,0,0,0.0184858337538869,0,0,0,0,0.0075853047803878,0,0,0.0567141772659984,0,0,0,0,0,0,0,0,0.053078616600259,0,0,0,0,0,0,0,0,0,-0.00134891787226871,0,0,0,0,0.041687925711377,0,0
X600547.SH,0,0,0,0,0,0,0,0.101847544383744,0,0,0,0,0,0,0,0,0,0,-0.135333646849396,0,0,0,0.0703072853713613,0,0.89967238279513,-0.103825299988061,0,0,0,0,0,0,0,0,0,-0.0789902951757562,0,0,0,0,0,0,0,0,0,0.142176438104951,0,0,0,0,0,-0.00312455773414091,0.0039456120535034,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.139864787577114,0,0.091287808104822,0,0,0,0,0,0,0,-0.0527323586599034,0,0.556025260250572,0.082447656383486,0,0,0,-0.0565073060258188,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,-0.142212216123111,0,0,0,0,0.0776426518250548,-0.0054856116919528,-0.0160240772966385,0,0,0,0.107939970574815,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.505745168924439,0,0,0,0,0,0,0,0,0,0.0136582476208882,0,0,0.0522057535934237,0,0,0,0,0.0342051883834639,0,0,0,0,0.0346661935757308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10125791334749,0,0,0,0,0.00204956028729384,-0.0216259624370416,0,0,0,0.0849024164945452,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.172118442047002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441205965870604,0,0,0,0,0.151102889833556,0,0,0,0,0.0163778091618287,0,0,0,0,0,0,0.173544953561646,0,0,0,0,0,0,0,0,0,0,0,-0.0042675266677605,0,0,0,0,0,0,0
