,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X600795.SH,X601600.SH,X600886.SH,X600188.SH,X600010.SH,X600111.SH,X600362.SH,X600027.SH,X600309.SH,X601992.SH,X600688.SH,X600583.SH,X000898.SZ,X601158.SH,X600352.SH,X000709.SZ,X000792.SZ,X600489.SH,X000883.SZ,X600547.SH,X002353.SZ,X000539.SZ,X000831.SZ,X000630.SZ,X000629.SZ,X000027.SZ,X000825.SZ,X600808.SH,X600549.SH,X600578.SH,X601699.SH,X000983.SZ,X600008.SH,X600660.SH,X600315.SH,X600307.SH,X600863.SH,X000937.SZ,X600348.SH,X600098.SH,X002470.SZ,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.654878261899496,0.0457346083110544,0,0,0,0,0,0,0,0,0.0510033395830118,0,0,0,0,0,0.0449438193098295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632544427736925,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279704979975753,-0.00341312635859663,0,0,0,0,0,0
X600028.SH,0.515394983583047,0,0,0,0,0,0,0,0,0,0,0.0617903776976396,0,0,0,0,0,0,0.219780597181742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0306887889334561,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.114423499599064,0,0,0,0,0.192034804840752,0,0,0,0,0,0.0729750744871727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375586422986016,0,0.171027636808182,0,0,0,0,0,0,0,0,0,0,0,-0.0167398490743589,-0.0176928097021925,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0736457064629816,0.0242068349777412,0,0,0.0957553296744308,0.2378946500369,0.0600836182139747,0.0497035770600815,0,0,0.0966078929300025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102927154252693,0,0,0,0,0,0.0732918953509525,0,0,0,0,0,0,0,0,0,0,0,0,-0.00217561760263571,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118837898557168,0,0,0,0.0199025516389832,0,0,0,0,0,0,0,0,0,0,0,0,0.0504022194762659,0,0,0,-0.0182596592608467,0,0.0778659332897852,0,0,0,-0.0417039759126834,0,0,0,0,0,0,0,0,0.113362874745851,0,-0.0546835396573116,-0.00652930824597832,0,0,0,0,0,0
X600019.SH,0,0,0,0.0953191363840813,0,0,0,0,0,0,0,0.0222741183282921,0,0,0,0,0,0,0,0,0.0962146535981248,0,0,0.304205922582409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177136645684418,0,0,0,0,0,-0.0264798023195233,-0.0205608038338529,0,0,0,0,0,0
X601898.SH,0,0,0.0126160291895134,0,0,0,0,0,0,0.194606821759601,0,0,0,0,0,0,0,0.0186464716973789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269360378578629,0,0.526465614600251,0,0,0,0,0,0,0,0,0,0,0,-0.0209636215461934,-0.0203157523894921,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.00570987014636874,0.13703487715043,0,0,0,0,0,0,0,0,0.0991133157790884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115655955818878,0,0,0,0,0.103147061281498,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0064519527273317,-0.0212933575511767,0,0,0,0,0,0
X600795.SH,0,0.0474080741618928,0,0,0,0,0,0,0,0,0.190992638885855,0,0,0,0,0.0888436801083666,0,0,0,0,0,0,0,0.102904949139463,0,0,0,0,0,0,0,0,0,0.00832266793781336,0,0,0,0.0239401691036376,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00212339760148605,-0.0254570240329405,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.225663416369714,0.30913286747836,0.0116086597236592,0,0,0,0,0,0.0127546922760955,0,0,1.73472347597681e-18,0,0,0.0830314979865988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881968508797477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158217317545191,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0110861183332109,0,0.0791375961453318,0.0281834532482763,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12757506910619,0,0,0,0,0,0.165150798882854,0,0,0,0.0110094338980089,0,0,0,0,0,0,0,0,0,0,0.204679203121147,0,0,0,0,0,0,0,-0.00892263885598645,0,0,0,0,0,0
X600188.SH,0.0525696295508963,0.140789228912264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00956317842746836,0,0.0891373521739169,0,0,0,0,0.135844125915576,0.332447604115059,0.143957729350741,0,0,0,0,0.0466170442213113,0,0,0,0,0,-0.0338560375399231,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.253890290259037,0,0,0,0,0,0,0,0.0318220473307494,0,0,0,0,0,0,0.114141740656772,0,0,0.0910628000982711,0.15651188781518,0,0,0,0,0,0,0.0385720742901518,8.67361737988404e-19,0,0.040189914707371,0,0.181788144546597,0,0,0,0,0,0.102909043898811,0,0,0,0,0,0,0.00467468078801976,0,0.024157955864962,-0.00233701852751763,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0459054056115694,0,0,0,0,0.0367717927913675,0,0,0,0,0,0,0,0,0,0,0.00877358104674725,0,0,0,0.00531936813024283,0,0.0206291263965604,0,0.138054458264375,0,0.166945799539161,0,0,0,0,0,0,0,0,0,0,0,0,-0.00968778346863297,-0.0122833688102142,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0616159226130362,0,0,0.176130085904288,0,0.0143989878858189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359899990275695,0,0,0,0,0,0.0774273213126562,0.132748348069178,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207648839285326,0,0,0,0,0,0
X600027.SH,0,0,0,0.214355041652832,0,0,0,0,0.173571976831145,0.128520319419988,0,0.037473234086208,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.00373412781549953,0,0.0211045278303861,0,0,0.0885362293416709,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,-0.0213950926657207,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0675380716740157,0,0,0.163999073501916,0,0,0,0,0,0,0,0.0947619676458897,0,0,0.0529550139415304,0,0,0,0,0,0.178954580551813,0,0,0,0,0,0,0,0,0.0385917409004167,0,0,0,0,0,0,0,0,0.0215642708813374,0,0,0,0,-0.00266413764015774,2.16840434497101e-19,-0.108871654689957,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0.123506203167728,0,0,0,0,0,0,0,0,0,0,0,0.324395378911888,0,0,0,0,0,0,0,0,0,0.0811896129303321,0,0,0,0,0,0,0,0.186465279452874,0,0,0,0,0,0,0,0,0,0,-0.0172422175898709,0.0165499902658112,0,0,0,0,0
X600688.SH,0,0.184053982367631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555027074905659,0,0,0,0,0,0,0,0,0.0752340431006389,0,0,0,0,0.0461283120346837,0.0492417004339571,0.199432291271049,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282128535116477,0,-0.0434771002527246,-0.0190452159556164,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0.087728111778655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344726272227379,0.108325796867148,0,0,0,0,0.0017329250398406,0,0,0,0,0,0,0,0,0,0,0,-0.0110742881633738,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0.235675115116599,0,0,0,0.17589667521779,0,0,0.038143209414779,0,0,0,0,0,0,0,0,0,0,0.25229137780834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0254493385824694,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0.102434577414927,0,0.13078271701135,0,0,0,0.0558206167022544,0,0,0,0.0880083498516891,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325208273213944,0,0,0,0.113839645574009,0,0,0.0261852268111342,0,0,0,0,0,0,0,0,-0.0409400108775371,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122351241025173,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0444880378666525,0.194192216178641,0,0.192631934546332,0,0,0,0,0,0.0114593972172532,0,0,0,0,0.118776389730196,0,-0.00626637781637537,0,0,0,0,0,0,0,0.032050058137841,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0.0243553471304926,0.0518062473243112,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.537954779858573,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0992142110626746,0,0,0,0,0,0,0,0.000225918241842296,-0.0112232984791157,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,-0.0450535185389206,0,0,0,0,0.105799621531789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101356330656784,0,0,0,0,0.0816208066829773,0.0935036721031511,0,0,0,0,0,0.0359437986568642,0,0.0720878003767857,0.000903303329978638,0,0,0,0,0,0,0,0,-0.010303515561062,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0.189571407657145,0.0175156433643633,0,0,0,0.133292322106047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548839667288172,0,0,0,0,0,0,0,0,0,0,0,0.2871732574138,0,-0.0218184323914476,-0.00532138361956928,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0969101353213623,0,0,0,0,0,0,0,0,0.0465584999142748,0,0,-0.151206478038564,0,0,0,0,0,0,0.0176693755408333,0,0,0.0867960791985779,0,0,0.097349631748468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576428975883306,0.0204830449435921,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.331969422192517,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0.0139579086726456,0,0.00371529011033954,0,0,0,0,0,0.0191580761016983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429070680098914,0,0,0,0,0,0.0333990576674349,0,0,0,-0.0245162992686354,-0.0210344808797888,0,0,0,0,0,0
X002353.SZ,0,0,0,0,0,0,-0.0341591745964162,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0824542119468077,0.118720133209278,0.202365107964964,0,0.135040440262484,0,0,0,0,0,0,0,0,0.0184616115595365,0,0,0.0192462912103366,0,0,0,0.150742217893488,0,0,0,0,0,0,0.0293627648329072,0.168659152799045,0,0,-0.0139659716767671,0,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076347742595752,0,0,0,0,0,0,0,0,0,0,0,0,0.0398917982781153,0,0.0644516686170886,0,0,0,0,0,0,0,0,0,0,0,0.0282647000124577,0,0,0,0,-0.0413353368883705,0,0,0,0,0,0
X000831.SZ,0,0,0,0,0,0,0,0,0,0.179351964275456,0,0.0747824326235031,0,0.135160238062574,0.0991954520361598,0,0,0,0,0,0,0.0193210972373133,0,0,0,0,0,0,0,0,0,0.038319257532548,0,0,0,0,0.161250375498901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00585620482294966,-0.00966627701107858,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0.194293098332258,0,0,0,0,0.043211145263036,0,0,0.0873968699186435,0,0,0,0,0.0616296473060026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410322399412822,0,0,0,0.0529829669844579,0,0,0,0,0,0,0,0,0,0.0796376875239008,0,5.42101086242752e-20,0.000474837692639647,0.0853656864142843,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0,0.0617694443622544,0.213918674435641,0,0,0,0,0.0418728499432855,0,0,0,0,0.041403461656393,0,0,0.362125949578718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800673158247646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02864238644293,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0,0.114398627880984,0,0,0,0,0,0.0707211168834359,0.147553769910658,0,0,0,0,0,0.0204311528594284,0,0,0,0.112054177436814,0,0,0,0,0,0.0742517198229597,0.0352510964548181,0,0.236956980302442,0,0,0.0386106470372367,0,0,0,0,0,0,0,0,0,0,0,-0.0108060520779265,0,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.177904815249917,0,0,-0.105560538644544,0,0,0,0,0.331987506050162,0,0,0,0,0,0,0,0.154930216702888,0,0,0,0.196317135498348,0,0,0.0523188782653119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420089907216305,0,0.0374553640773897,0,0,0,0,0,0,0
X600808.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200385983622003,0,0,0,0,0,0,-0.0993687703011232,0,0.175933507627542,0,0,0,0,0,0.115848243061601,0,0,0,0,0.217704328408622,0,0,0.281225923792333,0,0,0,0,-0.0650197887486381,0,0,0,0,0,0,0,0,0,-0.0162340708316459,0,0,0,0,0,0
X600549.SH,0,0,0,0,0,0,0.0793558110451511,0,0,0,0,0,0.1253995749365,0.228634323475562,0,0,0,0.0230383173810294,0,0,0,0,0,0,0,0,0,0,0.0408659881008813,0,0,0,0,0,0,0,0,0,0,0,0.0676342430491941,0,0,0,0,0,0,0,0,0,0,0,-0.00358806426847034,0,0,0,0,0,0
X600578.SH,0,0,0,0.149295802876031,0,0,0,0,0,0.0568709857744412,0,0.0538254470441512,0,0,0,0,0,0,0,0,0,0,0,0.0444971183744989,0,0,0,0,0,0,0,0,0,0.0807124034266261,0.0714814755480681,0.106029484809049,0,0,0,0,0.192250375222414,0,0,0,0,0,0,0,0,0,0,0,-0.0139406699043206,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0,0.147293181124433,0,0,0,0,0.0915744685276374,0,0,0,0,0,0.00786691841229948,0,0,0,0,0,0.0121647608457353,0,0,0,0,0,0,0,0,0.0273325411106439,0,0,0,0,0.0753351662487565,0,0.098210000438782,0,0,0,0,0,0.220045526637994,0,0,0,0,0,-0.0157788435044083,0,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0.183485104150009,0,0,0.0627817343632541,0,0.124801599698913,0,0,0,0,0,0.013383550122845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034307353660429,0,0,0.21435070722346,0,0.00674221851517932,0,0,0,0,0,0,0,0,0,0,-0.00144166447633883,-0.0119486590470409,0,0,0,0,0,0
X600008.SH,0,0,0,0,0,0,0,0,0,0,0,0.0920464041077524,0,0,0,0,0,0.07684318969393,0,0,0,0.162679711507174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118916987825536,0,0,0,0,0,0.0309975003070415,0,0,0,0,0,0,0,-0.000204031119392493,-0.0138998042964371,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.128228090120403,0,0,0,0.00901156093981384,0,0,0,0,0.0773415336417046,0.123901433856527,0,0,0,-0.0372615362823575,0,0.0331950556599689,0,0.0665307231049661,0,0,0,0,0,0,0.0462886862813502,0,0,0,0,0,0,0,0,0,0.046106700038895,0,0,0,0,0,0,0,0,-0.03830983717534,-0.0139935826853263,0,0,0,0,0,0
X600315.SH,0,0,0,-0.0134762203381034,0,0,0,0,-0.0100838137170984,0,0,0,0,0.175311130947843,0,0,0,0.0138714580829139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0730090577842584,0.134239882875202,0,0,0,0,0.223352031418662,0,0,0,0,0,0,0,0,0,0.0289085390048879,0.00123911833248588,0,0,0,0,0,0
X600307.SH,-0.0316493773898916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368187344457984,0,0,0.370045747176085,0,0,0,0,0,0,-0.0185192680086959,0,0,0,0.129010003709266,0,0,0,0,0,-0.0184608895740895,0,0,0,0,0,0,0,0,0,0,0.00639284769575654,0.0194561603455286,0,0,0,0,0,0
