,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X000792.SZ,X600019.SH,X600011.SH,X600010.SH,X002271.SZ,X600660.SH,X000301.SZ,X000877.SZ,X600188.SH,X601600.SH,X000708.SZ,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X600426.SH,X000723.SZ,X000408.SZ,X002080.SZ,X600219.SH,X000786.SZ,X600803.SH,X601991.SH,X600795.SH,X300073.SZ,X002326.SZ,X000831.SZ,X300037.SZ,X600141.SH,X600516.SH,X600399.SH,X600688.SH,X600027.SH,X000959.SZ,X600096.SH,X600157.SH,X600486.SH,X000825.SZ,X600352.SH,X600801.SH,X000807.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.118285204382167,0,0,0,0,0,0,0,0,0,0.0639612291850235,0,0,0.0430747346758942,0,0.111265789173284,0,0,0,0,0,0,0,0.100795453665118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265603974155856,0,0,0.135812405879392,0,0.10267128110442,0,0,0,0,0,0,0,-0.0187344185311515,0,0,0,0,0,0,0
X600028.SH,0.161109065616327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420157315878521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527710567752676,0,0,0,0.0899459961923822,0,0,0,0,0,0,-0.0326905935957426,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0759005245989066,0,0,0,0,0.230021067180836,0,0,0.428718359654253,0,0,0.0204810270860913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017937562111102,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.101041921605182,0,0,0,0,0,0,-0.0884565706411221,0,0.0989908820033064,0,0,0,0,0,0,0.251065098612499,0,0,0.0395413425217476,0,0.149049679762218,0,0,0,0,-0.0777844872112145,0,0,0,0,-0.0110442235802243,0,-0.018543603336181,0,0,0,0,0,0,0,0,0,0,0.0230300201777299,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.516906112889912,0.0506755292079518,0,0,0,0,0.24161372068578,0,0,-0.0521989089834268,0,0,0,0,0,0,0,0,0,0.095574692436326,0,0,0,0,0,0,0,0.00881213739552054,0,0,0.0803764287212271,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00545703557262758,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265817998162369,0,0,0,0,0,0,0.0683433652650773,0.00157661415906586,0,0.018520683071944,-0.14217225020341,0,0.0522728399998127,0,0,0,0,-0.0315223805455285,-0.0888253664630018,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0.604107707180721,0,0,0,0.00748154297687783,0,0,0,0,0,0
X600111.SH,-0.0766924208238637,0,0,0,0,0,0,0.139149387205665,0,0,0,0.400352891713643,0,0,0.0852892058552271,0,0,0,0,-0.058193036797961,0,0,0,0,0,0,0.0426333264380583,0,0,0,0,0,0,0,0,0.11565335296174,0,0,0,0.1694941290306,0,0,0,0,0,0,0,0,0,0,0,-0.00162298429868498,0,0,0,0,0,0,0
X002466.SZ,-0.0442514232514619,0,0,0,0.369211767567485,0,0,0,0.213379813636287,0,0,0.270869123288319,0,0,0.0622154403817118,0,0,0,0,0,0,0.0854697578969237,0,0,0,0,0.11851750637073,0,0.000416921894518772,0,0,0,0,0.0349439685824888,0.0125745720675769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.418115627287425,0,0,0,0,0,0,0.0945918726678845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540390816146794,0,0,0,0,0,0,0.0476213588424908,0,0,0,0,0.0843313101029965,0,0.20098413233972,0,0,0,0,0,-0.113093709276733,0,0,0,0,-0.0224760549597357,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0777746118671293,0,0,0,0,0.0529384455420625,0,0.18144095587152,0,0,0,0,0,0,0,0.0430551226944868,0,0.0187648201423232,0,0,0,0,0,0,0,0,-0.0307144022148131,0,0,0,0,0,0,0.0237676066480026,0,0.1744795781852,0,0.192890269617272,0,0,-0.0199039961831908,0,0,0,0,0,0,0
