,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X000301.SZ,X600019.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000877.SZ,X600886.SH,X600547.SH,X601600.SH,X600795.SH,X002271.SZ,X600803.SH,X600426.SH,X600362.SH,X600176.SH,X600027.SH,X601991.SH,X000983.SZ,X000629.SZ,X601699.SH,X000723.SZ,X600096.SH,X600348.SH,X000408.SZ,X600141.SH,X000786.SZ,X600160.SH,X600219.SH,X300073.SZ,X000933.SZ,X002353.SZ,X002080.SZ,X600549.SH,X600157.SH,X000807.SZ,X600985.SH,X600295.SH,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,-0.0170502381351981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0491790261787141,0.315555311235852,0,0.0418882621002246,0,0,0,0,0,-0.0976872054286703,0,0,0,0,0,-0.02101645071646,0,0,0.0704816635278209,0,0,0,0,0,0,0,0,0,-0.0265086880884652,0,0
X601088.SH,0,0,0,0.0507180459475756,0.27040432387279,0.160488271640625,0,0,0,0.231660849855043,0.186993780557347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177452429069877,-0.0149195971787425,0,0,0,0.0198855950644957,0,0,0,0,0,0,0.0744909262286775,0,0,-0.0427717640908377,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0631907834074669,0,0,0,0,0.00679407517914811,0,0.0132037429462246,0,0,0,0,0,0.00779071350225747,0,0,0,0,0,0,0,0,0,0,0,0,0.0418430690249756,0,0,0,0,0,0,0,0,0,0.00760582791396539,0,0,0,0,0,0,0.0136207574658504,0,0,0,0,0,0,0,0,0,-0.038726371265147,0,0
X600309.SH,0,0.0861691676808063,0,0,0,0,0,0,0,0.122272884010351,0.00125914879378591,0,0,0,0,0,0.0382755723087808,0,0,0,0,0,0,0,0.00751317561342929,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0219427963732441,0.0565221719623723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.528437170333407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234577326008793,0,0,0,0.0423484924901795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00708697209161029,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.656633841829467,0,0.0819685088251755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0912046993795126,0,0,-0.182681804966435,0,0,0.00884345760173804,0,0.212560027755291,0.124048703655111,0,0,0,0,0,0,0.0309021803096047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,-0.0197532066505138,0,0,0,0,0.358126296971156,0,0,0,0,0,0.0482827819933087,0,0,0,0.0704744756462037,0,0,0,0,0,0,0.0540716286493615,0,0,0,0,-0.127880934057019,0,0,0,0,0,0,0.01310476946243,0,0.139077242086489,0,0,0,0.0862047455234858,0,0,3.46944695195361e-18,0,0,0,0,0,-0.0646234571794824,0,0,-0.00115357110262847,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.145713698340623,-0.0471417790876142,-0.0672670792627908,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607027202298277,0,0.0656194951315324,0,0,0,0,0,0.147236592162598,0,0.0561568500458381,0,0,0.0321102340090281,0.00742624447481524,0,0,0.263793141108391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0346201878453486,0,0
X000792.SZ,0,0,0,0,0,0.277683810893175,0.0582328688754938,0,0,0,0.107563548160652,0,0,0,0,0.0627671132739185,0.0312869363220201,0,0,0,0.103642032121303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729048890754508,0,0,0,0,0.187617447476615,-0.00398851367695363,0,0,0,0,0.0639299904735019,0,0,-0.06536175098163,0,0,0,0.00288811011208299,0,0,0,-0.0530193381837224,0,0
X601898.SH,0,0.0748185586531162,0,0,0.0285755359493436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324643860615453,0,0,0,0.153345024676764,0,0,0,0,0,0,0,0,0.149062695515211,-0.0364160321287333,0,0,0.0888355827277611,0.116862340560922,0,0,0,0,-0.0212671059253878,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.131038013724449,0,0,0,0.105854716579805,0,0,0,0,0,0,0,0,0,0,0,0.748371377278969,0,0,0.0647619112610125,0,0,0,0,0,0,0.0873194042101873,0,0,0,0,0,0,0,0,0,0,0,-0.0210066490776294,0,0,0,0,0,0,-0.0252528134919213,0,0
X000301.SZ,0,0,0,-0.31731174709269,0,0.0892625463437484,0.185490865069555,0,0,0,0,0,0,0,0,0.192702696429853,0,0,0,0,0,0,0,0.176452868865343,0,0,0,0,0,-0.0761066750802559,-0.0533079271201264,0,0,0,0.0928430471977076,0,0,-0.170878960467353,0,0.0113594800277224,0,0,0,0.286800626959222,0,0,0,0,0,0,0,0,-0.0512287130071206,0,0,0,0.116415613412036,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.046162065204679,0.0579284198003781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615885409919448,0,0,0,0,0,0,0.212262108490029,0,0,0,0.151047061083756,0,0,0,0,0,0,0,0,0,0,-0.0441053150735267,0,0,0,0.0434231815991742,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0758538446251333,0,0,0,0,0,0,0,0.120366131787888,0,0,0,0,0,0,-0.0274322730983104,0,0,0,0,0.371994271263206,0,0,0.10782290950821,0,0,-0.0082862551668966,0,0,0.203126885694317,0,0,0,0,0,0,0,-0.0431657471048151,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0645011567490975,0,0.16041660608828,0,0,0,0,0,0,0,-0.0974135265405329,0.0110703135018824,0,0,0,0,0,0,0,0.00432421131884111,0,0,0,0.0202489096871382,0,0,0,0,0.039785437368708,0.182912778576436,0,0,0,0,0,0,0,0,0,0,-0.0854936472936048,-0.0294993453059306,0,0,0,-0.0251704950576677,0,0
X600010.SH,0,0,0,0,0,0,0.134761429698104,0,0,0.0672103726614458,0,0.144395269550853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.0179869150423737,0,0,0,-0.0213062338955394,0,0,0,0,-0.0544828658272784,0,0,0,0.166557904185033,0,0.0425884850364347,0.00917501426253096,0,0,0,0,0,-0.128309793205049,0,0,0,0.124728857899496,0,0
X000708.SZ,0,0,0,0,0,0,-0.0224888789909607,0,0,0,0,0.0462519631175002,0,0,0,-0.0073160421356617,0,0,0,0,0,0,0.0650499539782473,0,0.105985273242334,0,0,0.240406978223582,0,0,-0.0813497756181077,-0.0355308724445855,0,0,-0.0047401293684352,0,0,0,0,0,0.0607914611649476,0,0,0,0.0969881446752304,0,0,0,0,0,0,0,0.0504176729701268,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.0764758876022704,0,0,0,0,0,-0.0636583816360289,0,0,0,0,0,0,0,0,0,0.0284938638212291,0,0,0,0,0,0.0256754619033371,0.0436739667873622,0,0,0,0,0,0.015384305862528,0,0.0529707509705845,0.270352076452555,0.030662698107552,0,0,-0.0536678836945825,0,0.0715920500955905,0,0,0,0,0.0211997045005511,-0.0193104089642304,0,0.0122370477699624,0,0,0,0,0.00968620101998876,0,0
X600886.SH,0,0.169238446499985,0,0.0390141163520731,0,0,0,0,0,0,0.0602716592984198,0,0,0,0,0,0,0,0,0,0,0.0346300074178364,0.0544438059102589,0,0,0,0,0.154869084778055,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00535120725664868,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120135924723424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339966400979156,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.090171870573342,0,0,0,0,0,0,0.0623322996550878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0971778627655473,0,0,0,0.0715772436855872,0,0,0.35217365534133,0,0.0226302302352497,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.08463576515172,0,0.306221080303243,0,0,0,0,0,-0.0282244093490773,0,0.224373380089751,0,0,0,0,0.01952095521851,0,0,0,0.0885689305390304,0,0,0,0,0,0.150669279155581,0,0.0423442951351989,0.0493475814203406,0,0,0,0,0,0,0,-0.095582270107476,0,0,0,0,0,0,0.0877367019565577,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,-0.134111479903967,0,0,0,-0.211360563954933,0,0,0,0.157063861455862,0,0,-0.0463501770310497,0,0,0,0,-0.0609380065004743,0,0,0,0,0,0,0,0,0,0,0,0,0.222532884270547,0,0,0.8747639001044,0,0,0,0,0,-0.086002290856135,0,-0.319181169973301,-0.0438726179501315,0,0,0,0,0,0.0840748972201231,0,0,0,0,0,0
X600803.SH,0,0,0,0,0.148955170172195,0,0,0,0,0,0,0,0,0.0861814387571974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114935733165921,0,0,-0.0438262390983626,0,0.00626908089585887,0,0.00934397704089125,0,0,0,0,0.0588797261023997,0,0,0,0,0,0.0178793451193989,0,0,0.0987829483519427,0,0,0,-0.0175143402704559,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119514807326916,0,0,0.136384064267962,0,0,0,0,0.103455062216666,0,0,0,0,0,0,0,0,-0.00464884860932255,0,0,0,0,0,0,0,0,0.0245865208527847,0,0,0,0,0.114351638875404,0,0.0693254210817742,0,0,0,0,0,-0.01856187505187,0,0,0,-0.0308948140065762,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613566613993323,0,0.059771512809128,0.101855426126788,0,0,0,0.0646607229603661,0,0.0173544337865248,0.00133250651653301,0.00032643146916677,0.0541097403142234,0,0,0,0,0,0,0,-0.015999897784939,0,0,0,0,0,0
X600176.SH,0,0.00180217151702999,0,0,0,0,-0.0461922864504497,0,0,0.173740318915061,0,0,0,0,0,0.13006831138524,0,0,0,0,0,0,0,0.0202189946230303,0,0,0,0,0,0,0,0,0,0,0.0232307432601748,0,0,0.251333833454602,0.0639226408949193,0,0,0,0,0.0902085492955836,-8.67361737988404e-19,0,0.141602522494803,0,0,0,0,-0.00807853712945181,-0.0460803193975586,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0.126309013957604,0,0,0,0,-0.165763006706726,0,0,0,0,0,0.0384134575997231,0,0,0,0,0,0,0.412643447504589,-0.0370344168629205,0.00378894160055613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441911585022731,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0.0406854493754441,0,0,0,0,0,0,0,0,0,0,0.119476428933265,0,0,0,0,0,0.253791288486453,0,0,0.0682125078222594,0,0,0.0174712242334268,0,0,0,0,0,0,0,-0.0968143403732501,0,0.0876619854080078,0,0.198342901049053,0,0,0,0,0,0,0.0145903724614608,0,0,0,0,0,0
