,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600886.SH,X601600.SH,X600547.SH,X000792.SZ,X600795.SH,X002466.SZ,X601699.SH,X002460.SZ,X000708.SZ,X000301.SZ,X600010.SH,X600362.SH,X600111.SH,X000983.SZ,X600027.SH,X000877.SZ,X600803.SH,X600426.SH,X600160.SH,X600489.SH,X000786.SZ,X601991.SH,X600985.SH,X000408.SZ,X002271.SZ,X000933.SZ,X000630.SZ,X000807.SZ,X600176.SH,X000932.SZ,X601168.SH,X002128.SZ,X600348.SH,X600612.SH,X600219.SH,X600096.SH,X601666.SH,X300037.SZ,X600995.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.329841604434398,0.0639489226554607,0.0903547132202504,0,0,0,0,0,0,0,0.0493819375473114,0,0,0,0,0,0,0,0,0,0,-0.0109481729237977,0.179979701106382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00159071108403009,0,0.0783002253024767,0.17855205414293,0,0,0,0
X601088.SH,0.06154729730874,0,0,0,0.0983450061667196,0.0579381207294549,0,0,0,0,0,0,0,0,0,0,0,-0.0411048306580845,0,0.102640394511271,0,0,0,0.072090616024087,0.0513010506970669,0,0,0,0,-0.11195923482722,0,0,0.279954100563105,0,0,0,0,0,-0.0560045914820462,0,0.0838125196875189,0,0,0,0,0,0,0,0,0,0,-0.00809652171825499,0.0103411574506211,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0804776765913981,0,0,0,-0.0121278604643591,0,0,0.0834829530483737,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281134066545577,0.00721885359179389,0,0,0,0,0,0.0012096318636927,0,0,0,0,-0.00591408292819219,0,0,0,0,0,0,0
X600309.SH,0.135451708666683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0370994372595961,0,0,0,0,0,0,0,0.243678750262987,0.106650914492324,0,0,0,0,0,0,0.0739388694971867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00986712729654746,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0950139004552904,0,0,0,0,0,0,0,0,0,0,0.117749852430098,0,0,0,0,0,0,0.218525530930584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265289651067052,0,0,0,0,0,0,0,0,0,-0.00382524788224394,0,0,0,0,0,0
X601898.SH,0.0434260649014647,0.142096385190254,0.223918533358611,0,0.254112319360298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160333701100317,0.284304347046891,0,0,0,-0.0380057222591512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0987223043729873,0,0,0,0,-3.46944695195361e-18,-0.0159568302779855,-0.00235683387397028,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.148149249464863,0,0,0,0,0,8.67361737988404e-19,0,-0.0381198373301062,0,0,0,0.0491847322552503,0.00182509430146493,0,0,0,0,0,0,0.125121289195909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14369496993434,0,0,0,0,0,0,0,0,0,0,0,0.00947033439695019,0,0,0,0,0,0
X600011.SH,0.0183827843542598,0,0,0,0.067229690800776,0,0,0,0,0,0.0439990571160909,0,0,0,0,-0.019108356287834,0,0,0,0,0,0,0,0,0.273270589459308,0,0,0,0,0,0,0.115653852156549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00230759016303318,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.271614978352236,0,0,0,0,-0.0355731117023124,0,0,0,0,0,0,0,0.00892482629533355,0.0164801907379208,0,0,0,0,0.0256129439223168,0,0,0,0.133287182980482,0,0.05870287792071,0,0,0,0.0218900414404599,0,0,0,0,0,-0.036907413029132,0,0,0,0,-0.00713396569843349,0.00798003114372217,-0.0556854890944253,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.00880470124666992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448329090803081,0,0,0,0.143215486060881,0,0,0,0,0,0,0,0,-0.0600694959092803,0,0,0,0,0,0,0,0,0,0.00892899855614231,0.0710238666868151,0,0,0.0139018169183301,-0.00421523153675387,0,0,0,0,0,0
