,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X601992.SH,X600688.SH,X600795.SH,X002460.SZ,X600362.SH,X600111.SH,X600188.SH,X600547.SH,X600516.SH,X600660.SH,X601991.SH,X300072.SZ,X600886.SH,X000898.SZ,X000709.SZ,X600157.SH,X000792.SZ,X600027.SH,X000408.SZ,X600339.SH,X600489.SH,X000959.SZ,X600219.SH,X000807.SZ,X600808.SH,X000723.SZ,X600549.SH,X600352.SH,X002092.SZ,X000983.SZ,X601158.SH,X000883.SZ,X000553.SZ,X600299.SH,X000630.SZ,X600008.SH,X002271.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0162109738746966,0,0,0,0,0,0.000910795028623625,0,0.004930873498012,0.0100853661678595,0.0523458166678918,0,0,-0.0257934346668636,0.036836321614942,0,0,0,0,0,0,0,0,0.0303412297250358,0,0,0,0,-8.67361737988404e-19,-0.00162372572726114,0,0,0,0,-0.0103598051405828,0,0,0,0,0,0,0,0,0,-0.0113958160465327,0.0148301826927492,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.104088502741872,0,0,0.0270372635110143,0,0,0,0,0,0,0.00252221149550499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0224746738169249,0,0,0,0,0.0963227854919818,0,0,0,0,-0.0259228024237565,-0.0116085734398846,0,0,0,0,0,0,0.00706379617733449,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0611645718466966,0,0,0.00758929813105596,0,0,0,0,0,0,0,-0.0984261328908321,0,-0.0327937402948727,0,0,0,0,0,0.0593847116839067,0,0.0281928118245587,0,0,0,0,0,0,0,0,0,0,0.0515905240876082,0,-0.0165140271080611,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116874542969888,0,0,0,0,0,0,0,0,0,0,0.39112141522647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0278717098978557,0.0141969049861633,0,0,0,0,0,0
X600585.SH,0,0.382694737104583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0972361848013419,0,0,0,0,0,0,0.0437701830654831,-0.0396261599967699,0,0,0,0,0,0,0,0,0,0,0,0.241390754291764,0.0937812469568057,0,-0.0384982627912517,0.0463707216511925,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497040797533349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199699493414494,0,0.110352355914628,0,0.0383516728233234,0.0482887594823419,0,0,0,0,0,0,0,0,0,-0.013098184198916,0.00761487045857775,0,0,0,0,0,0
X601600.SH,0,0,0,0.10283903037669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431851629941296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249586732654136,0.136779166023297,0.184026171546735,0,0.152819375052407,0,0,0.0779265438105812,0,0,0,0,0,0,0,0,0,-0.0175389961614946,-0.0121808745667447,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12223103604266,0.140048314891267,0,0,0,0.010556079873466,0.204967995403784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671648306335351,0,0.1247327581785,0,0,0,0,0,0,0,0,0.0420068608708795,0,-0.0182004193419367,0.0222403715938373,0.02528091086303,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0107449544829114,0.0924743635568804,0,0,0,0,0,0,0,0.0131158798960463,0,0,0,-0.0103626632383931,0,0.0771527243583328,0,0,0,0,0,0,0,0.101902647932098,0,0,-0.0661066996708793,0,0,0,0,0,0.0873317182881072,0,0,0,0,0.00268140516317319,0.0587409346999756,0,0,0,0.0106553262155814,0,-0.000647843501090481,0.00930800321841312,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.115074871058933,0,0,0,0,0,0,0,0,0.0991811835865491,0,0,0,0,0,0,0,0,0.146030943107313,0,0,0,0,0,0,0,0,0,0,0.078585354582752,0,0.0520006901242275,0,0,0.0316339455438963,0,0,0,0,0,0,0,0,0,0,0.0124468058197782,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5881660510458,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0450728801329167,0,0,0,0,0,0,0,0,0,0.0624935925343034,0,-0.0136720903812426,0,0,0,0,0,0,0,0,0,0,-0.00410347544094707,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,-0.128446293771708,0,0,0,0,0,0.050528712545169,0,0,0,0,0,0,0,0.066761130499775,0.134512881270044,0,0,0,0.0119077592241147,0,0,0,0,0,0,0,0,0,-0.0578219738489567,0,0,0,0.0449031108771437,0,0,0.587847983696875,0,0,0,0,-0.00454936600720545,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0527402084684341,0,0,0,0,0.000717857254564689,0,0,0,-0.0638622972201544,0,0,-0.0324976067188597,0,0,-0.0393321611879482,0,0,0,-0.04844430962069,0,0,0,0,0.146293447428752,0.0356898601851795,0,0,0,0,0,0,0,0.0629064991755829,0,0,0,0,0,0,-0.0270774244702754,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0087569543291463,0,0,0,0,0,0,-0.10133642327662,-0.00471493544442968,0,0,0,0.0239019844460918,0,0,0,0,0,0,0,-0.0140051258417683,0,-0.0293945140472835,-0.0328626355502274,0,0,0,0,0.0403012956244051,0.11653355103812,0,0.073599544975509,0,0,0,0,0,0,0,0,0,0,0,0,-0.0280323435060644,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.744771125526392,0,0,0,0,0,0.157955810454856,0,0,0,0,0,0,0,0,0,0,0,0,0.156781193558431,0,0,0,0,-0.103127884944101,0,0,0,0.00257913356042885,0,0,0,0,0,0,0,0,0,0,0,0.0139612343598784,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.148467637746729,0,0,0,0,0,0,0,0,0,0.104010201073879,0.503638487063053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290930382002401,0,0,0,0,0,0,0,0,0,-0.0219124853830141,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159112196150314,0,0,0,0,0.0528386829621811,0,0,0,0,0,0.133105486098901,0,0,0,0,0,0,0,0,0.133533430436107,0,0,0.181120396327601,0,0,0.129316810425103,0,0,0,0,0,0,0,0,0,-0.0312233649937737,0.0102884402263953,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0367074036118875,0.0138977836512021,0,0,0,0,0,0,0.0290052935558799,0.115022121865584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114682396488948,0,0,0,0,0.242956589547711,0,0,0,0,0,0,0,0.104962010898044,0,-0.0155606763660129,0.0269775947752879,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288617766706257,0.0419961859258452,0,0,0,-0.0378445175335204,0,0,0,0,0,0,0,0,0,0,0.682176800725874,0,-0.000539877400045971,-0.0423943778571184,-0.0380223257657883,0,0,0,0,0,0,0,-0.0517219327628968,-0.0447295553586353,0,0,0,0,0,-0.0127454576417913,0.0078714299589556,0,0,0,0,0,0
X600516.SH,0,0,0.281885062683929,0,0,-0.276047283326606,-0.197142130630774,0,0,0,0.358357567423934,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967298965004642,0,0,0,0,0,0,0,0,0,0,0,0,0.672599059043762,0,0,0,0,0,0,0,0,0,0,0,0,-0.0367229288973215,-0.0643556075960252,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,-0.0121434576624684,0.138125165050512,0,0,0,0,0,0,0,0,0,-0.05650542210511,0.0609604681379902,0,0,0,0,0,0,0,0,0,0,0,0.101060503813596,0,0,0,0,0,-0.0211183716333124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00924949725516882,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282769746318209,0,0.0496480444127457,0.0468485106958665,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0673242202099275,0,0,0,0,0,0,0,0.0468703062255394,0.0803876792420779,0,0.12269074107799,0,0,0,-0.0134270655472207,0.0015161863528935,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,-0.146882281881859,0,0,0,0,0,0.28232052065738,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,-0.209044473499412,0,0,0,-0.117297419334925,0,0,0,0,-0.219670115014591,0,0,0,0,0,0,0,0,0,0,-0.0199250151487519,0.115288426179637,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0408887927109668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196815950492386,0,-0.055659471039353,0,0,0,0,0,0.0287783047869436,0.0776408813042396,0,-0.00412616599687732,0,0,0,-0.00911367716724257,0.0378945368845354,0,0,0,0,0,0,0,0,0.010191542316031,0,0,-0.00564646400399042,0.0106709826428003,0,0,0,0,0,0
X000898.SZ,0,0,0,0.164442948447078,0,0,0.146626021390476,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0353899013406621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00846008311482659,0.446738170255949,0,0.0471013079582487,0,0,0,0,0,0,0,0,-0.03776140719525,0,0,0,-0.0236468381026803,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0.174456953281605,0,0,0,0,0,0,0,0,0,0,0.0566316886903477,0.0524833831554105,0,0,0,0,0,0,0,0,0,0.025182308887573,0,0,0,0,0.295874338420737,0,0,0.0854148919097946,0,0.0360598606771711,0,0.0738239611232732,0,0,0,0.0201399495761832,0,0,0,0,0,0,0,0.0154821460015737,0,0,0,0,0,0
