,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600547.SH,X601991.SH,X600660.SH,X600688.SH,X601600.SH,X600886.SH,X600795.SH,X600188.SH,X600362.SH,X600027.SH,X000898.SZ,X601992.SH,X002466.SZ,X600176.SH,X600111.SH,X002460.SZ,X600516.SH,X600299.SH,X000709.SZ,X000629.SZ,X600352.SH,X600808.SH,X600219.SH,X600489.SH,X600801.SH,X601158.SH,X000825.SZ,X000786.SZ,X300072.SZ,X000553.SZ,X000883.SZ,X600583.SH,X000792.SZ,X000408.SZ,X601699.SH,X600339.SH,X000301.SZ,X002110.SZ,X000630.SZ,X002271.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.236155249873839,0,0,0,0,-0.00906492944341312,0,0.101013384108729,0,0.0261954712978872,0,0.0523138416602089,0,0,0,0,0,0,0,0,0,-0.089358824628477,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0375382175928964,0,0,0.0387713109930774,0.00582944117659343,0,0,0.240718939899843,0.150322242663249,0,0,0,0,0,-0.0176599760017896,0.0508316776511513,0,0,0,0,0,0
X600028.SH,0.194950428724889,0,0.0527104337993897,0.116678944603413,0,0,0,0,0.108753851579122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0922875444520984,0,0,0,0.0490049441008934,0,0,0,0,0,0,0,0,0.0910106553626737,0,0,0,0.0263241123835622,0,0,0.0741050491424152,0,0,0,0,0,0,0,0.0506835383955986,0,0,0,0,0,0
X601088.SH,0.145803078541429,0,0,0,0,0,0,0,0.142840093424223,0,0,0,0,0,0,0,0.125862109820881,0,0,0.0275293871561824,0,0,0,0,0,0,0,0,0.0360857228452066,0,0,0,0,0,0,0.0169159718607469,0,0,0,0,0,0,0.114229503477207,0,0,0.0517772284439638,0.0139920585276214,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0261551435666764,0.136943279848115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00153506206830633,0,0.0702276859921302,0,0,0.512560635007618,0,0,0,0,0,0,0,0.20975893488364,0,0,0,0,0,0,0,0,0,0.0123692031840324,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.070176996031419,0,0,0.0546292794853833,0,0,0,0,0,0,0,0,0,0,0,0,0.394880832248598,0,0.0544984078608529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00811541506473473,0,0,0,0,-0.0022708803557663,0,0,0,0,0,0,0
X600011.SH,0,0,0,0.0523732054915613,0.0665833543893678,0,0.00097860238262935,0,0,0,0,0,0,0,0,0,0,0,0.616314494729742,0,0,0.0287545004324716,0,0,0.134188658378698,0,0,0,0,0,0,0,-0.0679090606610364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115355410951229,0.0670312751969738,0,0,0,0,0,0
X600309.SH,0,0,0,0.205623436392581,0,0,0,0,0,0,0,0,0,0,0,0,0.0534273184019045,0,0,0.00793766020416091,0,0.277967805436573,0.13045842945132,0,0.0914868359431324,0,0.0684557674422416,0,0,0,0,0,-0.025535091705465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0483563397497847,0.209569930417449,0,0,0,0,0,0
X600010.SH,0.237657595677766,0,0,0,0,0.0028908274550247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181705954734676,0,0,0,0.0403616137154812,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.00924166566128531,0,0,0,0,0.084827056764283,0,0,0,0,0,0,0,0,0,0,0,-0.0147996211078503,0,0,0,0,0,0
X601898.SH,0.108384791013661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775661413403921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336817638098836,0.0390156169562013,0.0994354109328091,0.0466636613889163,0,0,0,0,-0.00676870058117555,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0401144856052736,0.0551896483051431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0.0499631300812404,0,0,0,0,0,0,0,0.475583654244109,0,0,0.26216121245946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183223522856653,0,0,0.00227445272257948,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.184739969502506,0,0,0.0188725324010886,0,0,0,0,0,0,0,0,0,0.0952911468649284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709114315356061,0,0,0,0,0,0,0,0,0,0.0281639051208306,0,0,-0.0294537420473755,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.305640673214431,0,0,0,0.175521728986987,0,0,0,0,0.032434383051309,0,0,0,0,0,0,0.134989088730262,0,0,0,0,0,0,0,0,0,0,0,0.176641905897012,-0.0163455386113718,0,0,0,0,0,0,0,0,0.0583504399719893,-0.00231582538228736,0.0887201805438164,0,0,0,0,0,0
X600688.SH,0.0894522982254376,0.0186934404730005,0,0,0,0,0,0,0,0,0,0.170666195323018,0,0,0,0,0.157144309782244,0,0,0,0,0,0.013719868455865,0,0,0,0.0274008812674619,0,0,0,0.169546979459902,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272965293693886,0,0,0,0,0,0.0414988149024401,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.132066974424699,0,0.0269597174445522,0.0288418010739033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0983907587422586,0.0758593414803366,0.160530577749816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876621801829311,0,0,0,0,0,0,-0.000372419691984813,-0.0751111050632797,0,0,0,0,0,0
X600886.SH,0,0.034049432110231,0,0,0,0.0196218051085907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379716786664324,0,0,0,0,0,0.0862999516672561,0,0,0,0,0,0,0,0,0,0.00318301415375244,0.11688715108775,0,0,0,0.0203736516415987,0,0,0,0,0,0,0,0.0267151758696022,0,0,-0.00233655331028064,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.00520407899702421,-4.33680868994202e-19,0.00655785841673601,0,0,0,0,0,0,0,0,0,0,0,0.0176542489254781,0,0,0.0400345634703941,0,0,0,0.176328552348976,0,0,0,0.100928996711077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263154737138234,0,0,0,0,0,-0.00480019726396471,-0.0403568881357382,0,0,0,0,0,0
X600188.SH,0,0,0.351714019972138,0,0,0,0.155065180554199,0,0,0,0,0,0,0,0,0,0,0,0,0.175562351970178,0,0,0,0,0,0,0,0,0.171951150615356,0,0,0,0,0.0399715923060433,0,0,0,0,0,0,0,0,0,0,0,0.0812209333241591,0,0,0,0,0,0.00296093948955389,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.0548280450654725,0.0952881071471847,0.228309395268044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100950537316441,0,0,0,0,0,-0.00478377829654193,-0.0295366138946793,0,0,0,0,0,0
X600027.SH,0,0,0.0505593649431358,0,0.0879436050613823,0.508976210336587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0333726692825013,0,0,0,0.0494889604515079,0,0,0,0,0.0999928309597451,0,0,0,0,0,0,0,0,0,0,0,0.0657915519323765,0,0,0,0,0,-0.00518808525065262,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.510973048975942,0,0.0979473260142363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364809622438717,0,0,0,0,0,0,0,0,0,0,-0.0121332840526097,0,0,0,0.0489630938545296,0,0,0,0,0,-0.0156792687331287,0.0366174326391924,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10340739275662,0,0.33194421769798,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.127714810644232,0,0,0,0,0.0241910844288041,0.0352473887313981,0,0,0,0,0,0.0574084411509166,0.132650488628717,0,0,-0.0250429601127774,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.0558212101443379,0,0,0,0,0,0.111940679620292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612522274680273,0.0381603904541468,0,0,0,0,0,0,0,0,0,0,0,0.171794675170431,0,0,0,-0.0219249312564986,0,0,0,0,0,0,0,0,0,-0.0235157182312974,0.0101901224106895,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17222775482396,0,0,0.155780841151165,0.138903241408426,0.134922649341566,0,0,0,0,0,0,0,0.101247936159347,0,0,0,0,0,-0.0280142041064012,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390067114424203,0,0,0,0,0,0,0.0460036868370393,0,0,0,0,0.0890782331009523,0,0,0,0,0,0,0,0,0,0.0402455180356748,0.0848954734853543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.0152846954204616,0.0762419898978331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803378745382188,0,0,0,0,0,0,0.0500773393861672,0,0,0,0,0,0,0,0,0.0808940090232704,0,0,0,0,0.199917521903004,0,0,0,-0.13016467341877,0,0,0,0,-0.013364455807652,-0.0452983003523901,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199610586113113,0,0,0,0,0,0,0.0619593240532445,0.138780933131007,0,0,0.207156755122792,0,0.0733793380856475,0.253927150837251,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0486161747489446,0,0,0.0401407970238975,0,0,0,0.179406179500307,0,0,0,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0.147271414550044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160381295316323,0,0,0,0,0,0,0,0,0,0,0,0,0.246996318425325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0993434271321739,0,0,0,0,0,0
X000709.SZ,0,0.0385071652268114,0,0,0.0185608177898383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578025171159341,0,0,0,0,0.209387886577335,0,0,0.0396717607474344,0,0,0.0350010669269982,0,0,0,0,0,0.0808564835627714,0,0,0,0.174893747631678,0,0,0,0.00255466609413294,0,0,0,0,0,0.00270252351082943,0,0,0,0,0,0,0
X000629.SZ,0,0,0.00230382417842692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19105677297086,0,0,0,0.287768198629834,0,0,0,-0.0453880471459215,0,0.490483893476601,0,0,0,0,0,0,0,-0.044356674847935,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0.0578457383236969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732303016971362,0.0104883451010559,0,0,0.239269196368563,0,0,0,0,0.0451542998839815,0,0,0.0110552616544266,0,0,0.0938203074168386,0.0739809819944589,0,0,0,0,0,0,0,0,0,0,0.0924951975063147,0,0,-0.00725141488264804,0,0,0,0,0,0,0
X600808.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.255294687894079,0,0,0,0,0,0,0.147321562404909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00264522147461537,0,0,0,0.103587905359505,0.342755473858326,0,0,0,0,0.0165738810582529,0,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0.139298746157045,0.115628591237813,0,0,0,0,0,0.184897749570224,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0304918340585738,0,0,0.107558829763759,0,0,0,0,0,0,0,0,0.114705341250806,-0.0183141705089193,0.0167574240470727,-0.0257912243827156,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,-0.0472751585653507,0.0424803750442709,0,0.710365995243857,0,0,0,0,0,0,0,0,0.158972150834598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013227301057669,0,0,0,0,0,0,0,0,0,0,0,0.0401803587398622,0,0,0,0,0,0,-0.00806885989974896,0,0,0,0,0,0
