,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600660.SH,X600886.SH,X601898.SH,X600010.SH,X601600.SH,X000792.SZ,X600362.SH,X600688.SH,X600188.SH,X600489.SH,X000786.SZ,X600352.SH,X601991.SH,X600795.SH,X600027.SH,X600111.SH,X601992.SH,X600176.SH,X600299.SH,X002075.SZ,X600426.SH,X000401.SZ,X600486.SH,X600529.SH,X002353.SZ,X000723.SZ,X600315.SH,X002466.SZ,X601158.SH,X600219.SH,X600126.SH,X000898.SZ,X000932.SZ,X600612.SH,X600516.SH,X000883.SZ,X000553.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.168690528812603,0,0,0,0,0,0,0.0561651778337833,0,0,0,0,0,0,0,0,0,0,0.00131845367000476,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179812973919327,0,0,0,0,0,0,0,0,0.0481188103016646,0.126953085686204,0,0.00615665563901641,-0.00382031240078351,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158830076968898,0,0,0,0,0,0,0,0,0,-0.016840821651633,0,0,0,0,0.0906552464978066,0,0,0.00239634229565641,0,0,-0.00837289181392224,0,0,0,0,0,0.00726069370187865,0,0,0.00193737975099228,-0.00688120062697595,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0961590062396837,0,0,0,0,0,0,0,-0.0144191007532333,0,0,0,0,0,0,0,0,0,0.141951707024903,0,0,0,0,0,0,0,0.0179979478590786,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00643577767264915,0.00911460279012359,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.188310823046966,0,0,0,0,0,0,0.484739432939957,0,0,0,0,0,0,0,0,0,0,0.0219296879884387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234088265595166,-0.0595691247916769,0.000223020902559305,-0.00233590972981843,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149597629450624,0,0,0.0993060172939363,0.158441146364314,0.108484806951752,0,0.0482468250290329,0,0,0,0,0,0,0,0,0,0,0,0.0195949374149853,0.00754376390550507,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393902749794045,0,0.77844938175756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250360468712413,0,0,0,0,0,0.0118635303978613,0.0472863819623297,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385398035847498,0,0,0.140240937657,0,0,0,0,0,0,0,0,0,0.0988002394062146,0,0,0.00794798937855045,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00657955414174019,0.00896089310040184,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.0920867555940522,0.0862294373905334,0,0,0,0,0,0,0,0,0,0.180023581488109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169083564553309,0,0,0.0931294812792411,0,0,0,0,0,0,0,0,0,0.0455643054338009,0,0,0.0290871579463166,0,0,0,0,0,0
X600011.SH,0,0,0.287229103916984,0,0,0,0,0,0,0.00353692103039519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661899550236232,0,0,0,0.0611984849367521,0,0,0,0,0,0,0.0519819248451239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148234604394269,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.158767015595502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131675617374135,0,0.124950054179809,0,0,0,0.353803061311348,0.196354352970317,0,0,0.108864874042781,0,0,0.00293864035338823,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.000567251971060457,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115059082932525,0,0,0.103243693723483,0,0,0,0,0,0,0,0.227356015988406,-0.163808889105282,0,0,0,0.137272454694793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00673062747839511,0.0545229190629376,0,0,0,0,0,0
X600801.SH,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0564884330256864,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.125864553414921,0,0,0,0.211498483191916,0,0,0.0539349997940786,0,0,0,0,0,0.0735772196374727,0,0,0,0,0,0,0,0,0.0144346726133544,0.0122525456784923,0,0,0,0,0,0
X600660.SH,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.12813135519901,0,0,0,0,0,0,0,0,0.043581237424686,0,0,0,0.152156540227959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964932321271049,0,0.0279174442255272,0,0,0,0,0,0,0,0,0,0,0.0227686672460566,0.0435927112469915,0.0323971586113207,0.0487115596960775,0,0,0,0,0,0
X600886.SH,0,0,0.214022222798783,0,0.0923212282699772,0.0415854219759835,0,0,0,0.0139579735183006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750837576714112,0,0,0,0,0.011534647099663,0,0,0,0,0.061542594221027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166600929845716,-4.33680868994202e-19,0.0079576487856697,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0904233918565455,0,0,0,0,0,0,0,0,0.13452826603324,0,0,0.0284265514235247,0,0.0406890659839241,0,0,0,0.00493267012899874,0.0360253980295773,0,0,0,0,0,0,0,0,0.0017014191798539,0,0,0,0,0.00836340834491677,-0.0109491047115568,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.041134461609709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515948870927917,0.0677816545034725,0,0,0,0,0,0,0,0,0,0,0.0310599805880677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127118979566081,0,0,0,0.0837497347184497,0.0565569274412868,0,0,0,0,0,0,0,0,0,0,0,0.0318076374047198,0,0,0,0,0,0,0.051862990908486,0,0,0,0,0.00171950459481096,-0.0226255718038852,0,0,0,0,0,0
X000792.SZ,0,0,0,0.0817429386455753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121324167073985,0,0,0,0,0.137766546827545,-0.0249181598720392,0,0.116715608678098,0,0,0,0,0,0,0,0,0,0,0,-0.000628354878352111,0.0496807222261914,0,0,0,0,0,0
X600362.SH,0,0,0.265351791019413,0,0.0629890613849223,0.0997491156407626,0,0,0,0,0,0,0.0179548542257015,0,0,0,0,0,0,0,0,0,0.025486096577298,0,0,0,0,0.0752901087326409,0,0,0.0317016587247713,0,0,0,0,0,0.0626535902852387,0,0,0.0569136260627075,0,0,0,0,0,0,0,0,0,0,0,0.0139086130642776,0.0339782204078429,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.327694530588229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374406853217904,0,0.158959636955839,0,0,0.104694199464806,0,0,0,0,0,0,0,0,0.129967428077952,0.201425983931289,0,0.0358250019140749,0.0589353008987819,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10046111606994,-0.0183331008604542,0,0,0,0.117465848265751,0,0,0,0,0,0,0.13973590096368,0,0.0773919499487944,0.055971581591728,0,0,0.0171615716287185,0,0,0,0,0,0,0,0,0,0,0,0.0211939018426442,0,0,0.00804102009598705,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.581861539482389,0,0.0173637718444157,0,0,0,0,0,0,0,0,0,0,0,0.0162221804218758,0,0,0,0,0,0,0.0565336933641976,0,0,0,0,0,0.0259844885045582,0,0,0,0,0.081746240362145,0.0645007292404108,0,0,0,0.00511664776414877,0,0,0,0,0,0,0,0,-0.00575429515365303,0.00607829372734544,0,0,0,0,0,0
X000786.SZ,0,0,0,0.035046673790982,0,0,0,0,0,0,0.264164983279573,0,0,0,0,0,0,0.0650249451959125,0,0,0,0,0,0,0,0,0,0,0.0295812681465316,0.285467266617154,0,0,0,0,0,0,0,0,0,0.0798596111037774,0,0,0.118973065911986,0,0,0,0,0,0.040059372233665,0,0,0.00168984715108471,0.00271285758490668,0,0,0,0,0,0
X600352.SH,0,0,0,0,0.0825488537513901,0,0,0,0,0.067560138723207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100222015291318,0,0,0,0,0.0303417395531507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247928542360612,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112362883267661,0,0.0981770813966699,0,0,0.0199859317890606,0.0386737550986933,0.069375595973712,0,0,0,0.129925523072119,0,0.0537077250728026,0,0,0,0.0362108911359972,0,0,0,0,0,0,0,0.1133030085937,0,0,0,0,0,0.0279473242185836,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144830881835867,0,0,0,0,0,0.0331116744571546,0,0.170931453507272,0,0,0,0.00260092782680253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164421132180315,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0.238563065401811,0,0,0,0,0,0,0,0,0,0.0808247992260309,0,0,0,0,0,0,0,0,0.0933651505130715,0,0,0,-0.0160487061761701,0,0,0.011248518290193,0,0,0,0,0.0543228208843642,0,0,-0.0227205102843062,0,0,0,0,0,0,0.0294308407070531,0,0.00148388747799214,0.0135489175236656,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0472796877132527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389612999128705,0,0,0,0,0,0,0,0.0097205142813294,0,0,0,0.00727610420038704,0.0857672660048602,0.102232441829309,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.0266905039368841,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657373061553903,-8.67361737988404e-19,0,0,0,0,0,0,0.0420374220712474,0,0,0.225517278828496,0,0,0,0.0837109251191886,0,0,0,0,0,0,0,0,0.132120432818997,0,0,0.0451408460290086,0,0.0119046960992153,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.113255960618147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240012182832866,0,0,0,0,0,0,0,0,0.06374881474931,0,0,0,0.169845672619037,0.0183972694906882,0,0,0,0,-0.00903994011448571,0,0,0,0,0,0,0,0,0.020277378686905,0.0532992916150696,0,0,0,0,0,0
