,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X000708.SZ,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X600516.SH,X002271.SZ,X002466.SZ,X000786.SZ,X600489.SH,X002460.SZ,X000898.SZ,X600176.SH,X600299.SH,X601158.SH,X000709.SZ,X600426.SH,X000883.SZ,X002353.SZ,X000629.SZ,X600612.SH,X600219.SH,X600583.SH,X600315.SH,X000027.SZ,X000630.SZ,X000553.SZ,X600985.SH,X000825.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605458279376765,0,0,0.020118392556199,0,0,0,0,0,0,0,0.0409378737287857,0,0,0.0812568232577228,0,0.0453870700205827,0,0,0,0.021835109448684,0,0,0,0,0,0,0,0,-0.000848153736438455,0,0,0,0,0.000100625987694348,0,0
X600028.SH,0,0,0.000672597036112554,0,0.032182282532982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424580155117216,0,0,6.7762635780344e-21,0.0892253400469279,0,0,0,0,0,0,0,0,0,0,0.0627832836296093,0,0,0,0,0.0454410561730785,0,-0.00609827983660115,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,-0.000960923680375675,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.351338766192897,0,0,0,0,0,0,0,0,0,0,0,0,0.0631242442619609,0,0.0492005923768983,0,0,0,0.02928339292782,0,0,0.0419548524620847,0.0520754674044088,0,0,-0.0517909183028115,0,0,0,0.0189060158241272,0,0,0,0.00863024827835459,-0.0127625621768712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238681925904288,0,0
X600585.SH,0,0,0,0,0,0,0.00902853081012673,0,0,0,0,0,0,0,0,0,0,0,0.0185450143264255,0,0.546160163233705,0,0,0,0,0,0,0,0,0,-0.0103787548735153,0,0,0,0,0,0,0,-0.0210301786656231,0,0,0,0,0,0,0,0,0,0,0,0,-0.00447566462588786,0,0,0,0,-0.00809753648878609,0,0
X600309.SH,0,0,0,0,0,0,-0.035924442678606,0,0,0,0,0,0,0.0691832388395542,0,0,0,0,0.0471429265850773,0,0,0,0.02910297031684,0.0639166534868935,0,0.094584046930777,0,0,0.065387212709621,-0.0957448401847161,0.0813508366087829,0,0,0,0,0,0.0507020420836175,0,-0.0396567256806839,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.00313596924496503,0,0,0,0.00232488004154139,0,0
X600019.SH,0,0,0.220238353899262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170265925434759,0.108186070062661,0,0,0,0,0,0,0,0,0.0778857080180993,0,0.0112089971757239,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.00968837924459574,0,0,0,0,0.0466210555459885,0,0,0,-0.00171107958357805,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671456000917477,0,0,0,0,0,0,0,0,0,0,0.0116854185996833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210772560073373,0,0
X600011.SH,0,0,0,0,0,0,-0.00145829664155548,0,0,0,0,0,0,0,0,0,0.0446284125674473,0,0,0,0.076979367905995,0,0,0,0.346059497197191,0,0.0155628847704605,0.0535928153197567,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305274226874665,0,0,0.0423720304392802,0,0,0,0,0,0,0,0.0128599111157061,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11651370914349,0,0,0.0679332815531355,0,2.16840434497101e-19,0,0,0.0226568354793506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22966277509522,0,0,0,2.16840434497101e-19,0.00547530215343814,0,0,0,-0.00657707540053183,0,0
X601898.SH,0,0,0,0,0,0,-0.0298782540765702,0,0,0,0,0,0,0.225163733236674,0,0,0,0,0,0,0,-0.0248507744007867,0.0289185861634349,0.0356140665708776,0,0,0,2.82992598099278e-05,0,0,0,0,0,0.0960380069600887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0.012159161317389,0,0
X600886.SH,0,0,0,0,0,0,-0.0150117582848993,0,0,0,0,0,0,0,0,0,0.0616848332774018,0,0,0,0,0.0483886898855719,0.095281929398785,0,0,-0.198535543267954,0,0.0760239444321333,0,0,0,0,0,0,0,0,0.0377660018005174,0,-0.0826076128032123,0,0,0,0,0.121427294585376,0,0,0,0.122527809827219,0,0,0,0,-0.0128136503055573,0,0,0,0.0546127159234999,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121811861855555,0,0,0,0,0,0,0.0701358306114869,0.148827250626501,0,0.00618415559871999,0,0,0,0,0,0.0714355751284706,0,0,0,0,0,0.0287744591466877,0,0,0,0,0,0,0,0,0,0,0.121783706846191,0,0,0,0,0.0183132887013579,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0.0272223450035424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00938411662040717,0,0,0.00509671379463431,0.121527226617628,0,0.0818553820092763,0,0.0756296702782841,0,0,0,0,0,0,0,0,0,-0.0221567755545349,0,0,0,0,0,0,0.160559712371542,0,0,0,0,0.00284850957529633,0,0,0,0.00460442165994424,0,0
X600188.SH,0,0,0,0,0,0,-0.0821139350731353,0,0,0.194746743713861,0,0,0,0,0,0,0.0642271161315996,0,0,0,0,0,0.0655217955763091,0.111525998902143,0,0.0730895569375985,0,0,0,0,0.0696105493950659,0,0,0.0793594883693838,0,0,0,0,-0.000582174012738778,0,0,0,0,0,0,0,0,0,0,0,0,-0.00349640192916495,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139185504482178,0.0663386361275149,0.0547488922155519,0,0,0.0806197326056774,0.0716585443461186,0.00479603574771119,0,0.115585382756706,0,0,0,0,0,0,0,0,0,0,0.0468752700352832,0,0,0,0,0,0,0.0342122382029366,0,0,0,4.33680868994202e-19,0.00339446388723366,0,0,0,-0.0165142785269711,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000691704059043106,0,0,0.00130134368422277,0,0.0769403705752786,0,0,0,0,0.087374495532026,0.133816240351091,0,0,0,0,0.0219885304936536,0.144130935961784,0,0,0,0,0,0,0,0,0,0,0,0.00497939754058022,0,0,0,0,0.00111021272147202,0,0
X000708.SZ,0,0,0.271202650949248,0,0,0,0.16686318300259,0,0,0,0,0,0,0.340212363655123,0,0,0,0,0.17486013840099,0,0,0,0,0,0,0,0.0655759626495496,0,-0.0812118180433394,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157789733118091,0,0,0,0.0163045497023031,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.00189091872127779,0,0,0,0,0,0.11374786378256,0,0,0,0,0,0.0436888916021661,0.0543749685818616,0,0,0,0.0485527161837344,0,0,0,0,0,0.0339039055818884,0,0,0,0,0,0,0.034342503404826,0,0,0,0,0,0.020969927161021,0,0,0,0,0.00243696595278313,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871984585437826,0,0,0,0,0,0.409434512648224,0,0,0.028241598233608,0,0,0,0,0,0,0,0,0,0,0.0316599819244864,0,0,0,0,0,0,0,-0.0926466937318008,0,0,0,0,0,0,0,0,0,0,0,-0.0304779475402306,0,0
