,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X601600.SH,X600795.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600027.SH,X600309.SH,X600688.SH,X601992.SH,X000792.SZ,X600583.SH,X601158.SH,X000898.SZ,X600352.SH,X000709.SZ,X000831.SZ,X000883.SZ,X600547.SH,X002353.SZ,X600489.SH,X000539.SZ,X000630.SZ,X000027.SZ,X000825.SZ,X002470.SZ,X600660.SH,X600008.SH,X600549.SH,X600021.SH,X000629.SZ,X600315.SH,X600808.SH,X600578.SH,X600098.SH,X600307.SH,X000983.SZ,X601699.SH,X600863.SH,X000960.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.60975518600223,0,0,0,0,0,0,0,0.0463684585563068,0,0.0696407038055433,0.0763712518983212,0,0,0,0,0,0.0553323242589925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626451509766628,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.497441109157011,0,0,0,0,0,0,0,0,0,0,0,0.0239242337478158,0,0,0,0,0.400201850241234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0398436959122951,-0.0110820637870549,0,0,0,0,0,0
X601088.SH,0,0.081047008545667,0,0.0686836457902196,0,0,0.108707044777071,0,0,0,0,0.0304020816147671,0.0998884263787805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.401333048051758,0,0,0,0,0,0,0.00140165347687532,0,0,0,0,0,0
X600019.SH,0,0.0504168199265993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213392785241216,0,0.333433731276927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184028632017663,0,0,0.0027425714594938,0,0,0,0,0,0,0,0,0
X600011.SH,0,0.148511240607898,0,0.00347508779461004,0,0,0,0.0641899932897131,0.11790404354209,0.0306042278181231,0,0,0.0620051628508408,0,0,0.11283905543553,0,0,0,0,0,0,0.103595204145579,0,0,0,0,0,0,0,0.024581072709761,0,0,0,0,0,0,0,0,0,0,0,0.159670682965024,0,0,0,0,0,0,0,0,0,-0.00308930921544594,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.061021672370353,0,0,0,0,0,0.16581548734158,0,0,0,0,0.0306226990438122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706768487488511,0.141574310694157,0,0,0,0,3.46944695195361e-18,0.00715269467472676,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0945159945927534,0.0739930261088031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309734715953803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100696286665448,0,0,0.00999444089668305,0,0,0.366123584175018,0.221482574169482,0,0,0,0,0,-0.00484383638381482,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483300872624447,0,0,0.0524146766906905,0,0,0,0,0,0,0,0.116017737708664,0,0,0,0,0,0,0.164437541921007,0,0,0,0.0209031745190553,0,0,0,0,0.124132214075975,0,0,-0.00950611414315308,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.148045399236413,0,0,0.237727495009171,0,0.186811808279678,0,0,0,0.0305671494294154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060840250771254,0,0,0,0,0,0.0873546104459359,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226187947002117,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.154441465036783,0,0.221581768272346,0,0,0.0803995936080543,0,0,0,0,0,0,0,0,0.0425419676714161,0,0.133760496096576,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210970567152194,0,0,0.0630697858696515,0,0.0339965855724489,0,0,0,0,0,0,0,0,0,-0.0323325874010891,-0.0312592355561298,0,0,0,0,0,0
