,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600585.SH,X600547.SH,X600886.SH,X600660.SH,X601600.SH,X002466.SZ,X000792.SZ,X002460.SZ,X600795.SH,X600111.SH,X000708.SZ,X600010.SH,X601699.SH,X000301.SZ,X600362.SH,X000877.SZ,X600426.SH,X000983.SZ,X600027.SH,X600803.SH,X600489.SH,X002271.SZ,X601991.SH,X600160.SH,X000807.SZ,X000630.SZ,X600985.SH,X000408.SZ,X600176.SH,X000786.SZ,X000933.SZ,X000932.SZ,X300037.SZ,X600612.SH,X600348.SH,X600219.SH,X601168.SH,X002128.SZ,X600995.SH,X600688.SH,X000629.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.621056412613136,-8.67361737988404e-19,0,0,0,0,0,0,0,0.106368003587435,0,0,0,0,0,0.0911421486209718,0,0.00829115432881359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419571618896177,0,0,0,0,0,0,0,0,0,0,0.026786965709274,0,0,0,0.0196225261014533,0,0
X600028.SH,0.599524662982925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018416040636087,0.00719200189827587,0,0,0,0,0,0,0,0,0,0,0,0,-0.0656590871545243,0,0,0,0.112183735722952,0,0,0,0,-0.0179864108042542,0.0132533257153302,0,0,0,0,0,0
X601088.SH,0.028158608949471,0.289718256731002,0,0,0.124772778344767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165514226162894,0,0,0,0,0,0,-0.116750526309735,0,0,0,0,0,0,0,0,0,0,0.0652344640260997,0,-0.0134796861607668,0,0,0,0,0,0,0,-0.0440002113203435,0,0,0,0.0123483484233256,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.354577959011752,0,0,0,0,0,0,0,0,0,0,0.0305255964082031,0,0,0,0,0,0,0.178868856215721,0,0.326213564820753,0,0,0,0,0.1289559423598,0,0,0,0,0,0,0,0,0,0.0920843503621157,0.069268895168621,0,0,0,0,0,0,0,0.191529177197395,0,0,-0.0222697837608503,0.0171800199297891,0,0,0,0,0,0
X600188.SH,0,0,0.0494603853591634,0,0,0.113140000297274,0.144732667629428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250074904718114,0,0,0,0,0.0282030385148241,0,0,0,0.0411979672306175,0,0,0,0,0.132801851005276,0,0,0,0.0483207107762196,0,-0.0110319499417062,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,-0.0056361905674962,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.188308223280959,0,0,0,0,0,0,0.0156262734790586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0706013818690632,0,0,0,0,0,0.299532270593186,0,0,0,0.275391299970921,0,0,0,0,0,0,0,0,0,0,0,0.00375939131200692,-0.00446382387486149,0.0808563773377364,0,0,0,0,0
X601898.SH,0.15499791265354,0,0,0,0.331190175183999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801778302363002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176406165523307,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,-0.0337039528728173,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0928021868217884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343191478210439,0,0,0,0.00765770554249178,0,0,0,0,0,0.0216495055671493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00507269405443743,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455251320350267,0,0,0,0,0,0,0,0.131757824194813,0,0.0595754762205645,0,0,-0.0117202670707246,0.181028756366681,0,0,0,0,0,0,0,0.137920857029374,0.0768931123929193,0,0,0,0,0,0,0,0,0,0,0,0,-0.00807547663154596,0.0142057407574512,0,0,0,0,0,0
X600547.SH,0,0.066288202419705,0,0,3.46944695195361e-18,0,0,-0.0333420882109437,0,0,0,0,0,0,0,-0.00701229362954083,0,0,0,0,0,0,0,0,0,0.0186215661570238,0,0,0.567095420541522,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0394333803254637,0,0,0.0632999022395054,0,0,0.0685820413724708,0,0,0,0.0267697195924025,0,0,0,0.0104724918718852,0,0
X600886.SH,0.0541505099516729,0,0.013103130304433,0,0,0,0,0.0187825324196679,0,0,0,0.162682517973158,0,0,0,-0.0334901321793831,0.389492955977579,0,0,0,0,0,0,0,0,0,0,0,0,-0.0247147652870551,0,0,0,0,0.0146468194847685,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.219172181694501,0,0,-0.00543882525058216,-0.00315589730480219,0,0,0,0,0,0
X600660.SH,0,0.0346567580589898,0,0,0,0.105213103078166,0,0,0,0,0,0,0,0,0,-0.0428781056815965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772367252620239,0,0,0,0,0,0,0,0,0.0391196585216223,0,0,0,0,0,0,0,0,0,0.0712109992591776,0,0
X601600.SH,0,0,0,0,0,0.0641619244921078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543553873533162,0,0,0,0,0.226184383857224,0.0819118998856658,0,0,0,0,0.119519097363192,0,0.0680095510480008,0.126232957596863,0,0,0.219485451655396,0,0,0,0,0,0,-0.0182295490937377,0.0237182800999131,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751393621542685,0,0,0,0.00973759769475094,-0.0232153657610552,0.0895975264214545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145237229129965,0,0,0,0,0,0,0,0,0,0.00409185146987771,0.00521350599723345,0,0,0,0,0,0
