,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X601600.SH,X600886.SH,X600547.SH,X600585.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X000708.SZ,X600010.SH,X600489.SH,X600111.SH,X601699.SH,X002460.SZ,X600027.SH,X600160.SH,X000983.SZ,X600426.SH,X002466.SZ,X000301.SZ,X600803.SH,X601991.SH,X000786.SZ,X600985.SH,X000933.SZ,X000877.SZ,X002128.SZ,X000630.SZ,X000807.SZ,X600176.SH,X600219.SH,X601168.SH,X000408.SZ,X600348.SH,X600612.SH,X000883.SZ,X600096.SH,X002271.SZ,X000932.SZ,X002353.SZ,X600995.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.322401405496062,0,0,0,0,0.0425835271089732,0.0056940169981761,0,0,0,0,0,0,0.0611844856410997,0,0,0.035938310383541,0,0,0,0,0,0,0,0,0,0,0,-0.0999818617880495,0,0.166448746118402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185830629663158,0,0,0,0,0,0
X601088.SH,0.20770959318929,0,0,0,0.0735405243422128,0,0,0,0.0387891293723337,0,0,0,0,0,0,0,0,0,0,0,0.176208645881554,0,0,0,0.0192289930901899,0,0,0,0,0,0,0,0,0,0,0,0,-0.0635954077305441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074635520556124,0,0
X600028.SH,0.444906825242486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0376339993158882,0.0520571632241523,0,0,-0.076170486190198,0,0,0,0,0,0,0,0,-0.0575904756785442,0,0,0,0,0,0.0510176546057281,0,0,0.00450691591397255,0,0,0,0,0,-0.0433064716610152,0,0,0,0.0737980540512803,0,0,-0.00107650895526445,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00300695186519448,0,0,0,0.0527981088792193,0,0,0.0417732593892261,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.162892765741292,0,0,0,0,0,0,0,0,0,0,0,0.0689936332894824,0,-0.0127286378493805,0,0,0,-0.0187256445628352,0,0,0,0,0.0148487733186791,0,0
X600188.SH,0,0,0,0,0,0.110365994013457,0,0,0,0,0.123961980241454,0,0,0,0,0,0,0,0,0,0.221829725667526,0,0,0,0,0,0,0,0,0,-0.180296779508936,0.221041926634041,0.0570728020919429,0,0.00464042899457287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00898913531588843,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.158128899422154,0,0,0,0,0,0,0,0,0,0,0,0,0.0720526349255125,0,0,0.0427620499684134,0,0,0,0,0,0,0,0.475491670734241,0,0,0,0,0,0,0,0,0.0495355539608876,0,0.0840179683689755,0,0,0,0,0.157617939840817,0,0,0,0.147979642495408,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0311593454992006,0,0,0,0.129060602662074,0,0,0,0,0,0,0,0,0.0294974943343624,0,0,0,0,0,0.042607426563714,0,0,0,0,0,0,0,0.0495256339187856,0,0.0131705102226389,0,0,0,0,0.247801155674444,0,0,0,0,0.0192105433428014,0.00417144181016062,0,0,0,0,0,0
X600011.SH,0.0148589739397626,0,0,0,0,0,0,0,0,0,0,0,0,0.444062431998872,0,0,0,0,0,0,0,0,0.293221645256105,0,0,0,0,0,0,0,-0.0432461172633306,0,0,0,0.0416216290067013,0,0,0,0,0,-0.00614555872620152,-0.0296424299658059,0,0,0,0,0,0,0,0,0,0,0.0271179784567786,-0.0493415434982073,0,0,-0.0352035575217349,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,-0.0724513545374083,0,0,0,0,0,0.117667632974363,0,0,0,0,0,0,0.0462974128372605,0,0,0,0,0.255787306428456,0,0,0,0.208929189739056,0,0,0,0.175194076096284,0.047070037922541,0,0.211098579245027,0,0,0.12219082663532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00542513828562811,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338790177207675,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102749040326746,0,0,0,0,-0.127780682831969,0.00711861420395639,-0.00739308234235475,0,0,0,-0.0507346597996569,0,0
