,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600547.SH,X600362.SH,X601600.SH,X000301.SZ,X600010.SH,X002466.SZ,X600111.SH,X000786.SZ,X600886.SH,X600011.SH,X600188.SH,X600426.SH,X600176.SH,X600803.SH,X601991.SH,X600801.SH,X600795.SH,X600219.SH,X000027.SZ,X600352.SH,X000932.SZ,X600489.SH,X000807.SZ,X000898.SZ,X600688.SH,X000825.SZ,X600315.SH,X600157.SH,X002353.SZ,X600516.SH,X600027.SH,X600486.SH,X600299.SH,X600808.SH,X002080.SZ,X601168.SH,X000959.SZ,X000723.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.314849787166071,0,0,0,0,0,0,0,0,0,0,0.0420130082809884,0,0,0,0.0181578242781772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502823749671118,0,0,0,0,0,0,0,0,0,0,0,-0.00730072109089696,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181734523447781,0,0,0,0,0,0,0,0,0,0,0.182486902187986,0.0192767266490397,0,0.0628724233128543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00312107333573344,0,0
X601088.SH,0,0,0,0,0,0,0.0651204057138936,0,0,0.0429020641788333,0,0,0,0.106204983889239,0.0731978122782003,0,0,0,0,0,0.0297439002438221,0.0502756468416671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276748371151594,0,0,0,0.0938240723381906,0,0,0,0,-0.00964666436925806,0,0,0,0.0121662002243223,0,0
X600309.SH,0,0,0,0,0,0,0.132100530041455,0,0,0,0,0,0.0804904500487525,0,0,0,0,0.111027828332825,0.11806957050092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018458593484386,0,0,0,0,0,0.114954006373065,0,0,0,0,0,0,0,0,-0.00783007958124985,-0.0717395522410831,0,0,0,-0.0137516085057565,0,0
X600585.SH,0,0,0,0.0119139650659042,0,0,0.0310287881129901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00546013761302653,0,0,0,0.211483572214844,0,0,0,0,0.0644438921466462,0,0,0,0,0,0,0,0,0.00611199371586688,0,0.0498895352877843,0,0,0,0,0,0,0,0,0,-0.00770438081696603,0,0,0,-0.0108259699052779,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555295742455598,0,0,0,0,0,0,0,0.0503069224732772,0,0,0,0,0,0,0.297712403120889,0,0.115862859633772,0.0201970424267136,0,0.203006525234483,0,0,0,0,0,0,0,0,0,0,0.0116512313192515,0,0,0,0,-0.0537956664899979,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.154445445076922,0,0.126020112234282,0,0.446913722115637,0.145422230191008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282928263778559,0,0,0,0.0281179858930964,0,0,0,0,0,0,0,0,0,-0.0291378305253858,0,0
X002271.SZ,0,0,0,0.0888528313618521,0,-0.150957630574932,0.0260159486092384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134715567146047,0,0,0,0,0,0,0,0,-0.00543917143955442,0,0,0,0,0,0,0,0,0.0554267295964528,0,0.0728105273390048,0,0,0,0,0,0,0,0,0,-0.04043719706055,0,0,0,-0.0280766274324642,0,0
X600660.SH,0,0,0,0,0,0,0.151955565167082,0.0801959922723865,0,0,-0.168242646094478,0,0,0,0,0,0.0533078272861959,0,0.131963256263333,0,0,0,0,0.0180115357219306,0,0,0,0,0,-0.046217980333349,0,0,0,0,0,0,0,0,0,0,0,0,0.121746522824622,0,0,0,0,0,0,0,0,0,-0.0255466296807206,0,0,0,-0.0166809129344611,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0683078630698669,-0.0550590270105682,0,0.163661176128656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381193884140297,0,-0.0678131623412253,0,0,0,3.46944695195361e-18,0,0,0.0787124044617549,0,0.151410234662411,0,0,0.00984011763363318,0,0,0,-0.0329624028066548,0,0,0,-0.110051420853798,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185174133920105,0,0,0.0645619909529547,0,0,0,0,0.148906108089402,0,0,0,0,0,0,0,0,0,0,0.02757861940416,0,0,0,0.0897436743429137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159757075346222,0,0,0,0.00827165522547415,0,0
X600547.SH,0,0,0,0,0,0,0.0296165292058926,0,0,0,0,0,0.0701806177142066,0,0,0.0631111906651496,0,0.0661340660545845,0,0,0,0,0,0,0,0,0,0,0,0.130973115820222,0,0,0,0,0.0184169735337771,0,0.0463604936561584,0,0,0,0,0,0,0,0,0,0,0,0,0.00560043111766712,0,0,0,0,0,0,-0.00277107373870699,0,0
X600362.SH,0,0,0,0,0,0,0.0550993510938282,0,0,0,0,0,0,0.0336485509714011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504824402889597,0,0,0.0447093293400344,0,0,0,0,0,0,0,0,0,0.370629776380044,0,0,0.316341649940898,0,0,-0.0362338581521547,0,0,0,-0.0272018533322391,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.13963567512614,0,0,0,0,0.0411698405059437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760144819439125,0,0.310646873549408,0,0,0.0148272490213414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,-0.0240336442855364,0,0
X000301.SZ,0,0,0,0,0,0,0.142817365740213,0,0.0667920180695912,0,0,0,0.0385740270693726,0,0,0,0,0,0,0,0,0,0.0367959960458938,0.128202830599803,0.0604198043988958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146633295522694,0,0,0,0,0,0,0,0,0,-0.017520701959053,0,0
X600010.SH,0,0,0,0,0,0,0.0925251783736778,0,0,0,0.099916606587519,0.0289255167119957,0,0.0843532170231994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379178123630606,0,0,0,0,0,0,0,0,0,0,0,0,0.00302041415648343,0,0,0,0.190168164728853,0.111607017063723,0.0752483675680627,0,0,0,0,0,0,0,0.00186028667013463,0,0
X002466.SZ,0,0,0,0,0,0,0.591528771604477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0696703555882085,0,0,0.13491324297902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0131785007681832,0,0,0,0,0.207395595392421,0,0.0585525238823549,0,0,0,0,-0.044146884484995,0,0
X600111.SH,0,0,0,0.22367837441729,0,0,0.0704899855475249,0,0,0.0330021867987625,0,0,0,0,0,0.551045516670207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862478500849857,0,0,0,0,0,0,0,0,0,0,0,0.0201090384126072,0,0,0,-0.0498605863196587,0,0
X000786.SZ,0,0,0,0.266666277910844,0,0,0,0,0.159721854934205,0,0,0,0,0,0,0.0105152797381255,0,0,0,0,0,0.0324324579192752,0,0,0.0823046932459075,0,0,0,0,-0.0134313744571548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095349478115462,0,0,0,0,0,0,-0.0451242408001406,0,0,0,0,0,0
