,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600111.SH,X600157.SH,X600362.SH,X600188.SH,X600583.SH,X601158.SH,X601992.SH,X000027.SZ,X000539.SZ,X600309.SH,X000898.SZ,X000883.SZ,X000709.SZ,X600021.SH,X600352.SH,X600660.SH,X002470.SZ,X000792.SZ,X600489.SH,X600098.SH,X600863.SH,X600307.SH,X600623.SH,X600547.SH,X600022.SH,X002353.SZ,X000629.SZ,X300072.SZ,X000060.SZ,X600578.SH,X600808.SH,X601918.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.802969316932673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,-0.0236861942779235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00463984742581609,0,0,0,0,0,0,0,-0.0241472139276634,0,0,0,0,0,0,0
X600028.SH,0.424976322882945,0,0,0,0,0.224266559145579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582896223058071,0,0,0,0,0,0,0,0,0,0,0,0.00929297617621459,0.0353594090104698,0.0110962993299283,0.0242210133330794,0,0,0,0,0,0,0,0,0,0,0,-0.0387789272009414,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.235266338853773,0.0884942891543735,0.250424341048167,0,0,0,0,0,0,0,0,0,0,0,0.0334068687117022,0,0,0,0,0,0,0,0,0,0,0,0.0787082293052756,0.0624096972321863,0,0,0,0,0,0,0,0,0,0.0146521712301069,0,0,0,0,0,0,-0.0261195185476417,0.0211650332956921,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0140003254107126,0,0,0,0.446822771889358,0,0.0767189983500572,0,0,0,0,0.118900965627623,0,0,0,0,0,0.212616971910337,0.0109296391746923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00239869807000232,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0560776543710681,0.114379096334449,0,0,0,0.0377311067665442,0,0,0,0,0,0.258526226200225,0,0,0.0411954005263784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523055029586156,0.210130447295209,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.207113295503569,0,0,0,0,0,0,0,0.0740739951184786,0,0.0140321484288555,0.144246495889641,0,0.0401103594193642,0,0,0,0.0983602171096628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00694390849715458,0,0,0,0,0,0
X600019.SH,0,0,0.211718377894681,0,0.0278542899785966,0,0,0.193008312273937,0,0.0198508096996145,0,0.0860825363571256,0,0,0,0,0.0265069044435093,0,0,0,0,0.036231546956537,0,0.09371990139738,0.00776650903303089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393008774429329,0,0,0,0,0,-0.0615114586975992,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.596908424777619,0,0,0,0,0,0,0,0,0.254658129822413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144292558820123,0,0,-0.0115224121945962,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.229815499960732,0,0.0304700199966513,0,0,0,0.109711927773911,0,0,0,0.135945230350909,0.107523264060254,0,0,0,0,0,0.00866897611970981,0,0,0,0,0,0,0.0636854098728022,0,0.0243045258269897,0,0,0,0,0,0,0.166173428174153,0,0,0,0,-0.000751299496066324,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.265783135281853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19485939446797,0,0,0,0.0260458186631143,0,0,0.0890228515005604,0,0,0.150962024753704,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.259270878430179,0,0,0,0,0,0,0,0,0.156477085332968,0,0,0,0,0.286988010082742,0,0,0.054886773194923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481411088621026,0,0,0,0,0,0,0,0,0,0,0,-0.00381738764275785,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.0225691129109752,0,0,0,0,0,0.0968546423542038,0,0,0,0,0,0,0.243295643029534,0.055996625091118,0,0,0,0,0,0,0,0,0.125957750741744,0,0,0,0,0,0,0.0215378362588716,0,0.123130500620216,0,0,0,0,0,0,0,0,0.0671026364587007,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.0167337803477411,0,0,0,0,0,0,0.456970338104262,0,0,0,0,0,0.0475307460644822,0,0,0,0.0631150501148308,0.101666016018739,0,0,0,0.0949379915760836,0,0,0,0,0,0,0,0,0.0342102129145895,0,0,0,0,0,0,0.00577736638794837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.00365772284395435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126391553683434,0,0,-0.10256641574898,-0.0663610530650398,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0753038390858506,0,0,0,0,0,0,0.431009919369717,-0.217081768588218,0,0,0,0,0,0
X600111.SH,0,0,0.0423475931980223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149865904564531,0.126926856253913,0.099806037964833,0,0,0,0,0,0.0378308385807199,0,0,0,0,0,0,0,0,0,0,0.213048023472273,0,0,0,0,0,0.0731775559265639,0,0,0,0.0763468816512102,0,-0.0298431071876322,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262418986075016,0,0,0,0,0,0,0,0,0,0.0890736115668419,0.343619813534925,0,-0.0752498012623984,0,0.0973729849933222,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0686551855075266,0,0.198381851151373,0,0,0.0491933399833219,0,0,0,0,0,0,0,0.120776049450095,0,0,0,0,0,0,0.0760383747155646,0,0,0,0,0.0151669732379088,0,0.149443362191752,0,0,0,0,0,0,0,0,0,0,0,0.121888956444713,0,-0.00204537240089464,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0831253627633488,0,0,0.215972967196214,0,0,0,0.138355942869642,0,0,0,0,0,0,0,0,0,0,0,0,0.206189176687122,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0366939571257772,0,0,0,0,0,0,0.11389249189426,0.0153786972368414,0,0.0115358821942401,0,0,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0.134454973122405,0,0,0,0,0.0771405224371918,0,0,0,0,0.190919977145087,0,0.0716764417058699,0.184650051059284,0,0.0917890143874373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315481203303523,0,0,0,0,0,0,0,0,0,0,0,-0.041906747569902,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0.00240652612000635,0,0.0127141096757594,0,0,0,0,0,0,0,0,0,0,0.0463151914206406,0.125282776520431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134084219945381,0,0,0.448302007118648,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0.0497733460861827,0,0,0,0,0,0,0,0,0.233373206912974,0,0,0,0,0,0,0,0,0,0,0,0.277998055117447,0.154058664581386,0,0.00760947112186237,0.101812906254552,0,0.230234360932414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0.0281978252656767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081200704035582,0,0.480681620803966,0,0,0,0,0,0,0,0.00678753768241487,0.18895983278119,0.00197037074763264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0.392417745370167,0,0,0,0,0,0,0.0658039737693499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716234924782393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175849138569223,0,0,0,0,0,-0.0575742983435723,0,0,0,0,0,0,0
X600309.SH,0,0,0,0.401554021616502,0,0.0618886169143083,0.0489452674256897,0,0,0,0,0,0,0,0,0,0,0,0,0.151743339179866,0.16296487370506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00563279734335251,0,0,-0.00190150130207306,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0.292298188071319,0.122654820366761,0,0,0,0.0550103762123622,0,0,0,0,0,0.0963729564127529,0,0,0.105143593692925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158078803835305,0,0.0373566928187583,0,0.054993376135594,0,0,0,0,0.0146246129177833,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0101119361060157,0,0,0,0,0,0.029488335408772,0,0,0,0.182731427492358,0,0,0,0,0,0,0,0,0,0,0,0,0.390954756787728,0,0.108017899962993,0,0,0,0,0.0121796682766813,0.0271140916439061,0,0,0,0,0,0,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.011827715008874,0,0,0,0,0,0,-0.045093672623379,-0.0342405955526637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0675638381113724,0,0.0977151679565433,0.161930237382713,0,0,0.0748921021583879,0.410517138572666,-0.0341220660072325,0,0.0546953157418715,0,0,0,0.0617656039272787,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1263551212222,0,0,0,0.0292941037138421,0,0,0,0,0,0,0,0.293464043625837,0,0,0.257203502835365,0,0,0,0,0,0,0,0.0533641068612068,0.127635772286911,0,0,-0.00947296583718572,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0.129174457378829,0,0,0,0,0,0.289631875335971,0.0265362719183577,0,0,0.125134436106094,0,0,0.0303736582752085,0.0237408599178772,0,0,0.033668464151816,0,0,0,0,0,0,0,0,0,0,0.0797923789026659,0,0,0,0,0,0,0.00543972393229365,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.33712417756918,0,0,0,0,0,0,0.0049799206367699,0,0.0165151058541355,0,0,0,0,0.0832997941723827,0.07776924043281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540695527342499,0,0,0,0,0,0,0,-0.0610634555830965,0,0,0,0,0,0,0
X002470.SZ,0,0,0.0636526768201447,0.0889301041483613,0,0,0,0,0,0,0.169160382446373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400948650076457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0636159613304508,0.0375251510599441,0,0,0,0,0,0
X000792.SZ,0,0,0.0860567541387777,0,0,0,0,0,0,0,0.272960336609458,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112914507956414,0,0,0,0,0,0,0,0,0,0,0.00751745338905087,0.247403971541848,0,0,0,0,0,-0.0288142032122075,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0.170120695704481,0,0,0,0,0,0,0,0,0,0,0,0,0.0322940578411663,0,0,0,0.0173732034016642,0,0,0,0,0,0,0,0,0,0,0,0,0.521829195730519,0,0,0,0,0,0,0.0318316987671325,0,0.0554307008778786,0,-0.0140098078194873,0,0,0,0,0,0,0
