,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X600585.SH,X002460.SZ,X000708.SZ,X600019.SH,X600660.SH,X002271.SZ,X600547.SH,X600176.SH,X000786.SZ,X600362.SH,X600426.SH,X002466.SZ,X000301.SZ,X600111.SH,X601600.SH,X600011.SH,X600886.SH,X600352.SH,X601898.SH,X600010.SH,X002353.SZ,X600219.SH,X600486.SH,X600803.SH,X600188.SH,X002080.SZ,X601991.SH,X600801.SH,X600795.SH,X600688.SH,X600489.SH,X600299.SH,X601168.SH,X300037.SZ,X600315.SH,X000723.SZ,X600027.SH,X002409.SZ,X600399.SH,X000807.SZ,X600549.SH,X000932.SZ,X601992.SH,X600157.SH,X000902.SZ,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0399288742647175,0,0,0,0,0,0.0478930844774218,0,-0.0181815683206404,0.00196984291378353,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0.0562996703328208,0,0,0,0,0,0,0,0.0718537407393784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00232267506270218,0.0015558419391995,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.00569506900508183,0,0,0,0,0,0,0.0305928415390224,0.0238984585551701,-0.034497355018494,-0.0232590431824144,0,0,0,0,0,0.146867158080915,0,0,0,0,0,0,0.0177622985305575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143398777535777,0,0,0,0,0,0,0,0,-0.0161258715244629,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.00101257719761922,0,0,0,0,0,0,0.0120683383921299,0,0,0,0,0,0,0,0,0,0,0,0,0.0787678442485119,0,0,0,0,0,0,0,0,0,0,0,0,0.0692741022000455,0,0.222407735262654,0,0,0,0,0.109959029546388,0,0.014665089062648,0,0,0,0,0.00482923223238612,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0817216502156381,0,0.00900433670810196,0,0,0,0,0,0,0.0516273176021236,0,0,0,0,0,0.372077264949922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122548589624143,0,0,0,0,0.0127137422427639,0.0239204535502351,0,0,0,0,-0.0163667862156299,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00732806702668006,0,0,0,0,0,0,0,0,0,0,0,-0.0169747480249027,0,0,0,0,0,0.0517886246434727,0,0,0,-0.0526228821355795,0.111981294029729,0,0.0143023271466581,0,0,0,0,0,0,0,0,0,0,0,0,-0.00435726434578857,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.159703648723854,0,0,0,0,0,0,0.211801354366991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526296513596119,0.129396860539463,0,0.514531258455659,0,0.0124807880246896,0,0,0.0596129024254198,0,0,0,0.460125719910919,0,-0.205912319767911,-0.0306614273386867,0,0,0,0,0.0510936130983486,0,0
X000708.SZ,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0497033831207803,0,0,0,0.0813023677830183,0,-0.0621738393186599,-0.0254593601003863,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.142645980889443,0,0,-0.0691415670042183,0,-0.137671452992547,0.106447499506027,0,0,0,0,0,0,0,0,0,0.0180215077547632,0,0,0,-0.0149832335084565,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23220912090182,0,0,0,0,0.085684111833011,0,0,0.176975769886937,0,0,0,0.0246711240949064,0,0,0,0,0,0,0,0,0,0,0,0,0.0635808711049132,0,0,0,0,0,0,0,0,-0.0123463657043508,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0471609117252217,0,0,0,0.0334883801670871,0,0,0,0,0,0,0.0710142686590259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461641838642012,0,-0.0945840304607411,0,0,0.0766070767500542,0,0,0,0,0,0,0.144398206970424,0,-0.00819765109593394,0,0,0,0,0.0146740205103639,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0.308895320130876,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137926879419698,0,0,0,0,0,0,0.105634710769233,0,-0.0230094754263891,-0.0238553106594544,0,0,0,0.0453905416318697,0,0
X600547.SH,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566602694668324,0,0,0,0,0,0,0,0,0,0.0621206969520534,0,0,0.0341757793697738,-0.0223248177145889,0.0553935617368406,-0.00528210855095996,-0.0192653412400796,0.0303297029395173,0,0,0,0.00573376360090193,0,0
X600176.SH,0,0,0,0,0,0.171914016776744,0,0.0956683035669405,0,0,0,0,0,0.147580172250737,0,-0.0348257349054142,-0.134520858122904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0993754104792952,0,0,0,0,0,0,0,0,0,0,0,0,0.184841605335717,0,0,0,0,0.213536087809485,0,0.00544026832417501,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459614873471598,0,0,0,0,0,0,0,0,0,0,0.10961340409193,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660589881144813,0.113514353984916,0,0,0,0,0,0.0623452754105889,0,0,0.00946980034699381,0,0,0,0,-0.021428368968142,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14431692878639,0,0,0,0,0,0,0,0,0,0,0.313559273512261,0,0,0,0,0,0,0.178261067571184,0,0,0,0,0,0.158153998061242,0,-0.0184286413291748,0,0,0,0,-0.0557409539736846,0,0
X600426.SH,0,0,0,0,0,0.00546542376198244,0,0,0,0,0,0,0,0,0,0.0286100763968646,0.0935908183462722,0,0,0,0,0,0,0,0,0,0.121397208862538,0,0,0.173593584900874,0,0,0,0,0,0,0.0391934096780612,0,0,0,0,0,0.0289267049773932,0,0,0,0,0,0,0.19111469083956,0,0.00250654128167536,0.0105361364300588,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.152261420731381,-0.40534724591123,-0.157900604090974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0799015900602763,0,0,0,0,0.250498350279131,0,0,0,0,0,0,0,0.198715727995398,0,0,0,-0.438812929805932,0,-0.115425351850044,0.397813936445055,0,0,0,0,0,0,0,0.108025547006153,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0.0765503474985624,0,0,0,0,0,0,0.525708019669771,0,0,0,0,0.185087753961069,0,0,0,0,0,0,0.541770216064273,0,0,0.371824120036033,0,0,0,0,0,0,0,0,0,-0.0740384944388071,0,0,0,0,0.0644828102326533,0,0,0,0,0,0,0,0,-0.0632957764026058,-0.00822135808773102,0,0,0,0.0429758218047557,0,0
X600111.SH,0,0,0,0,0,0,0,0.032710119779629,0.156987207148054,0,0,0,0,0.0471596521821188,0,-4.33680868994202e-19,0.211239504816131,0,0,0,0,0,0,0,0,0,0,0.0976820172055732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483939257002,0,0,0,0,0,0,-0.0263358699443727,0,0,0,0,-0.032438696278719,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210182697788988,0,0,0,0,0,0,0,0,0.0702859147308114,0,0,0.0282805336825341,0,0,0,0.00548395505188257,0,0,0,0,0,0,0,0.00491657270482374,0,0.0821172601265037,0,0,0,0.264083085463324,0.0439749781137208,0,0,0,0,0,0,-0.0128785628318152,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208536298427124,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222166436423171,0,0,0.0462377574569973,0,0,0,0,0,0,0,0.0406268782892815,0,0,0.0180950650380184,0,0.0243065543158762,0,0.0235700112363276,0,0,0.0790750411187728,0.00809448517337687,0.00719353876793677,0,0,0,-0.024074841074894,0,0
X600886.SH,0,0,0,0,0,0,0.0397014878082016,0,0,0,0,0,0,0,0,0.0343446009265442,0,0.0126377707423906,0,0,0,0,0,0,0,0,0,0.024723731511519,0,0,0,0,0,0,0.192545584728814,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0108521478761989,0,0,0,0,-0.00337332160089663,0,0
X600352.SH,0,0,0,0,0,0.0177583746472265,0,0,0,0.244323909317317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100208672334322,0,0,0,0,0.0458705014641669,0,0,0,0,0,0,0.0990019950549716,0,0,0,0,0,0,0,0.123124776164991,0,0.000866925885144168,0,0,0,0,0,0,0
X601898.SH,0,0,0,0.0625559630534942,0,0,0,0,0,0,0,0,0,0.0962340719523435,0,0,0,-0.0366000788184684,0,0,0,0,0,0,0,0,0,0,0.325599390509793,0.0788896774674119,0,0,0,0,0,0,0,0,0,0.0731220368536713,0,0,0,0,0,0,0,0,0,0,0,-0.0128764359914524,0,0,0,0,-0.00309080436792507,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112089836350589,0,0,0,0,0,0,0,0,0,0,0.0203181554216957,0,-0.018582795946382,0,0,0,0,-0.0527311898584764,0.157050844295599,0.0460953598080405,0,0.11674692120839,0.014055972957353,0,0,-0.00907687037148778,0.027612089952679,0,0,0,-0.0185134069008046,0,0
X002353.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.190021861926781,0,0,-0.0353287129820914,0.304891041842326,0,0,0,0,0,0,0,0,-0.0679776399882555,0,0,0,0,0,0,0,0,0,0,0,0.0795890758298939,0,0,0,0,-0.0259069436210544,0,0,0,0,0,0.0317229007608329,0,0,0,-0.00809319207286304,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,-0.0330219347974768,0,0,0,0,0,0,0,0.165023161448246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430299822606331,0,0,0,0,0,0,0.28160400856414,0,0.101875019247554,0,0,0,0,0.0160389302075202,0,0,0,0,0,0,0,-0.0159037085686033,0,0,0,0,0.0592623767698585,0,0
X600486.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725235963596291,0,0,0,0,0,0,0,0.0591578838614935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201598120359929,-0.013495173731072,-0.0602622243061149,0.0809190145198582,0,0,0,0,0,0
X600803.SH,0,0,0.0630804174188347,0,0,0,0,0,0,0,0,0,0.0351960610507431,0,0,0,0.138679724402408,0.0964188299713134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100591129473554,0,-3.46944695195361e-18,0,0,0,-0.0683675461678445,0,0,0,0,0,0,0,0.00382269230762595,0,0,0,0,-0.0127369970574069,0,0
X600188.SH,0,0,0,0.388089310667499,0,0,0,0,0,0,0,0,0,0.0585570593362059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245597337257459,0,0,0,0,0,0,0.0520908120431798,0,0,0.0924201503903886,0,0.0409541814522014,0,0,0,0,0,0.0296333986904946,0,0.152217937963909,0,0,0,0,0,0,-0.0327728198955012,0,0
X002080.SZ,0,0,0,0,0,0,0,0.0547752603007275,0,0,0,0,0,0.230706654487397,0.00293486703074879,0.242208555826161,-0.0706968510006292,0,0,0,0,0,0.105134327844535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113790179587373,0,0,0.220355361262159,0,0,0,0,0,0,-0.0717747198270588,0,0,0,0,0.211139916815656,0,0
X601991.SH,0,0,0,0,0,0,0.00982137876983066,0,0.106985064917973,0,0,0,-0.0147842026912615,0.0589715886291474,0,0,0,0,0,0,0,0,0,0,0,0,0.0746982901522478,0,0,0.0391985880279871,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0100178089408327,0,0,0,0,0,0,0,0,-0.023046584730762,0,0,0,0,0,0,0
X600801.SH,0,0,0,0,0.0807672246422811,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.156443164909707,0,0,0,0,0,0,0,0,0,0.0140143528708364,0.107120653573321,-0.00451156880086621,0,0,0,0,0,0,0,0.0794486883649713,0,0.100777121640504,0,0,0,0,-0.00808005776714807,0,0,0,0.00620617327265283,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365227597520372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279390456797721,0,0,0.0396575919273185,0,0,0,0.00793635654110425,0.00360839570362406,0,0,0,0,0,0.055032734267141,0.0119228509540752,-0.029935313452272,0,0,0,-0.00847009549663181,0,0
