,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X601600.SH,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X002271.SZ,X000877.SZ,X600795.SH,X600027.SH,X600426.SH,X600362.SH,X601991.SH,X600803.SH,X601699.SH,X000983.SZ,X600176.SH,X600489.SH,X000807.SZ,X000786.SZ,X000408.SZ,X600160.SH,X000539.SZ,X300037.SZ,X600219.SH,X600995.SH,X000629.SZ,X600688.SH,X600378.SH,X000932.SZ,X002080.SZ,X600985.SH,X600612.SH,X600157.SH,X002409.SZ,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.516328962177638,0,0,0,0.132041045032681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00588928010151597,0,0,0,0.0144388804698988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677529965474263,0,0.0961407628295509,0,0,0,0,0.0457415585168747,0,0,0,0,0,0,0
X600028.SH,0.668523216650899,0,0,0,0,-0.0897608170281162,0,0,0,-0.105604327053329,0.0385865310403769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297096991112312,0,0,0,-0.0241077755948136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00695027994594195,0,0,0,0,0,0,0
X601088.SH,0.163668274232252,0,0,0,0,0,0,0,0,0.0200796340425664,0.2594388645732,0,0,0,0,0,0,0,0,-0.026808952924073,0,0,0,0,0,0,0.0648385314476283,0,0.059267726548376,0,0,0,0.0918492561778338,0,0,0,0,0,0,0,0,0,0.0546139215973566,0,0,0.0634358910820002,0,0,0,0,0,-0.0322344907438358,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.186127106541412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150251550685129,0,0,0,0,0,0.0625071369575703,0,0.0725675062173611,0,-0.0150285216409496,0.0253015051313242,0,0,0,0,0,0,0,0,0.0260866315533727,0,0,0,0,0,0,0,-0.0220926923348041,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753057089798361,0.361070363216669,0,0,0,0,0,-0.0637881305333941,0,0,0,0,0,0,0,0,0,0.137546679038478,0,0,0,0,0.00395094399417286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.436744176077609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103396033909808,0.104621672118624,0,0,0.207934671070761,0,0,0,-0.0848308404149723,0,0,0,0,0,0,0,-0.0497632427610752,0,0,0,0,0,0,-0.0621634429183115,-0.0253419830736294,0,0,0,0,0,0
X600585.SH,0,0,0,0.0674197339362329,0,-0.0805207833778865,0,0.126050520366146,-0.0213168617959206,0,0,0,0,0,0,0,0,0,0,0,0.0260463700669317,0.040479831607414,0,-0.101798981016958,0,0,0,0,0,0,0,-0.027775909683414,0,0.267557094462666,0,0,0.0553041553561541,0.0239199860508992,0,0,0,0,0,0,0,0,0,0,0,0.0580491372945516,0,-0.0260988129789562,0,0,0,0,0,0,0
X600019.SH,0,0.0505176578296455,0,0,0,0.124535180074508,0,0,0,0,0,0.0971759626296581,0,0.0950823813810057,0,0,0,0,0,0,0,0,0,0,0,0.0216479828536529,0.0522088784774323,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.044995599258085,0,0,0,0.136564292649616,0,0,0,0,-0.0244755018818236,0,0,0,0,0.0397724115203393,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.45284464667097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0333271492548078,0,0,0.0533524933459651,0,0,0,0,0,0.106573536249898,0,0,0,0,0,0,0,0,0,0,0,-0.0108021600973623,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.091383637679176,0,0,0.503636140162242,0,0,0,0.262057558567305,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.039656849998177,0,0,0,0,0,0,0,0,0.0791022233505096,0,0,0,0,0,0,0,0,0.121033683568479,0,0,0,0.0126549812867498,0,0,0,0.0292078382810518,0,0,0,0,0,0
