,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X600547.SH,X601600.SH,X600688.SH,X600795.SH,X600362.SH,X600188.SH,X300072.SZ,X601991.SH,X600157.SH,X600027.SH,X600111.SH,X600886.SH,X601992.SH,X600660.SH,X600309.SH,X600489.SH,X000898.SZ,X600299.SH,X000723.SZ,X601158.SH,X000709.SZ,X000792.SZ,X002466.SZ,X002075.SZ,X000959.SZ,X600583.SH,X000630.SZ,X000408.SZ,X600219.SH,X600352.SH,X000883.SZ,X000983.SZ,X600098.SH,X600623.SH,X000539.SZ,X600549.SH,X000060.SZ,X600021.SH,X000027.SZ,X000937.SZ,X601699.SH,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0474974219660854,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0327054925130877,0,-0.000827096592306667,0,0,0,0,0,0.0394462156520045,0,0,0,0.036768225985055,0,0,0,0,0,0,0,0,0.265371671656552,0,0,0,0,0,0,0,0.057004424338394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0343404419132804,0,0,0,0,0.0441274222651287,0,0,0,0,0,0,0.0650588292637109,0,0,0.0530839482660081,0,0,-0.0186329732948423,0,0,0,0,0.0315867825560726,0.319758279342325,0,0,0,0,0,-8.67361737988404e-19,0,0.00612212847434317,0,0,0,0,0,0,0,0,0,0.034458135340956,0.00404619618696804,0,0,0,0,0,0
X601088.SH,0,0.132416816909147,0,0,0,0,0,0.196889632027329,0,0,0,0,0,0,-0.0108640017071929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163020380833691,0,0,0,0,0.0439667810024103,0.0229520721254779,0,0,0,0,0,0,-0.00700095465406147,0,0.0315992586836706,0,0,0,0.0328198051261745,0,0,0,0,-0.0561050095843806,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.148745558843645,0,0.0615329497408505,-0.0870809618756908,0,0,0,0.013632207999658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374966219611641,0,0,0,0,0,0,0,0,0.065490982862124,0,0,0,0,0.0884456693528163,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0.118172189697017,0,0,0,0,0,0.0406148050867184,-0.0533317782124636,0,0,0,0,0,0.051546713560684,0,0,0,0,0,0,0,0,0,0,0,0,0.0362722751696398,0,0,0,0,0,0,-0.032531272297113,0,0,0,0,0,0,0,0,0,-0.00972233301529492,0,0,0,0,0,0,-0.0586616714907244,0.103890301081198,0,0,0,-0.0165169741717667,0,0.00503657984030577
X600585.SH,0,0,0,0.0533345736287116,0,0,0,0,0,0,0,0,0,0,0.0417489048719725,0,0,0,0,0,0,0.115266653561765,0,-0.0361283401896841,0.0609851620015048,0,0.0325824320969641,0,0,0,0,0,0.0372347151912357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412148580665387,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0109574421426936,0,0,0,0,0.0294637171621664,0,0,0,0,0,0,0,0,0.109402302895841,0,0.247938308162074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677810206641098,0,0,0.0557179981637205,0,0,0.0323486768249145,0.0111083949059151,0,0,0,0.0127202652018021,0,0,0,0,0,0
X601898.SH,0,0,0.255774641263894,0,0,0,0,0,0,0,0,0,0,0.0497795445945263,0,0,0,0,0,0,0,0.0195875333015681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801341850825663,0,0.108866693026141,0,0.0439013292249271,0,0,0,0,0,0.0842458381172751,0.144185225062657,0,0,-0.0114232031482946,-0.062986157412602,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0574930974836972,0,0,0,0,0,0,0,0,0.0559269566178748,0,0.969537941460845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0029243725114761,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.0280157168497086,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0661199733923097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880630118652954,0,0,0,0,0,0,0,-0.0926630207997156,0,0.229692336488519,0,0.0325312731511779,0,0,0,0,0,0,0,0.264079444703594,0,0,0,0,0,0,0,0.0788996048508345,0,0,0,-0.0980981981286222,0,0
