,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600660.SH,X600010.SH,X600886.SH,X601898.SH,X601600.SH,X000792.SZ,X600362.SH,X600688.SH,X000786.SZ,X600188.SH,X600352.SH,X601991.SH,X600795.SH,X600027.SH,X601992.SH,X600111.SH,X600299.SH,X600176.SH,X002075.SZ,X600489.SH,X000401.SZ,X600426.SH,X000723.SZ,X601158.SH,X002466.SZ,X600219.SH,X000932.SZ,X600126.SH,X000898.SZ,X600486.SH,X002353.SZ,X600315.SH,X600529.SH,X000553.SZ,X000883.SZ,X600516.SH,X600612.SH,X000709.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.149911578914245,0,0,0,0,0,0,0,0,0,0,0.001113991657204,0,0,0,0,0,0,0,0,0,0.12319383064356,0.0266167593390204,0,0,0,0,0,0.0179201641254283,0,0,-0.0209352113417611,0,0,0.0612718637085438,0,0,0.0277643017860215,0,0,0,0,0,-0.0105515548381454,0.00909474681156184,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347286198765094,-0.0125797961116714,0.111746945994963,0,0,0,0,0,0,0,-0.00988154329479659,0,0,0.0871196194199259,0,-0.0152629601272627,0.0217371549575049,0,0,0,0,0,0.00347786921669362,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0246470969842664,0,0,0,0,0.00811525077871431,0,0.418655499136258,0,0,0,0,0,0,0,0,0.0747080769482994,0,0,0,0,0,0,0,0,0,0,0,0.0534508387500586,0,0,0,0.00570918179245976,0,0,0,0,0.0686877470993202,0,0,0,0,0,0,0,0,0,0.00537210745012959,0.00437656174095481,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0238802141344642,0,0,0,0,0,0,0.0758082393843761,0,0,0,0,0,0,0,0,0,0,0.0466819169535148,0,0,0,0,0,0,0.0767372858116394,0,0,0,0,0,0,0,0,0,0,0,0,0.0345421861810682,0,0,0,0,0,0,0,0,0.00456106160875152,0.019234639606584,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0427360630764879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101811348680226,0,-0.027856335721032,0,0,0.0716624745290751,0.0405959755807,0,0.0462411189294865,0,0,0,0,0,0.154520885573297,0,0,0,0,0,0,0,0,0.0259192649336681,0.0107330706797794,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431619538848005,0,0,0,0,0.0028848224227527,0,0,0.0222182529606686,0,0,0,0,0,0.127529208512941,0,0,0.072778016633967,0,0,0.033880082346409,0.0333542478588998,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.137545792047972,0,0,0,0,0,0.113081533111803,0.0295118029101139,0.0776327250719721,0,0.00230978288548341,0,0,0,0,0,0,0,0,0,0,0.13624144703334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005967142934078,0.00419379517351007,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.227368934155667,0,0,0,0,0,0,0.155750913901901,0,0,0,0,0,0,0,0,0,-0.102258116278449,0,0.18080255136585,0,0.158099025502623,0,0,0,0,0,0,0,0.0408717468024791,0,0.0324579438093879,0,0,0,-0.0925303715621436,0,0,0,0,-0.076178603014632,-0.00348370878656419,0.00099061335728164,0,0,0,0,0,0
X600011.SH,0,0,0,0.242158325217002,0,0,0,0,0,0,0,0,0.00585965769570652,0,0,0,0,0,0,0,0,0,0.12761902018119,0,0,0.190065117762397,0,0,0.103087569691152,0,-0.0469565343142746,0,0,0,0,0,0,0,0,0,0,0,0,0.0334406490831234,0.0388796668601598,0,0,0,0.064221203164945,0,0,-0.00263399228089128,0.00351350757625567,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.153730938041967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100662579909217,0,0,0,0.0709291893345625,0,0.250765046984493,0,0,0,0,0,0.0812384916243778,0.0258957209884163,0.371346775033701,0,0,0,0,0,0,0.00333419368170352,-0.0149996024448107,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0642712453135107,0.115877201057066,0,0,0,0,0,0,0,0,0,-0.123500237168377,0,0,0,0,0,0.0483107486007692,0,0,0.0510128051077845,0,0,0,0,0.204894419643798,0,0,0,0,0,0,0.000668709493660316,0.017881089977964,0,0,0,0,0,0
X600801.SH,0,0,0.0983414464631838,0,0,0,0,0,0,0.0215738263863657,0,0,0,0,0,0,0,0,0,-0.0359953389680496,0,0,0,0,0,0,0,0,0,0,0,0,0.127261298402886,0.00185165270015363,0,0,0.0280918234085207,0,0,0.0209137221390841,0,0,0.0428312260361771,0,0,0,0,0,0,0,0,0.0196650064678521,0.0329867642895318,0,0,0,0,0,0
X600660.SH,0,0,0.121206570659689,0,0,0,0.110242196391528,0,0,0.153569463300181,0,0,0,0,0,0,0,0.0928617894499684,0.0533462882114987,0.0607028693621582,0.0737444453698823,0,0.0436112606081636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570816186674817,0,0,-1.73472347597681e-18,0.0421761436575499,0,0,0,0,0,0,0.0341923835091056,0.0225241104198456,0.00768284927139696,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255641071228828,0,0,0,0,0.00273889408628521,0.0554687640073547,0,-2.16840434497101e-19,0,0,0.00909298296229914,0,0,0.0179211334687161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104009746801243,-0.00577754811964812,0,0,0,0,0,0
X600886.SH,0,0,0,0.274523340023925,0.12787375267247,0.0640388438128111,0,-0.0232539178514332,0,0.0281170517732015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737228523630287,0,0.0162962028389901,0,0,0,0,0.0255925990428993,0,-0.0291611439871321,0,0,0,0,0,0,0,0,0,0,0,-0.00686010766087355,0,0,0,0,0,0,0,0.00625046552940573,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0127593014471542,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562597703133813,0,0.0043702194647104,0,0,0,0,0.122763985473196,0,0.111748722992271,0,0.115373143363125,0,0,0,0.0260562120419939,0,0,0,0,0,0,0,0,0,0,0,0.01647770408611,0,0.0760604449352093,0,0,0,0.00215397774779878,-0.0057610465217924,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.00424893093489909,0,0,0,0,0,0,0,0,0,0,0.0299178723718553,0,0,0,0,0,0,0.132667757588614,0,0.0394763913441589,0,0,0,1.73472347597681e-18,4.33680868994202e-19,0,0.00232928007803972,0,0,0,0,0,0,0,0,0,0,0.0779794586627863,0,0,0,0.0107089506167514,-0.0034255390434085,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.135695879448651,0,0,0,0,0.366198490993989,0,0,0,0,0,0.178448442939103,0,0,0,0,0,0,0,0,0.00374575732846143,0,0,0.108503537805095,0,-0.0339094000315277,0,-0.132788097673985,0,0,0,0,0,0,0,0,-0.0486271492460061,0,0,0,0,0,0,0,-0.00662885008610894,0.0445252914174795,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.130207541766446,0.0651827932849216,0,0,0.210678906428551,0,0,0,0,0,0,0,0,0.0536163333305678,0,0,0,0,0.0215677408193259,0,0,0,0,0,0.00405421563519351,0,0,0,0,0,0,0,0.0570098209627948,0,0,0,0,0,0.0419742825231965,0,0,0,0,0,0,0,0,0.0205619714400083,0.03069399104472,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0.219394273957072,0,0.0758243096714892,0,0,0.109531087672591,0,0,0,0,0,0,0.352116021911464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612434131233695,0,0,0,0,0,0.0937116532414193,0,0,0.241683314147358,0,0,0,0,0,0.029120038834325,0.0253296965443999,0,0,0,0,0,0
X000786.SZ,0,0,0.186764393158008,0,0,0,0,0,0,0,0.158202890056801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477292579339737,0,0,0,0.021790723739882,0,0,0,0,0,0.140305518082972,0,0,0,0,0,0,0,0.120144995435357,0,0,0,0,0.0415820207991434,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537007001962931,-0.0111076827108891,0,0,0.148672265578868,0,0,0,0,0,0.155199866206128,0,-0.00727696639080034,0,0.0733752707199707,0.102964929749955,0,0,0,0,0,0,0,0,0.0130186790110563,0,0,0,0,0,0,0,0,0.00721039577648947,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0.0793566244705298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204582615363774,0.00691062187721341,0,0,0,0,0,0,0,0,0,0,0,0,0.123087639329666,0,0,0,0.0278447596165687,0.0036506708674956,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0.0324009794379046,0,0,0,0,0,0,0.0404330494591852,0,0,0,0,0.100685909696984,0,0,0.0889935531131127,0,0,0,0,0,0,0,0.15839715685054,0,0,0,0,0,0,0,0.0201055525400489,0,0.0655373181063798,0,0,0,0.164304014792459,0,0,0,-0.0017923753397601,0.00261961779890425,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.0197828576603974,0,0,0,0,0,0,0,0,0.0396840989976269,0,0,0,0.0408372316527526,-0.00621061150418436,0,0,0,0.144599945466007,0,0,0,0,0,0,0.000141100920502509,0,-0.02234802279792,0.0941288997164135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043361286662647,0.0120403252911139,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0.25252053416995,0.0162155729274767,0,0,0,0,0.0103122865427275,0,0,0,0,0,0,0,0,0,0,0,0,0.112973738499124,0,0,-0.0502824569374621,0,0,0,0,0,0.00889109906892567,0,0,-0.0189012215148134,0,0,0.0980194769360234,0,0,0,0,0,0,0,0.05508231027706,-0.0148525591643693,0.0190888959765745,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229266062242406,0,0,0,0,0,0,0.0807188685794987,0.00919068494927531,0,0.0884734802872673,0,0.0489454189813505,0,0,0,0,0,0,0,0,0,0,0,0,0.153545293878445,0,0,0,0.00794947747009487,0.00711131292647446,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883174003474652,1.73472347597681e-18,0,0,0.144427585610668,0.0786332060728981,0,0,0,0,0,0,0,0.0314788085367108,0,0.0255946348624994,0.078054553292125,0,0,0,0,0,0.0033105266460989,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177572133724981,0,0,0,0,0.0369911916378791,0,0,0,0,0,0,0.00139974967060522,0,0.0898761447991755,0,0,0,0,0,0.0961404989021807,0.268597613212715,0,0.071892181613959,0,0,0,0,0,-0.0217157541975811,0.0107933641794829,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.440329715376809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000738430117698632,0.0755480042319965,0,0.08338628169727,0,0,0,0,0,0,0,0,0,0,0,0.0138317706168,0,-8.67361737988404e-19,0,0,0,0,0,0.0133653501738281,0,0,0,0,0,0,0,0,0.0121080984523946,0.0300594942815404,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0.00576280280435859,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.1399643800271,0,0,0.126024471125122,0,0,0,0,0,0,0,0,0,0,-0.413221691574524,0,0,0.262463977758313,0,0,-0.0337962406320868,0,0,0.0738232991344691,0,0.296672419112382,0,0,0,-0.336391895319004,0,0,0.0294186775967593,0.0654934198246276,0,0,0,0,0,0
