,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X600011.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600547.SH,X601898.SH,X601600.SH,X600111.SH,X000708.SZ,X600660.SH,X002271.SZ,X000301.SZ,X600010.SH,X600886.SH,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X601699.SH,X600803.SH,X600176.SH,X000983.SZ,X600489.SH,X601991.SH,X600027.SH,X000786.SZ,X000807.SZ,X600160.SH,X600995.SH,X000629.SZ,X002080.SZ,X600378.SH,X600219.SH,X000933.SZ,X000723.SZ,X000932.SZ,X600096.SH,X000408.SZ,X300037.SZ,X600688.SH,X000831.SZ,X600157.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.276728511076905,0,0,0,0,0,0,0,0,0,0,0,0.0867713294132796,0,0,0,0.0965185505558411,0,0,0,0,0,0.0436731875991619,0,0.0617508248593733,0,0.0342094976002327,0,0,0,-0.0231368415365461,0.0468666506846344,0,0,0,0,0,0,0,0,0,0,-0.0500351046162666,0,0.0420575861079468,0,0,0,0,0,0.038998750820809,-0.0454091830525835,0,0,0,0,0,0
X600028.SH,0,0,0.136608346136092,0,-0.111863820611094,0,0,0,0,0,0,0,0.241337893985117,0.0346146422168742,0,0,0,0,0,0,0,0.0936389274463168,0.0323129141131765,0,0,0,0.0625364795895407,0,0,0.00795837761988975,0,0.0362596115202625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254095268455536,-0.0162054887240389,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0448138922129132,0.152608652601604,0,0,0,0.0018094385545069,0,0,0,0,0,0,0,0.128983606720129,0.0302938688765361,0,0,0,0,0.0179108203234675,0.0326048248970533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0662370215928766,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0.0212192332636005,0.201952588601748,0,0,0,0,0,0,0,0.055365565672536,0,0,0,0,0,0.0696588363328634,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418896711991899,0,-0.000394658959778504,0,0,0,0,0,0
X600188.SH,0,0,0.651970778866448,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.413038027717188,0.0230738821593341,0,0,0,0,0,0,0,0.0453474648679054,0,0,0.180962293312891,0,0,0,0,0.0573584593260491,0,0,0,-0.0366901549592894,0,0,0.174361126375008,0,-0.125619579896836,0,0,0,0,0,0,0,0,-0.0180141464797937,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237731627012237,0,0,0,0.0654174684742994,0.0301357610786075,0,0,0.394931460585782,0,0,0,0,0,0,0,0,0,0.0192407640138422,0,0,0,0,0,0,0,0,0.0839240881569877,0,0,0.0446708402377259,0,0,0,0,0,0,0,0.00693315022325935,-1.0842021724855e-19,0,0,0,0,0,0
X600019.SH,0.290424193672632,0.166764263644436,0,0,0.121672064812694,0,0,0,0,0,0,0,0,0.0323996377957901,0,0,0,0,0,0,0,0.206087310977238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261273947577918,-0.0161670799960117,0,0,0,0,0,0
X600011.SH,0,-0.0121128527036148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454347436064958,0,-0.0169276008009175,0,0,0,0,0.107019359760805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,-0.0479584629903697,0,0,0,0,0,0,0,0,0.660845486778548,0,-0.0526271027271331,0,0,0,0,0,0,0.0590741590314055,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0715077145464284,0.0310554868578518,0,0,0,0,0,0,0,0,0,0,0.0523110565457364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.513427405291914,0,0,0,0,0,0.173227180374373,0,0,0,0,0,0,0,-0.0210730336844794,0.0408526229462852,0,0,0,0,0,-0.0394393407762024,0,0,0,0,0,0,0,0.0148594250293996,0.0787440896376723,0,0,0,0,0,0,0.00722141332303044,0,0,0,0,-0.0349972792832376,-0.00655907291699321,0,0,0,0,0,0,0
