,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X002271.SZ,X000708.SZ,X601898.SH,X600547.SH,X002466.SZ,X601600.SH,X600362.SH,X000301.SZ,X600111.SH,X600010.SH,X000786.SZ,X600188.SH,X600426.SH,X600886.SH,X600011.SH,X600176.SH,X000027.SZ,X601991.SH,X600803.SH,X600795.SH,X600352.SH,X002353.SZ,X600489.SH,X600219.SH,X000898.SZ,X000825.SZ,X600688.SH,X000408.SZ,X000932.SZ,X600801.SH,X600315.SH,X300037.SZ,X601699.SH,X002080.SZ,X000807.SZ,X000959.SZ,X600486.SH,X600157.SH,X002409.SZ,X600399.SH,X000830.SZ,X600027.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574069963819007,0,0.0269166308176704,0.165544936609591,0,0,0,0,0,0,0,0,0,0,0,0,0.0332056645380013,0.0154621405168108,0.00665522909092127,0,0,0,0,0,0,0,0.0595517843241108,0,0,-0.0339380374299959,0,0,0,0,0.0169819817762127,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119297510144101,0,0,0,0,0,0,0,0,0,0,0,0.0392853434875592,0,0,0,0.0304992564581844,0,0.000612227786258013,0,0,-0.0798115696391514,0.0549610477132844,0.0422163969551493,0,0,0,0,0.0989724848447955,0,0,0,0.0849707866778071,0,0,0,-0.0349867945705661,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119837963836036,0,0,0.207985121072339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0047730288895829,0,0,0,0,0.0112646412938174,0,0,0,0,0,0,0,0.0128400558742037,0.0363383226833401,0,0,0,-0.00809529548795639,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019157546815415,0,0.254148047643371,0,0.0946062982336713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134884308438032,0,0,0,0,0,0.0795598115196218,0,0,-0.0169186609553056,-0.0387238918210225,0,0,0,-0.0421443038540514,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0153649496073199,0,0.211350505806329,0,0,0,0,0,0,0.0331427430598817,0,-0.0171117407865068,0,0.078742421978124,0,0,-0.0851099178432902,0.0953466796306805,0,0,0,-0.0147216673607126,0,0
X002460.SZ,0,0,0,0,0,0,0,0.131673465045218,0,0,0,0,0.447269236938995,0,0,0.026305364353493,0,0,0.0481339173318454,0,0,0,0,0.0436580913365014,0,0,0,0,0,0,0,0,0,0,0,0,0.0326979836716614,0,0,0.147253969409339,0,0,0.169754209245314,0,0,0,0,0,0.0241026464246568,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00425091119923847,0,0,0,0,0,0,0.0342250060081912,0,0,0,0,0,0,0,0,0,0,0,0,0.118835835603492,0.127878603832794,0,0,0.256368776640538,0,0,0,0,0,0.0979735346478853,0,0,0,0,0.0620502658406765,0.00612893801759135,0,0,0,-0.0277120993868568,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.178372417558016,0,0,0,0,-0.183341819060944,0,0.104605492974317,0,0.152673857131738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158914666128704,0,0,0,0,0,0,0.0401486688724303,0,0,0,0,-0.0269509844942383,0,0,0,0,-0.06462393519395,0,0
X002271.SZ,0,0,0,0.0694605172974541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000351156002788062,0,0,0,-0.0805268068965785,0,0,0,0,0,0.153029791881513,-0.0847665994629231,0,0.0561472322811857,0,0,0,0.0902882745135519,0,0.0263759279983292,0,-0.0445850205491281,0,0.0948390626022755,0,0,-0.0340233115180968,-0.0471411628422498,0,0,0,0,0,0
X000708.SZ,0,0,0,0.121666522971866,0,0.0157052035057706,0,0,0,0,0,0,0.00386179101987324,0.0136727633243087,0,0,0.00184683102004977,0,0,0,0,0,0,0.0796685492217146,4.33680868994202e-19,0,0,0,0,0,0,0,0.189895286868536,0,0,0,0.0990470990193589,0,0.169880663050797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0208194708425217,0,0
