,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X600660.SH,X000708.SZ,X600011.SH,X002271.SZ,X002460.SZ,X600886.SH,X000786.SZ,X600801.SH,X601898.SH,X600010.SH,X600176.SH,X600362.SH,X601600.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600795.SH,X600426.SH,X600111.SH,X600027.SH,X600688.SH,X600299.SH,X601992.SH,X002466.SZ,X000932.SZ,X002080.SZ,X000301.SZ,X002353.SZ,X600219.SH,X002075.SZ,X600486.SH,X000723.SZ,X600529.SH,X000027.SZ,X002250.SZ,X600612.SH,X002409.SZ,X601158.SH,X000883.SZ,X000898.SZ,X600315.SH,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0519470376731722,0,0,0,0,0,0.0618577587813178,0,0.121475953625646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00678923351512022,0.0599048020585257,0,0,0,-0.0348871186902523,0,0,0,0,0,0,0,0,0,0,-0.00508819705984032,0.0071303375403981,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0203985180344681,0,0.0561445897506214,0,0,0,0,0,0.0347494476540897,0.0081263150031138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00946437110819207,0,0,0.0558638486289079,0,0,0,0.010896499035858,0,0,0,0,0,0,-0.011168935832694,-0.0183510412502362,0.0161686765891227,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0335361876159871,0.0493206181129416,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.317028999141872,0.0800835672986792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114057321034869,0,0,0,0,0,0,0,0,0,0,-0.00511901154493788,0.00605821316837009,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0810317168773068,0,0,0.0248453755645652,0,0,0,0,0,0,0,0,0,0.117607505850381,0,0.193250281122125,0,0,0,0,0,0,0.0238928581187492,0,0,0,0,0.0292399794657447,0.0775228829185919,0,0,0,0.000108375201831018,0,0,0,0,0,0,0.0132531758088185,0,0,0,0,0,0,0,0,0.000813571854520854,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0523553703699864,0.083152689532405,0,0,0.175927659845101,0,0,0,0,0,0,0,0,0,0,0,0.01212781650228,0,0,0,0,0,0,0,0,0,0.228269730404219,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075143424495454,0,0.00287181970355182,-0.0441553926747691,0,0,0,0,0,0
X600547.SH,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0625806896040748,0.0206078372693407,0,0,0,0,0,0,0,0,0.473886387369573,0,0.00869624159075038,0,0,0,0.0665448815913802,0,0,0,0,0,0,0,0,0,0.105731510191072,0,0,0,0,0,0,0.172691199316035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0116426702629947,0,0.0424993797286327,0,0,0,0,0,0,0,0.0115764876636602,0,0.146614141946597,0,0,0,0,0,0,0,0,0,0,0,0,0.0865888089965667,0,0,0,0,0,0,0.124327343523322,0,0,0,0,0.0863091696788854,0,0,0,0,0,0,-0.0285467999227118,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0334141996600502,0,0,0,0,0,0,0,0,0.0785461267819395,0,0,0,0.108675281072715,0.146426945530074,0,0,0,0.160171073198513,-0.247420172763488,0,0,0,0,0,0,0,0,0,0,0,0.0117169094149032,0,0.128991475715856,0,0,0,0,0,0,0.101706621379086,0,0,0,0,0.122509401993817,0,-0.026377324857516,0.00467904110469107,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105575003614829,0.138490768509121,0,0,0,0,0,0,0,0.0938276287985294,0,0,0,0,0,0.0810704265762416,0,0,0,0.278313062688757,0,0,0,0,0,0,0,0,0.0378603491548619,0,0,0.0239910805041747,0.00568526503827825,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.144835245375818,0,0.139038937511848,0,0,0,0,0,0,0,0.146641867055346,0,0,0,0,0,0.408723495999754,0,0,0,0.0580825693328139,0,0,-0.0202032735911268,0,3.46944695195361e-18,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0603638989448682,0.0201698250164423,0,0,0,0,0,0
