,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600547.SH,X601600.SH,X600362.SH,X002466.SZ,X000301.SZ,X600111.SH,X000786.SZ,X600010.SH,X600188.SH,X600426.SH,X600886.SH,X600176.SH,X600011.SH,X000027.SZ,X600795.SH,X600803.SH,X601991.SH,X600219.SH,X600352.SH,X600489.SH,X600801.SH,X000932.SZ,X000807.SZ,X600688.SH,X000408.SZ,X000898.SZ,X002353.SZ,X300037.SZ,X000825.SZ,X002080.SZ,X600315.SH,X601699.SH,X600157.SH,X000959.SZ,X600486.SH,X000830.SZ,X600299.SH,X600027.SH,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0307657533855408,0,0,0,0,0,0,0,0,0,0,0,0.0111984505071377,0.0116716445386659,0,0,0,0.116910288184279,0,0.119535422815762,0,0,0,0,0,0,0,0,0,0,0,-0.0177719889959385,0,0.0670578839931922,0,0,0,0,0.0424580652064078,0,0,0,0,0.0252261560950909,-0.0316586444295525,0,0,0,0,0,0,0.0119914249557838,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164567560321628,0,0.0826840217873116,0,0,0,0,0,0,0,0,0,0,0,0,-6.7762635780344e-21,0,0,0.0454529984811816,0,0,0.0357198165436661,-0.0980191741843975,0.000643790648378159,0,0,0.0594734969469894,0,0.0807370494037299,0,0,0,0,0,0.0167733290372094,0,0,0,-0.0201229932094028,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193574854692,0,0,0.117686798025269,0,0,0.00681861430180552,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0120442979056825,0,0,0,0,0,0,0,0,0,0,0,0.000854938846089412,0,0
X600309.SH,0,0,0,0,0,0.22265538733877,0,0,0,0,0,0,0,0.0212150064046218,0,0,0,0.0464253394433445,0,0,0,0,0.0671329217974918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117918133392295,0,0,0,0,0,0,0,0,0,0,0,0,-0.129825755598382,0,0,0,-0.0123615942341071,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00930210167122426,0,0,0,0,0,0,0,0.00349876546074754,0,0,0,0,0,0.00894080850432347,0,0,0.0969577930326837,0.0721123142750954,0,0,0,0,0,0,0,0,0,0,0,0,0.0454487548882234,0.011934488011057,0,0,0,0,0,0,0,0,0,-0.0181091710980685,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.196948852014706,0,0,0,0,0.077999486071169,0.565314054535197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395825828029478,0,0,0,0,0,0,0,0.119362412075279,0,0,0,0,0,-0.023051148000517,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0369590188144794,0.0543812967744057,0,0,0,0,0,0,0,0,0,0,0,0.0425956935907633,0,0,0,0,0,0.336761777027177,0.0852533404142679,0,0,0.0326890694362523,0,0,0.152753814926858,0,0.0682199995992374,0,0,0.0892788212359632,-0.0209863956537682,0,0,0,0,0,0,-0.106028177367188,0,0,0,-0.0117159167310893,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133819511404093,0.135198169160018,0,0,0,0,0,0,0,0.0238138322178731,0,0,0,0,0,0,0,-0.0306234878051619,-4.33680868994202e-19,0,0.153665808302241,0,0,0,0,0,0.0520094342790557,0,0,0,0,0,0,0,0,0,-0.0634172548940968,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.179366468650055,0,0,0.266580967018817,0.128672117818939,0,0,0,0,0,0,0,0.0669187086293475,0,-0.0752096132912013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290010489422662,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142507441153592,0,0,0,-0.0377920870076716,0,0
X000708.SZ,0,0,0,0.0913791216971035,0,0,0,0,0,0,0,0,0,0.0453004436566188,0,0,0.0213188242719114,0,0,0,0,0,0.0741267899342127,0,0,0,0,0,0,0,0,0,0.0283403826423522,0,0,0,0.213144152810811,0,0,0,0,0.116397253294742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0
X601898.SH,0,0,0,0,0,0,0,0,-0.0494535604085318,0,0,0,0.164181920083616,0,0,0,0,0,0,0.0225742808293949,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293231182314438,0,-0.0923940003767019,0,0.0221642765094866,0,0.0265619363969195,0,0,0.116074848395558,0,0,0.0263828140840151,0,0,0,0,0,0,0,0,0,0,0.0212435601588064,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0320849404407438,0,0.0219423988321713,0,0,0,0,0,0,0,0.0764612736572629,0,0,0,0,0,0.179946039672566,0,0,0,0,0.0673227157193654,0,0,0,0.0436359338957237,0.0579433497458368,0,0,0.00621726881390378,0,0,0,0,0,0,0,-0.0188405532743687,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.0393421641218294,0,0,0,0,0,0,0,0,0,0.0123182799056766,0,0,0,0,0,0,0,0,0,0,-0.00558299045416311,0,0,0,0.0962288478705475,0,0,0,0.131459541155659,0.336163634426858,0,0,0,0,0,0,0,0,0.00916515560042849,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0222208942084157,0,0
X600362.SH,0,0,0,0,0,0.238830488243108,0,0,0,0,0,0,0.115866699794559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269501743390912,0,0,0,0,0,0,0.0815088737001904,0,0,0,0,0,0,0,0,0,0,-0.146684483071759,0,0,0,0,-0.0130954697600406,0,0
X002466.SZ,0,0,0,0,0,0.519516288413466,0,0,0.137618856962214,0,0,0,0,0,0,0.166891923160932,0,0,0,-0.0877089339734077,0,0,0,0,0,0,0,0,0.0289875159115631,0,0,0,0,0,0,0,0,0,0,0.136694197829282,0,0,0,0,0.0844282329509254,0,0,0,0,0,0,-0.114802937833102,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0.15255386280663,0,0.0458380513980579,0,0,0,0,0,0,0.0775810712570128,0,0,0,0,0,0.267899118761358,0,0.246522065288407,0,-0.0799295686977929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0309958360403944,0,0,0,0,0,0,0,0,0,0,0,0.0755449669863591,0,0,0,0,0.0177391379718228,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.37759131686124,0.0994892142357752,0,0,0,0,0,0,0,0.10345823703979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00334106417214128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583075641063815,0,0
X000786.SZ,0,0,0,0.305561258175774,0,-5.42101086242752e-20,0,0,0,0,0,0,0.068302324051096,0,0,0,0,0,0,0,0,0,0,0,-0.0142600119725229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223277369787671,0,0,0,0,0,0,0,-0.106276354408158,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.291448452528633,0,0,0,0.0619167969244439,0.143465110920258,0,0,0,0,0,0.0599302276828737,0,0,0.00698400945011511,0,0,0,0,0.0284561344587544,0,0,0,0,0,0,0,0,0,0,0,0.150603353961007,0,0,0,0,0,0.0265339915390173,0.0415966647381547,0.129407271465494,0,0,0,0,0,0,0,0,0,0,0,-0.0321024279857082,0,0
X600188.SH,0,0,0,0,0,-0.0731389222895762,0,0,-0.189605591915122,0,0.543500632361771,0,0,0.233219210188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025631504595484,0,0,0,0,0,0,0,0,0,0.0111429392475579,0,0.288369077017037,0,0,0,0,0,0,-0.0907968560250808,0,0,0,0,-0.00255948837051943,0,0
X600426.SH,0,0,0,0.163838981959752,0,0,0,0,0,0,0,0,0,0.0497646749879378,0,0,0,0,0,0,0,0,0.199040041073587,0,0,0,0,0,0,0,0,0,0,0.00671886553912829,0,0,0,0,0,0,0,0,0.0412965782841153,0,0,0,0.286988950616617,0,0,0,0,0,0,0,0,0,-0.0183587716386429,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.00459910056308756,0,0,0,0,0.0401445740884366,0.024525892673914,0,0.003865214857486,0.0712193191190463,0,0,0.0478414300535139,0,0.113412927617039,0,0,0,0,0,0.0294403782908444,0,0,0.111113892685421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388101802361274,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0.0481499706710549,0,0,0.0759600634503129,0,0,0,0,0,0,0.146654779000568,0.0888419311476773,0,0,0,0.151775600145157,0,0,0,-0.020849826341641,0,0,0,0,0,0,0,0.128906481461218,0.107307317256753,0,0,0,0,0,0,0.256019589862343,0,0,0,0,0.124504125630114,0,0,0,0,0,0,0,0,0,0,-0.0138085625165404,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.020806435286186,0,0,-0.0482263495648579,0,0,0,0,0,0,0,0,0.0374793961000727,0,0.0237163810756305,0,0,0.178943665730226,0,0,0,0,0.070425667142764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171508615685332,0,0,0.00797656245128299,0,0,0,0,-0.0281867601251222,0,0
X000027.SZ,0,0,0,0,0,0.30878249114207,0,0,0,0,0,0,0,-0.184332601649439,0,0,-1.73472347597681e-18,0,0.0958654232154438,0,0,0,-0.0177199327058849,0,0,0,0,0.726966281458087,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.268583521572306,-0.0850990080781552,0.0477317275541592,0,0,0,0,0,0,0,0,0,-0.0568823562653167,0,0
X600795.SH,0,0,0,0,0,-0.0226575567815396,0,0,0,-0.0513637510213398,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0321339816192707,0,0,0.180017420803919,0,0,0,0.137080066600688,0,0,0,0,0,0.0500161929003121,0,-0.0800258025459284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272244548686752,0,0,0,0,-0.0141687568615212,0,0
X600803.SH,0,0,0,0,0,0,0,0,0.11042487355188,0,0,0,0,0,0.00995220148307176,0.118284883727816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114982178890718,0,0,0.0954925938743816,0,0,0,0,0,0,0.186726038300989,0,0,0,0,0,0,0,0,-0.0419265496664847,0,0,0.0241057320154493,0,0,0,0.00708216387745653,0,0
X601991.SH,0,0,0,0,0,0,0,0,-0.182738737447531,0,0,0,0,0,0,0,0,0,0,0.0164239499200531,0,0,0.0371072966593041,0.230171546431524,0.223343349018707,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00815182318342388,0.0524649276976087,0,0,0,0,0,0,0,0,0,0,0,0.0072715717518957,0,0,0,0,-0.0369050765473251,0,0
X600219.SH,0,0,0,0,0,0.0486551430879907,0.160744947769685,0,0,0,0.150320949741933,0,0.223161581318847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359595397834229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211112933214542,0,0,0,0,-0.0139017525473448,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07309858280291,0,0,0,0,0,0,0,0,0.000942561652576834,0,0,0,0,0,0,0,0,0,0,0.0401886172787213,0,0,0,0,0,0,0,0,0,0,0,0,0.173935633587702,0,0,0,0,0,0,0,0,0,-0.0306423684906038,0,0
