,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X600011.SH,X002460.SZ,X600660.SH,X600886.SH,X601600.SH,X600801.SH,X601898.SH,X600362.SH,X600010.SH,X600489.SH,X000786.SZ,X600352.SH,X600176.SH,X600111.SH,X600188.SH,X601991.SH,X600795.SH,X600688.SH,X002466.SZ,X600529.SH,X600426.SH,X600299.SH,X600027.SH,X601992.SH,X002080.SZ,X600612.SH,X002353.SZ,X600315.SH,X600486.SH,X600219.SH,X002409.SZ,X000932.SZ,X600126.SH,X000301.SZ,X000723.SZ,X000027.SZ,X600516.SH,X601158.SH,X000898.SZ,X000401.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.0208251141600175,0,0,0,0,0,0,0,0.0456095216422418,0,0,0,0,0,0,0,0,0.0030977794940281,0,0.0366800332131502,0,0,0,0,0,0.0646681602663871,0,0,0,0,0,0,0,0.131564347364344,0,0,0,0,0,0,0,0.001272005283171,-0.00784517327489883,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0142982442678275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647612091482724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00974753085315242,0,0,0,0,0,0,0,0.117871098881378,0,0.0475159815325195,0,0,0,0,0,-0.000494104826358418,0.00489004898405477,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0.329236656296865,0,0,0,0,0.0927360709348672,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0145625083367712,0,0,0,0,0,0.0268935292682412,0,0,0.00301057813955434,0,0.0762584484626278,0,0,0,0,0,0,0,0.0789010444998924,0,-0.00403652440350871,0.00472757201338798,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.00960184986090545,0.133031172207576,0,0.0261154772067192,0,0,0,0.0183838509514359,0,0,0,0,0,0,0,0,0,0.1018588664149,0,0,0,0,0,0,-0.0302951149100397,0,0,0,0,0,0,0.0329092855661867,0.0340854025460762,0,0,0,0,0.0164043969324603,0,0,0,0,0,0.0724951673639769,0,0,-0.0147583854965311,0.00972890709962161,0.00252606746641212,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0534874950078878,0,0.05877878057565,0,0,0,0.0623119085770029,0,0,0,0,0.0284557055936707,0,0,0,0,0,0,0,0,0,0.233032551075514,0,0,0,0,0,0.00682810562215528,0,0,0,0.0683790876318927,0,-0.0796978091285252,0,0,0,0,0,0,0.16351839177889,0,0,0.00381386851804312,-0.015496851365196,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0583232261892395,0,0.0935855737678252,0,0,0,0,0,0,0,0.641329039060992,0,0,0,0,0,0,0,0,0.00180215683507187,0.00300465522560851,0,0.0675547143444081,0,0,0,0,-0.0412581986622974,0,0,0,0,0,-0.0114541464448365,0,0,0,0,0,0,0,0,-0.133353730081232,-0.00515075734323761,-0.0139098344517821,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146447628591708,0.0209387412221851,0,0,0,0,0,0,0.0240233674095886,0,0,0,0,0,0,0,0,0,0,0,0.00699306679562898,0,0.113273042542386,0,0,0,0.0429439793966124,0,0,0,0.0940164179326267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0870652075003827,0,0.570862076655892,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264786017853765,-0.0843954317628955,0,0,0,0,0,0,0,-0.00926253522227415,0,0,-0.0505302809263066,0,0.0836803856772725,0,0,0,0,0,0,0,0,0,-0.01992528755987,0.00118620894707582,0,0,0,0,0,0
X002271.SZ,0,0,0.231101219506069,0,1.73472347597681e-18,-0.0464999619619217,0,0,0,0,0,0,0,0,0.0116828984483877,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.0754453165424029,0.0444943378988274,0,0,0,0,0,-0.0726278526936372,0,0.124372173026688,0.364344416296706,0.0686601028070573,0.0918962973711689,0,0.0165030577362021,0,0,0,0.013268386035089,0,0,0,0,0,-0.0137288865370605,-0.0313329975769029,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0774008306141293,0,0,0.104368499386694,0,0,0,0,0,0.0579489362295218,0,0,0,0,0,0,0,0.00392139075074729,0,0,0,0.136954904219504,0,0,0,0,0,0,0,0.0238076913146208,0,-0.0452314964556174,0,0,0,0,0,0,0,0,-0.0428093827307245,0.00199079334082967,0.00310785514361068,0,0,0,0,0,0
