,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X600801.SH,X002271.SZ,X600886.SH,X600660.SH,X600010.SH,X601898.SH,X000792.SZ,X601600.SH,X600362.SH,X600688.SH,X600188.SH,X600352.SH,X000786.SZ,X601991.SH,X600489.SH,X600795.SH,X600027.SH,X601992.SH,X600111.SH,X002075.SZ,X600176.SH,X600299.SH,X600426.SH,X000401.SZ,X000723.SZ,X002466.SZ,X600529.SH,X600486.SH,X601158.SH,X002353.SZ,X000932.SZ,X600219.SH,X600126.SH,X600315.SH,X000898.SZ,X600516.SH,X600612.SH,X000883.SZ,X000553.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0456591489510667,0,0,0,0,0,0,0.0884603148241384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00830124134186203,0.0624630958827162,0,0,0,0,0.0363139138701995,0,0,0,4.33680868994202e-19,0,0,-0.0165948370252692,0,0,0,0,0,0.0632968151988658,0.103803564121997,0,0,0.00193320859766492,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741984084684321,0,0,0,0,-0.0244472395689396,0.0348566127335269,0,0,0,0,0.0276886844793902,0,0,0,0.0701012978991262,0,0,0,0,0,0,0,0,0.0383015950230141,0,0,0.00419296723124862,-0.00365545252112569,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0558760916860059,0,0,0,0.0309538982714194,0,0.0632611444716003,0,0,0,0,0,0,0,0,-0.00688998549540138,0,0,0,0,0,0,0,0.0377230409857696,0,0,0.148959830648362,0,0,0,0.00519119029571588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000295977143997129,0.0149824483615266,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.121880785966368,0,0,0,0,0.0146108480449961,0.498903415347192,0,0,0,0,0,0,0,0,0,0,0,0.0294610367263127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0092578447223144,-0.0595474788678676,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00940101637527683,0,0.1120952626405,0.0459892678986358,0,0.0447225685274997,0.0861098368649107,0.0409410481228212,0,0,0.0982309624249695,0,0,0,0,0,0,0.0105311522244717,0,0,0.0457253782504305,0,0.0294807807082388,0.0158702363286426,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419372069643357,0,0,0,0,0.00412201746680904,0,0,0,0,0,0.0628070824461779,0,0,0,0,0,0,0,0,0,0,0.107288630221869,0,0.0672802600567945,0,0,0.0267379724642136,0.0244767872954202,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116660793424926,0,0,0,0,0,0.0342596550285552,0,0.0411226961298466,0.0857229354572044,0,0,0,0,0,0,0,0.147775889944186,0,0.0324794227509051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205793482429263,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.237181895379418,0.0241020464366351,0,0,0,0,0.110890290884906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00163633821781398,0,0,0.0448372575016077,0,0,0,0,0,-0.0113017569437451,0.191804472572634,-0.186283662045081,0,-0.0329694347505898,0,0,0,0,0,0
X600011.SH,0,0,0.277630942626372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125383521880629,0,0,-0.00125053155783607,0,0.103272297119013,0,0,0.031429324466063,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0215279240178302,0,0,0,0,0.012715553842319,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12008080958291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130874402368904,0.133452015433835,0,0,0,0,0.119245897856589,0.333219438579005,0,0,0.215543062264097,0,0,0.00491357544535896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
