,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X002460.SZ,X000708.SZ,X600547.SH,X600660.SH,X002271.SZ,X600011.SH,X601600.SH,X600362.SH,X000786.SZ,X600886.SH,X600176.SH,X600426.SH,X601898.SH,X600010.SH,X600188.SH,X600801.SH,X000301.SZ,X600111.SH,X600352.SH,X600489.SH,X601991.SH,X600795.SH,X002466.SZ,X600688.SH,X600803.SH,X002075.SZ,X600486.SH,X600299.SH,X000932.SZ,X600219.SH,X300037.SZ,X600027.SH,X002353.SZ,X601168.SH,X601992.SH,X002080.SZ,X000723.SZ,X000630.SZ,X002409.SZ,X000898.SZ,X000807.SZ,X000878.SZ,X000027.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0281863080728979,0,0,0.0256184882954193,0,0,0,0,0,0,0,0,0,0,0,0,0.0233677214682338,0,0,0,0,0,0,0,0,0,0,0.00684373145133031,0,0.0228504864941015,0,0.0775114239044499,0,0,0.046221661470942,0,0,0,0,-0.00155180170009695,-0.016605459907025,0,0,0,-0.00552956648498014,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357562835926671,0,0,0,0,0,0,0.0211475499601139,0,0.0250201490329058,0.0138821680165197,0,0.00638784471591369,0,0,0,0,0,0,-0.00855132548629653,0,0,0,0,0,0,0,0,0.0389491417271923,0,0,0,0,0.0092820898767128,0.0390459647107559,0,0,0,-0.0125746273262203,0,0,0,0,-0.0162868988808954,0,0
X601088.SH,0,0,0,0,0,0,0.00390677107136629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813440900029353,0,0,0,0,0,0,0,0.0238755774203142,0,0,0,0,0,0,0,0,0,0,0,0,0.0553112754358905,0,0,0,0,0.0393439893924085,0.0380281526209008,0,0,0,0.00566101760478094,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.137009629373091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470768972023869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00304743873651983,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.407961532533944,0,0,0,0,0,0,0,0,0,0.454764940074352,0,0,0,0,0,0,-0.0151937458167029,0,0,0,0,0,-0.104844295498687,0.184698126249258,0,0,0,0.00638269669353039,0.13683955588674,0,0.202615775879819,0,0,0,0,0,0,0,0,0,0,0,0,0.0413023210963545,1.0842021724855e-19,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.019853542864227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123624467888662,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.00937825084895069,0,0.16249246902744,0,0,0,0.0592226430229683,0,0,0,0.0381584043625198,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.231482498237179,0,0,0,0,0.184745154727506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223184062518427,0,0.0170014339252863,0,0,0,0,0,0.257472502243217,0,0.0229246653658587,0.142132409657835,0,0,0.0614454726645518,0,0,0,0,0.0204556027364011,0,0,0,0,-0.0695190539256001,0,0,0,-0.0540562614046386,0,0
X000708.SZ,0,0,0,0,0.140920055986053,0.0819562797386179,0,0,0,0,0,0.0913739090368421,0,0,0,0,0,0,0,0,-0.191013580217567,0,0,0,0,0,0,0,0.0427140453078827,0,0.087828749173075,-0.0168857253831732,0,0,0,0,-0.0879763391558904,0,0,-3.46944695195361e-18,0,0,0,0,0.022337265421679,0,0,0,0,0,0,-0.0307881310561159,0,0,0,0,0.026164095052198,0,0
X600547.SH,0,0,0,0,0.0372869018131576,0,0.100589429193664,0,0,1.73472347597681e-18,0.096444536808025,0,0,0,-0.0197096946839188,0,0,0,0,0,0,0,0,0.0443846043410226,0,0.557900330067577,0,0,0,0,0,0,0,0,0,0.0934370010367071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00166895388632814,-0.0151842497924317,0,0,0,-0.00669856666680173,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.0198023890754028,0,0,0,0,0,0,0,0,-0.0839157653488273,0,0,0,0,0.0936062639571735,0,0,0,0,0,0.111951625370309,0,0,0,0,0,0.275404028198325,0,0,0,0,0.00503923973643094,0,0,-0.11896127009865,0,0,0.0135259061931117,0,0,0,0,0.0749324981530928,0,0,0,0.0276518763578348,0,0
