,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X601600.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X601992.SH,X000898.SZ,X600176.SH,X002466.SZ,X600111.SH,X000709.SZ,X600516.SH,X600352.SH,X600299.SH,X002460.SZ,X600489.SH,X000629.SZ,X600808.SH,X601158.SH,X600157.SH,X600219.SH,X600801.SH,X000825.SZ,X000883.SZ,X000786.SZ,X000553.SZ,X002470.SZ,X000408.SZ,X600583.SH,X600612.SH,X002110.SZ,X002271.SZ,X000539.SZ,X600021.SH,X600339.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.134498704011517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397202615729871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816229271499282,0.0160278535150582,0,0,0.0174741707185368,0,0.136424583760549,0.0649150943476537,0,-0.0178431957339025,0.0230681263213884,0,0,0,-0.0271627894500636,0,0
X600028.SH,0,0,0,0,0,0.0331104368153464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180255423119625,0,0.0517166539928001,0,0,-0.078468729749051,0,0,0,0,0,0,0,0,0,0,0,0.183592029143615,0,0,0.310484447313712,0,0,0,0.116176569269001,0,-0.0211097205070952,0,0,0,0
X601088.SH,0,0,0,0,0,-0.0755851807547777,0.0154143276251666,0,0,0,0,0,0,0,0,0,0,-0.045873499903757,0.0809706037639991,0,0,0.0991341469276089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137881218477631,0,0,0,0,-0.0160779708291013,0,0,0,0,0.0872324974139849,0,0,0.0223279912290998,0,0,0,0,0.110492377160423,0,0
X600585.SH,0,0,0,0,0,0.173815861244587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801471630806144,0,0,0,0.372786346864286,0,0,0,0,0,0,0,0,0,0,-0.108731363693364,0,0,0,0,-0.0315171016719758,0.0399474148917623,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0628930315480008,0,0,0,0,0,0,0,0,0,0,0,0.103138244571401,0.0905297109200055,0.223305930229938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153286618316786,0,0,0,0,0,0,0.00415461288800401,0.02043425068525,0,0,0,0.0271309102742026,0,0
X600011.SH,0,0,0,0.229006086445046,0,0,0.0586379484061821,0,0,0,0,0,0,0,0,0,0,0.478038450446975,0,0,0,0,0,0,0,0,0,0,0,-0.161751375055898,0.0387952980361823,0,0,0,0,0,0,0,0,0,0.0841903434151354,0,0,0,0,0,0,0,-0.0197034784034944,0,0,0,-0.00243909962956903,0,0,0,-0.0162830446459563,0,0
X600309.SH,0,0.0193499955162896,0,0,0,0.247799431502993,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.246713563959052,0,0,0,0.0786428397075867,0,0,0,0,0,-1.38777878078145e-17,-0.112835663358592,-0.154512188416224,0,0,0.015958045073736,0,0,0,0,0.191423488755574,0,0.387798156193588,0,0,0,0,0,0,0,0,0,-0.174780061305364,-0.0440218385059612,0.0207761773240441,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0938260489630797,0,0,0,0,0,0,0,0,0,0,0.0574866322565869,0,0,0,0,0,0,0,0,0.0935416958479395,0,0,0,0,0,0.0602363295538391,0,0,0,0,0,-0.00702738437627495,0.00896015178174175,0,0,0,0.0734111880855841,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0996754321760079,0,0,-1.73472347597681e-18,0,0,6.93889390390723e-18,0.640150932672969,0.0170020725837703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359609887647351,0,0,0,0,0,0,-0.00335681283415846,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747430084795327,0,0,0,0.113798918689094,0,0.106961540103093,0,0,0.00691795718819102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183718982657832,0,0,0.0721927865742791,0.104865546210355,0,-0.0116150244632758,0.0309472996372664,0,0,0,0.0151076285243713,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591440520975556,0,0,0,0,0.135306505665953,0,0,0,0,0.0732362746022991,0,0,0,0,0,-0.0123780549697442,0,0,0,0,0.0575561350516067,0,0,0,0.0198218018724478,0,0,0.0575561356498825,0,0.0056551658860526,0,0,0,-0.0105878458809174,-0.0014398984968624,0,0,0,0,0,0
