,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600886.SH,X600010.SH,X600111.SH,X000301.SZ,X000708.SZ,X600426.SH,X600362.SH,X002271.SZ,X000877.SZ,X600795.SH,X601699.SH,X000983.SZ,X600176.SH,X600489.SH,X600027.SH,X600803.SH,X000807.SZ,X000786.SZ,X601991.SH,X000932.SZ,X600160.SH,X000630.SZ,X000933.SZ,X600219.SH,X000408.SZ,X000629.SZ,X600612.SH,X002080.SZ,X600985.SH,X600688.SH,X002353.SZ,X300037.SZ,X000539.SZ,X601168.SH,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.661804696850398,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0877739244780133,0,0,0,0,0,0,0,0,0.0079475303656197,0,0,-0.0260630797706995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198210021397789,0,0,0,0,0,0,0
X600028.SH,0.450201257128461,0,0,0,0,0,0,0,0.256548517414566,0,0,0,0,0,0,0,0,-0.0293150211869275,0,0,0,0,0,0,0,0,0,0,0,-0.0565426018670849,0.0648205085100309,0,0,0,0.00259040724682081,0,0,0.0503282808531175,0,0,0,0,0,0,0,0,0,-0.028596141666905,0.0806041600523183,-0.210712589531448,0,0,0.0454620431411548,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.184616705769847,0,0,0,0.123176424842973,0,0,0,0,0,0,0,0,0.0268655009998693,0,0.00908588847481069,0,0,0,0,0,0,0.0410005285394181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839625279355973,0,0,0.0251633005268803,0,0,0,0,0.0604021144792601,0,0,-0.00839683785706578,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.103648982724041,0,0.13706939033371,0.0780484547227079,0,0,0,0,0,0,0,0.0925614676062748,0,0,0,0.0334221324579106,0,0,0,0.022295976694699,0,0,0,0,0.00447414534480398,0,0.0652751164996112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286758216285239,-0.00737590469638427,0,0,0,0,0,0
X600188.SH,0,0,0.673619504881511,0,0,0,0,0,0,0,0.0834059460684364,0,0,0,0,0,0,0,0,0,0.0290182137407911,0,0,0,0,0.221454055416533,0,0,0,0,0,0,0,0,0,-0.0246546627325944,0,0,0,0,0,-0.225341542692098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.00496711837934023,0,0,0,-0.0962610553994512,0,0,0,0,0,0,0,0.121930668443265,0.198477252244853,0,0,0,0,0,-0.0221752275084305,0,0,0.0511525189115682,0,0.0510447138258122,-0.021814757445821,0,0.209301110576571,0,0,0,0,0,0,0,0.103574175436118,-0.0243522545392276,0,0,0,0,0,0.00735491557314564,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106544536255308,0,0,0,0.0718375646674455,0,0,0.104905178562056,0,0,-0.0161571499564387,0.126370023763803,0,0,0,0.284292205418548,0,0,-0.00684203443198802,0,0,0,1.73472347597681e-18,0,0,0,0,-0.137001454849472,0,0,0,0,-0.021806955739633,0.0536734927322455,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0478949050073401,0,0,0,0,0,0,0,0,0.248416297468868,0,0,0,0,0,0,-0.348377355808641,0,0,0,0,0,0,0.334947160761412,0,0,0,0,0,0.014593190859727,0,0,0,0,0,0,0,0,0,0,0,0.184569878388885,0,0,0,0.00996262401751865,0.0376074006104592,0,0,0,0,0,0
X601898.SH,0.158973479761719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302447394446568,0.155005132275373,0,0,0,0.0631593629121714,0,0,0,0,0,0,0,0,0,0.0328801937727984,0,0,0.251715927117235,0,0.0229516807524987,0,0,0.0598151745639099,0,0,-0.0129764408626868,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0682960731105813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410522423786114,0,0.0326429643027205,0,0,0,0,-0.0167738978342058,0,0,0,-0.0579514152861865,0,0.101261677950671,-0.0926656879496413,0,0,0.00962563369949485,0,0,0,0,0.0104785231379351,0,0,0,0,0,0,0,0
