,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002271.SZ,X600801.SH,X002460.SZ,X000792.SZ,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X600688.SH,X600362.SH,X000786.SZ,X600188.SH,X600795.SH,X601991.SH,X600352.SH,X601992.SH,X600027.SH,X600111.SH,X600299.SH,X600489.SH,X002075.SZ,X600176.SH,X000723.SZ,X002466.SZ,X600126.SH,X000401.SZ,X000553.SZ,X600426.SH,X601158.SH,X000898.SZ,X600219.SH,X600516.SH,X000932.SZ,X002353.SZ,X000883.SZ,X600486.SH,X000709.SZ,X600583.SH,X600529.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0422489677361003,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0218295156817447,0,0,0,0,0,0,0,0,0,0,0,0.0130572431755723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129522925164939,0,0,0,0.00883034577863236,0.0192352363998202,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0616781665188387,0.0780250490812311,0,0,0,0,0,0,0,0,0,0.0104248022563156,0,0,0,0,0,0,0,0,0,0.115100924130444,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.145700288008806,0,0,0,0.0563374596041267,0,0,0,0,0,0,0,0.00998989079430397,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.396995408597152,0,0,0,0,0,0,0,0,0.0895926308008863,0.084228899093569,0,0,0,0,0,0,0,0,0,0,0,0,0.0137263843572848,0,0.167115425519586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201782404107134,0.0017272774255049,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.0468884300686524,0,0,0,0,0,0,0,0.0407647862544278,0,0.0432546099023672,0.127506429180826,0,0,0,0.048184128845178,0,0,0,0,0,0,0.00769966265079076,0.0160173928122217,0,0,0,0,0,0.268981748613887,0,0,0,0,0,0,0,0,0,0,0,-0.0131692651192096,0.0114266547864423,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.018409935152566,0,0,0,0,0,0,0,0.0566902979027838,0.014013286946708,0,0,0,0,0,0,0,0,0,0,0.222691707280154,0.00407191333970608,0.0839838319638926,0,0,0,0,0,0,0,0,0,0.114378960475525,0,0,0,0.057105921899389,0,0,0,0.013951256918948,0.0138454926327046,0,0,0,0,0,0
X600547.SH,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.123343076008846,0.00242628768842438,0,0,0,0,0,0,0,0.0527755837567156,0,0,0,0,0,0,0,0,0.867601809479402,0.0141480620604468,0,0,0,0.0795230612259949,0,0.0643261809026019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287162148618389,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0133386920961449,0,0,0,0,0,0.0959936697852457,0,0.250095161850148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830969979550034,0,0.0290538158028768,0,0,0,0.00855954434815272,0.00368944192991237,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.102729983712559,0,0,0,0,0,0.0302125062791146,0,0,0,0,0,0,0,-0.0127588068908082,0,0,0.177567964224088,0.0495319035974243,0.120277743597799,0,0,0.163963001731655,0,0,0,0,0,0,0,0,0,0,0.372878274258303,0,0,0,0,-0.0790422919144315,0,-0.0111768767225427,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0375358410849359,0,0,3.46944695195361e-18,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0768632483551699,0,0,0,0,0.0148443508100438,0,0.574043220188344,0,0.102127803969731,0,0,0,0,0,0,0,0.10157664556739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177053074434511,0.0034760615750634,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.326233650795885,0.12472251331703,0,0,0,0,0,0,-0.0398780518491731,0,0,0,0,0,0,0,0,0.0267699138129034,0,0.176814676910074,0,0,0,0,0.0548710538658547,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0198770100567138,0.0113424287519982,0,0,0,0,0,0
X600801.SH,0,0,0.156298223864768,0,0,0,0,0,0,0.0901847365086476,0,0,0,0,0,0,0,0,0,0.015167001475089,0,0,0,0,0,0,0,0,0,0,0.0563952722672781,0.0519167064317298,0.114369717946405,0,0,0.402761504324292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00721558215169548,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352588846585874,0,0,0.432121291230098,0,0,0,0,0,0,0,0,0,0.106907890372873,0,0,0,0.210671433958412,0.125458076264016,0,0,-0.00596799860632994,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155777086895182,0,0.220525540435744,0,0,0,0.231189963824388,0,-0.113744635129585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00892725763539853,0,0,0,0,0.289074351376689,0,0.03379017917577,0.0183081053881645,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0490699164906931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035625727000277,0,0.0913759337110899,0,0,-3.46944695195361e-18,0,0,0.060739346797511,0.108334667628431,0,0,0,0,0,0,0,0.00506199704397109,0,0,0,0,0.0139316518854974,0,0.0285595029805526,0,0,0,0.0114732959925688,0,0,0,0.0154067475707662,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0107884563545669,0,0,0,0,0,0,0,0,0,0,0,0,0.12800307937705,0.0187287532249898,0,0,0.0513367118588107,0,0.0256690303368015,0,0,0,0,0,0,0,0,0,0,0.0138816951532615,0,0,0,0,0,0,0,0,0,0.00140428858799433,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0514514589807662,0,0,0,0,0.0812637704836527,0,0,0,0,0,0,0.00157566374848981,0.16959044611321,0,0,0,0,0,0,0.147094590483627,0,0,0,0.0262817532673694,0,0,0,-0.0602848934116941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103956733090154,0.00442105609554731,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.00642450171727912,0,0,0,0,0,0,0,0,0.00422282991165513,0,0,0,0.0858078398065061,0,0,0.122381771975245,0.0618731865076227,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0254873439812894,0,0.0095083131244598,0,0,0,0,0.00712360672972502,0,0,0,0.014517597245569,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0.242018284889093,0,0,0,0,0,0,0.0989909875669199,0.0566128866275003,0.109586599249079,0,0,0,0,0,0,0,0,0,0,0,0.0298238826902643,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066405326633407,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.227924681785137,0.174480950289054,0,0.145778268077008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20457539887201,0,0,0,0,0,0,0,0.208810426585821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383914325094206,0.0356310705945384,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0974429323497438,0,0.176305531046042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20935499461281,0,0,0,0.0430225011039543,0,0,0,0,0.0759543137987054,0,0,0,0,0,0,0.288658669730172,0,0,0,0,0,0,0,0,0,0,0.000227782996356231,1.0842021724855e-19,0,0,0,0,0,0
