,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X000708.SZ,X002460.SZ,X600547.SH,X600660.SH,X002271.SZ,X600011.SH,X600362.SH,X000786.SZ,X601600.SH,X600886.SH,X601898.SH,X600176.SH,X600426.SH,X600010.SH,X600188.SH,X600801.SH,X000301.SZ,X600352.SH,X600111.SH,X600489.SH,X601991.SH,X300037.SZ,X002466.SZ,X600795.SH,X600688.SH,X600486.SH,X600803.SH,X002353.SZ,X600027.SH,X601992.SH,X600299.SH,X002080.SZ,X600219.SH,X601168.SH,X000932.SZ,X000898.SZ,X600529.SH,X002409.SZ,X000723.SZ,X000630.SZ,X002075.SZ,X600315.SH,X000878.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,-0.0342727325691677,0,0.0567710471798545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244506155055049,0,0.00396696013677735,0,0.0669828728507188,0,0,0.0308895223291479,0,-0.00299899971154073,0,0,0,0,-0.00654677209236087,0,0,0,0,-0.00330452014278067,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.0414911739660691,0,0,0,0,0,0,0.0350338365127323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468684534900208,0,-1.0842021724855e-19,0,0.0217825377585759,-0.0186076104957122,0,0,0,0.0414046313744517,0,0.0796809743958711,0,0,-0.00184529895401399,0,0,0,0,-0.0125028120756781,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0522987054926523,0.0317660099246324,0,0,0,0,0,0,0.150846171307066,0,0,0,0,0,0,-0.0138731418441101,0,0,0,0,0,0,0,0,0,0,0.107713085095948,0,-1.73472347597681e-18,0,-0.0382633061451175,0,0,0,-0.0461439975402335,0,0.107719644325973,0,0,0.030391784825819,0,0,0,0,-1.0842021724855e-19,0,0
X600585.SH,0,0,0,0,0,0,0,0.0524758933933435,0.0341891106502094,0,0,0,0,0,0,0,0.0230623980232054,0,0,0,0.0306297764372587,0.0381189772402458,0,0,0,0,0,0,0,0,0,0,0,-0.069337343872381,0,0,0,0,0,0.0261784202946781,0,0,0.0619461020554417,0,0,0,-0.0505086392174563,0,0.147910573600612,0,0,0.00947123561751926,0.0213594351489069,0,0,0,-0.00435842069470831,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256182751582285,-0.180499728337408,0,0,0,0,0,0.0599853349996182,0,0.0450925290623777,0,0,0,0,0,0,0,0,0,0.0149418018478121,0,0.0655653953500672,0,0,0,0,0,0,0.032635610113359,0,0,0,0,0.0391479087703748,0.00522222065280392,0,0,0,0.0219215427373124,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.00880472791831446,0,0,0,0,0.124783122827349,0,0,0,0,0,0,0,0,0,0.0597102614582838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000354215490385654,0,0,0,0,0,0,0,0,0.143078243578242,0,0,0.0376709651854143,0.0203860868085555,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0113952226886314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0307110824166755,0,0,0,0,0,0,0,0,0.0692758738459984,0,0.289940004978887,0.0522217103040182,0.0236628858163795,0,0,0.00688820621198471,0,0,0.029518837641296,0,0,0,0,-0.0103438879088458,0,0,0,0,0.00116141252942789,0,0
X002460.SZ,0,0,0,0,0,1.38777878078145e-17,0,0,0,-8.67361737988404e-19,0,0,0,-0.0137651111612965,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185884903017768,0.336225775784403,0,0,0,0,0,0,0,0,0,0,0.240122853917596,0,0,0,-0.0043659025884782,0,0,-0.193884970094146,0.218926941646363,0,0,0,0.00921072471885063,0,0,0,0,-0.0169634677690814,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.0227447393585168,0,0,0,0,0,0,0,-0.0596182622396836,0,0,0,0,-0.00382300934785328,0,0,0.638247249877163,0,0,-0.0223367415241217,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265366638629975,0,0,0,0,0,0,0,0,0.00963525208869777,0.000558204992259437,0,0,0,0.00920217743601971,0,0
X600660.SH,0,0,0,0,0,-0.0789528097631707,0,0.0111142408247652,0,0,0,0,0,0.0253663060782342,0,0,0,0,0,-0.0661512188281232,0,0,0.0150871472982718,0.0565804694136811,0,0,0,0.170552364009921,0,0,0,0,0,0.0656927342369188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107858217956894,0,0
