,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600362.SH,X600010.SH,X600188.SH,X600886.SH,X600795.SH,X600688.SH,X600309.SH,X600583.SH,X600027.SH,X002353.SZ,X601992.SH,X000792.SZ,X000898.SZ,X601158.SH,X000709.SZ,X000883.SZ,X000629.SZ,X600315.SH,X600490.SH,X000825.SZ,X600489.SH,X600352.SH,X600547.SH,X000831.SZ,X000539.SZ,X601699.SH,X000630.SZ,X600307.SH,X000983.SZ,X600660.SH,X600549.SH,X000959.SZ,X000937.SZ,X000960.SZ,X600578.SH,X000027.SZ,X600516.SH,X600157.SH,X000761.SZ,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.00524619612662879,0.00306977301048667,0.0337569400455247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132046695557105,0.0343504911209862,0,0.029091674682745,0,0,0,0.0249361871360793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140821761410769,0,0.0131009670288047,0,0,0,0,0.0207534175417704,0,0,0,0.000217401511273017,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0882393190426873,0,0,0,0,0,0,0,0,0,0,0,0.0234574505217509,0,0,0,0,0.000190787946816845,0.0110038882822493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054526181446438,0,0,0,0,0,0.0284364179164724,0,0.170544283810518,0,0.067335653241142,0.0362103156070243,0,0,0,-0.00355144104329024,0.0112008033820005,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0697805014485037,0,0,0,0,0,0,0,0,0.0207316333523731,0,0,0,0,0,0,0,0,0,0,0,0.0619731367445617,0,0,0,0,0,0,0.0474313720149595,0.249789159908411,0,0,-0.0106053285715837,0.113785953514792,-0.0558808178596567,0.0177644831974678,0,0,0.0213153519743989,0,0,0,0,0.00325634215903507,0,0,0,0,0,0
X600585.SH,0,0.0231631305926527,0,0,0,0,0,0,0,4.33680868994202e-19,0,-0.00137178867915208,0,0,0,0,0,0,0,0,0.0945107403293526,0.0931300122753175,0,0,0,0,0,0,0,0,0.112249512388591,0,0,0.0819260049236527,0,0,0,0,0,0,0,0,0.00660892953106622,0,0,0,0,0.0344136224086126,0,0,0,0,0.00675242222852427,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.076793801298934,0,0,0,0,0,0,0,0.190766671791583,0,0,0,0,0,0,0,0,0,-0.0327408918906413,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.111073030587539,0,0,0.0245671211180318,0,0,0,0,0,0,0.0182279892933815,-0.00228288858110019,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0447789114050511,0,0,0,0,0,0,0,0,0.089349451044924,0,0,0,0,0,0.0810070728680444,0,0,0,0,-0.00756960065110977,0,0,0,0,0,0.0571164614251075,0,0,0,0.0585416119449229,0.103504393214995,0,0,0,0,0,0,0,0,0.00600978547319812,0,0,0,0,0,0,0
X601898.SH,0,0,0.0170389746170704,0.040867002526074,0,0,0,0,0,0,0,0.0237150902623501,0,0,0,0,0,0,0,0,0.0734958933389156,0.0067726457339884,0,0,0,0,0.0798549736673431,0,0,0,0,0,0,0.0948447430603089,0,0.148348849670637,0,0,0,0,0,0,0.118047398688357,0,0,0,0,0,0,0,0,0,-0.00101718981985223,0,0,0,0,0,0
X601991.SH,0,0,0,0.284538116475043,0,0.139335604040967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00683777555604304,0,0,0.0230050196187741,0,0,0,0,0,0,0,0,0,0,0,0.023605668315137,0,0,0,0.136179476206262,0,-0.0883792949445837,0,0,0,0,0.035766354842195,-0.0625107337327187,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0213892585923841,0,0,0.03970809565073,0,0,0,0,0,0,0,0.0117153561365918,0,0.0824597871600987,0,0,0,8.67361737988404e-19,0,0,0.00829266319319414,0,0,0,0.0417414523711481,0,0.125201203558204,0,0.0446987581542728,0,0,0.227120836953138,0,0,0.056857777835695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0971004906834521,0,0,0,0,0,0,0,0.143610068579321,0,0,0,0,0,0.0142127631844321,0.256704747910282,0,0,0.303145449177662,0,0,0.0437808697102374,0,0,0,0,0,0,0.00616463953347285,0,0,0,0,0.0624986237718607,0,0,0,0,0,0,0,0,0,-0.0502194546686619,0.0488732571483313,0,0,0,0,0,0
