,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600886.SH,X600660.SH,X601898.SH,X600010.SH,X601600.SH,X600362.SH,X600489.SH,X600188.SH,X600688.SH,X600352.SH,X601991.SH,X000786.SZ,X600027.SH,X600111.SH,X600795.SH,X601992.SH,X600176.SH,X002075.SZ,X600299.SH,X600426.SH,X600126.SH,X600486.SH,X600529.SH,X000723.SZ,X600315.SH,X601158.SH,X000401.SZ,X600219.SH,X002466.SZ,X002353.SZ,X600612.SH,X000932.SZ,X000898.SZ,X000883.SZ,X600516.SH,X002409.SZ,X000553.SZ,X000709.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541763878841236,0,0,0,0,0,0,0,0.124391161685493,-3.46944695195361e-18,0,0,0,0,0,0.000112200222108246,0,0,0,0,0.0383188727844606,0,0,0,0,0,0,0,0,0,0,-0.00138743475133457,-0.0168737290698432,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000685852705290705,0,0,0,0,0,0,0,0.12012496391571,-0.0148974319360992,0,0,-0.00469974897045895,0,0,0,0,0,0,0,0.0181863857071086,0.0249982167842803,0,0,0,0,0.052462949688128,-0.032626565653651,0.0163866745447967,0,0,0.00339987946992783,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0351596109265873,0,0,0,0,0.0296947194799182,0,0,0.0714895492112666,0,0,0,0,0,0,0,0,-0.0322210296906065,0,0,0,0,0,0,0.0981423692517483,0.0906840472144817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107504462540368,0,0,0,0.0033059608117206,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.12191192541125,0,0,0,0,0,0.0199417578973957,0.402876963060828,0,0,0,0,0,0,0,0,0,0,0,0.0811662943145084,0,0,0,0,0,0,0,0,0,0,0.0264998500093446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0300849796352485,0.00221733759970667,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0113594607543443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288710419421823,0.199204760431951,0,0,0.0202390870448495,0,0,0,0,0,0.083620643142793,0.036662588149946,0,0,0,0,0,0,0,0,0,0.0304871047933539,0.0267740693283619,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726942394757314,0,0.0540477622899459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266848155003849,0,0,0,0,3.46944695195361e-18,0,0,0,0.0101365138729198,0.0445480127787595,0,0,0,0,0,0
X600019.SH,0,0,0.0650591800822032,0,0,0,0,0,0,0,0,0,0,0.00966046702488254,0,0,0,0,0,0,0.0516995145365831,0,0,0.130159910203042,0,0,0,0,0.0340003114261828,0,0,0.105884240810928,0,0,0.0191116602672509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040290925462131,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.00972302483770512,0,0,0,0,0.206483427942606,0.0534194516092377,0,0,0,0,0,0,0,0,0.0376000053152992,0,0,0,0,0,0,0,0.109325824898031,0,0,0,0.0624348889286006,0,0,0,0,0,0,0,0,0.132185190670863,0,0,0,0,0,0,0,0,0,-0.00400512196585708,0,0,0,0,0,0,0
X600011.SH,0,0,0.255395560332153,0,0,0,0,0,0,0.0223737643834216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168970406790239,0,0,0,0,0,0.149067085613798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148292179281874,0.00469726052033924,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224937961703825,0,0,0,0,0,0,-0.0844418780769067,0,0,0.102467405049788,0,0,0,0,0,0.0562957319743728,0,0,0,0,0.145998023659065,0,0.097432091514569,0,0,0,0.238743728017809,0.0668845896143417,0,0,0,0,0,0.119595229062098,0,0,0,0.00271277950577907,-0.011822860907298,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0.129378776564826,0,0,0,0,0,0,0,0,-0.0359157536745838,0,0,0.0448108671533733,0,0,0,0,0,-0.108481011958613,0.121468659897478,1.73472347597681e-18,0.073431553971706,0,0.239921360965569,0,0,0,0,0,0,0,0,0,0,0,0,-0.0384881089550633,0,0,-0.0114617895851662,0,1.73472347597681e-18,0,0,0,0,0,0
X600801.SH,0,0,0,0.0571865633192223,0,0,0,0,0,0,0.0423073937196305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140802279987725,0,0,0.0183584848407814,0.053605748722282,0,0,0.0400615025791128,0,0,0.290236077044363,0,0,0.023596349875438,0,0,0,0,0.00508111652259511,0,0,0,0,0.00936919799790547,0.00768859389631097,0,0,0,0,0,0
X600886.SH,0,0,0.112254053471079,0,0.153000828260722,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700178127217814,0,0,0,0,0.0211520319276336,0,0,-0.0223150209292526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0909823822142984,0,0,0,0.00159230586042968,-0.0293221551770393,0,0,0,0,0,0
