,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600660.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X600010.SH,X000792.SZ,X600795.SH,X600111.SH,X002460.SZ,X600362.SH,X000301.SZ,X600489.SH,X000708.SZ,X600160.SH,X002466.SZ,X600803.SH,X600027.SH,X601991.SH,X000807.SZ,X000786.SZ,X600426.SH,X000983.SZ,X600176.SH,X600219.SH,X000877.SZ,X601699.SH,X002128.SZ,X000630.SZ,X000408.SZ,X600157.SH,X600096.SH,X601168.SH,X000933.SZ,X600985.SH,X002353.SZ,X600352.SH,X600378.SH,X002271.SZ,X600688.SH,X600995.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.076026018955735,0,0,0,0.0630352409730837,0,0,0,0.111491745596109,0,0,0.00662804372749705,0,0,0,0.18128551181136,0,0,0,0.161425634222965,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101833626246324,0,0,0,0,0.0496089515212064,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173086754179261,0,0
X601088.SH,0,0,0,0,0.21299907086605,0,0,0,0,0.0149876683328056,0,0,0,0,0,0,-0.0342448004055777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00983445173798784,0,0,0,0,0,0,0.0443472904597814,0.167673849539542,0,0,0,0,0,0,0,0,-0.0275039182243956,0,0,0,0,-0.0189274876584145,0,0
X600028.SH,0.198189851936871,0.0779126851346072,0,0,0,0,0.0533839017851711,0,0,0,0,0,0,0.0159531526199724,0,0,0,-0.0203141619344573,0,0,0,0,0,0,0,0.0636800984755513,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-1.73472347597681e-18,0.211154870548389,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0351733045861347,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500611314599225,0,0.0540378818870591,0,0.0924876845150556,0.0266408002720721,0.0148819724536966,0.0960598675775337,0,0,0,0,0,0,0.0279178060494582,0,0.0810580104245161,0,0,0.305678430558909,0,0,0,0,0,0,0,0,0,0,0,0,0.109465280445139,0,0,0,0,0,0,0,0,0
X601898.SH,0.193042757047885,0.229664283872562,0,0,0,0.06157941444101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147676520821748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367093989330328,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220170666272148,0,0
X600019.SH,0,0,0,0,0.0421576226928415,0,0,0,0,0.250852398122083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901030661228091,0.113303971578149,0,0,0,0.0398382847765597,0,0,0,0,0,0,0,0.0327894822877276,0,0,0,0,0,0,0,0,0,-0.0175181764746525,0,0
X600188.SH,0,0,0,0.0122121684559943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103708188634237,0,0,0,0,0,0,0,0,0,0.0625300487339138,0,0,0,0.268402466609041,0,0.170363298577328,0,0,0,0,0,0,0,0,0,0,0,0,0.140237583318446,0,-0.0282792247563981,0,0,0,0,-0.0165557784806292,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408841980484965,0,0,0,0.146583257150883,0,0.20326548936565,0,0,-0.037863351135811,0,0.0883630853269062,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.236454626545075,0,0.0512612978493504,0,0,0,0,0,0,0,-0.0240228409385457,0,0,-4.33680868994202e-19,0,0,0,0
X600585.SH,0,0,0,0,0.0310014949876686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681828139366889,0,0,0.00459717144418604,0,0,0,0,0,0,0,0,0,0.276219947196751,0,0,0,0,0,0,0,0,0.121006117263886,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113053326702255,0,0
X601600.SH,0,0.15335646435365,0,0,0,0.153545748467249,0,0,0,0,0,0,0,0,0,0,0,-0.027610318019026,0,0,0,0,0,0,0,0,0,0.22086140816978,0,0,0,0,0.327249537837407,0,0,0,0,0,0,0,0.259491242713547,0.116844600130518,0,0,0,0,0,0,0,0,0,-0.0327426706041167,0,0,0,0,0,0,0
