,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X000301.SZ,X000708.SZ,X600547.SH,X002271.SZ,X601600.SH,X000877.SZ,X600886.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X601699.SH,X600027.SH,X601991.SH,X600803.SH,X000983.SZ,X600995.SH,X000786.SZ,X000629.SZ,X600160.SH,X600096.SH,X000408.SZ,X000723.SZ,X600219.SH,X000807.SZ,X002080.SZ,X600489.SH,X600348.SH,X000933.SZ,X600378.SH,X600141.SH,X600157.SH,X000630.SZ,X600688.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.62874276559853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00432329591278375,0.0713238122646192,0,0.0985281541664945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00667696146795463,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.400802844818739,0,0,0,0,0,0,0.0223831872536994,0,0,0,-0.0107153589442622,0,0,0,0,0,0,0,0,0,0.0919043040807138,0.0199643103698334,0,-4.33680868994202e-19,0.123142494266361,0,0,0,0,0.0151240785563186,0,0,0,0,0,0,0,0,0,0,0,0,0.0738056870086992,0,0,0,-0.000931973274710711,0,0,0,0,0,0,0
X600028.SH,0.568367792954379,0,0,0,0.0274291966652311,0,0,0,0.0108203340284037,0,0,0,0,0,0,0.00429165057090315,0,0,0,0,0,0,0,0,0,0,0,0,0.0539682375162635,0.0750534701325982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000636725090066384,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.0380962831873632,0,0,0,0,0,0,0,0.0787939244099681,0,0.245177644756249,0,0,0,0,0,0.214114994092329,0,0,0,0,0,0,0,0,0.110917919374636,0,-0.119196848310402,0,0,0,0,0,0,0,-0.151885911149869,0,0,0,0,0,0,0,0,-0.00472229016333997,0,0,0,0,0,0,0
X600188.SH,0,0.694536979020288,0,0,0,0,0,0,0,0,0.106070812048527,0,0,0,0,0.0557131227619415,0,0,-0.0771893286039253,0,0,0,0,0,0,0,0,0,0,0,0.0255787713207165,0,0,0.0213351006562642,0,0,-0.0662642310500737,0,0,0,0,0,0.0325542062760474,0.240796373990218,0,0,0,0,0,0,0,0,0.0597843461606547,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.433011434997165,0.150117095944435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446785721707621,0,0.0296606076281909,0,0,0,0.0777971336539506,0,0,0,0,0,0,0,0,0,0,0.00502992133126638,0.0291902355029792,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15862632022871,0,0,0,0.235056150490568,0,0.0231438197392892,0,0,0,0,0,0.088586329538792,0,0,0,0.34765377428198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00220937088256811,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.67783162506285,0,0,0,0,0,0,0,0,-0.00210945067940103,0,0,0,0.139480063654302,0,0,0,0,0,0,0,0.0598716692232724,0,0,0,0,0,-0.103375221388034,0.0963866981646961,0,0.10548742497916,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.0122499250835624,-0.0257852045874379,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.265937603539017,0,0.171396725993203,0,0,0,0,0.136508208513793,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0767749046825125,0,0,0,0,0,0.0563373227674724,0,0,0,0,0,0,0.186101912455846,0,0,0,0,0,0,0,0,0,0,0.049138264149461,-0.0183833385593832,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.00957194050814117,0,0,0,0,0,0,0,0,0,0,0,0.424966667609707,0.0696763100727393,0,0,0,0,0,0,0,0,0.0252664007499774,0,0,0.151686194793685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00491337139245821,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.110506825494751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395040768811328,0,0,0,0,0,0,0.11940155671032,0,0,0.234154259814062,0.362865319783719,0,0,0.0108990236521899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221182599741542,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13428326351738,0,0,0,0,0,0,0,0,0,0.315337547935737,0.438568584619586,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357819241899812,-0.309310328304668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.103814272380381,0,0,0.240759307151231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000285936889774915,0,0,0,0,2.16840434497101e-19,0,0,0,0.0694102030739065,0,0.313586178483966,0,0,0,0,0,0,0,0,0,0,0,-0.0154406842406533,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.143142955628854,8.67361737988404e-19,0,0,0,0,0,0.0975372855958937,0,0.0557245882190231,0,0,0,0,0,0.0316381070880013,0,0,0,0,0,0,0,0,0,0,0.162028907461431,0.134666469243713,-0.0322903700813476,0,0,0,0,0.0158488421280355,0,0,0,-0.0308466702267488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,-0.030410955378845,0,0,0,0,0,0,0,0,0.338962863147749,0,0,0,0,0,-0.115106375502111,0,0,0,0,0,0,0,0,0,0.00897879369070041,0,0,0,0,0,-0.0276990898297683,0,0.0751138365482218,0,0,0,0,0,0,0,0,0,0.339896689889695,0,0,0,0,0.0151059699570134,0.0450956719173734,0,0,0,0,0,0
X000301.SZ,0,0,0,0.102912114489234,0,0,0,0,0,0,0,0,0,0,0,0,0.101916607409256,0,0,0,0,-0.308984427723239,-0.0442210226514237,0.207916941325775,0,0,0,0,0,0,0,0,0,0.29680412341198,0,0.192331642453567,0.0275085170086374,0,0,0,0,0,0,0.113816570119062,0,0,0,0,0,0,0,-0.043215395406036,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.283085147115207,0.148046386667645,-1.73472347597681e-18,0,0,0,0,0,0,0.058309342373584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109630400112529,0,0.0339552390085098,0,0,0,0.103272319743255,0,0,0,0,0.00977512082523156,0,0,0,0,0,0,-0.0252777890646478,-0.0452668966292121,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.0259247538308967,0,0,0.0273633265787056,0,0,0,-0.0303563103045884,0,0,0,0.032995103350252,-0.0346829861211555,0.0772441214634396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705985178636807,0,0,0.0286231553591093,0,0,0,0,0,0,0.00362980944267295,-0.0467045140568395,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.156299811705571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571969679138238,0,0,0,0,0,0,0,0,0.548760944877506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0564670997668649,0,0,-0.00137267161722241,0.00996747993020997,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.270695392545933,0,0,0,0,0,0,0,0.0684356375614275,0,0,0.00808401448416681,0,0,0,0,0,0,0,0,0,0,0,0,0.00413430773700666,0,0,0,0,0.223289886676402,0.290487417924976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0.253864417579323,0,0,0,0,0.00357088540334754,0,0,0,0.0799446320475655,0,0.153680147165667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157894022145088,0,0,0,0,0,0,0,0.0826586049430278,0,-0.0296056669916105,0,0,0,0,0,0,0.304734632564414,0,-0.00672278528307434,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.0286909792526956,0.172743715247099,0,0,0,-0.086935099554305,0,0,-0.0404466769028794,0,0,0,0,0,0,0,0.0750465050214236,0.179996955726053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00224806293039188,-0.0170589281717708,-0.0168701393547789,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.423801856149966,0,0,0,0,0,0,0.0378675096735464,0,0,0,0,0,0,0,0,0,0.053863382826679,0,0,0,0,0.143459424296819,0,0,0.00541946428213829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300277171370329,0,0,0,0,0,0
X600426.SH,0,0,0,0.293507489139225,0.00804406915168678,0,0,0,0.126621151551312,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.0947523155886271,0,0.242716979814428,-0.0359374837125491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00288853059776929,0.0518729089829143,0,0,0,0,0,0
