,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X000708.SZ,X601991.SH,X600362.SH,X600352.SH,X600795.SH,X600688.SH,X000723.SZ,X600801.SH,X600111.SH,X600027.SH,X601992.SH,X600516.SH,X002271.SZ,X600489.SH,X000786.SZ,X002466.SZ,X000898.SZ,X002460.SZ,X600299.SH,X600176.SH,X600426.SH,X600612.SH,X601158.SH,X000709.SZ,X000883.SZ,X002353.SZ,X000629.SZ,X600219.SH,X600583.SH,X000027.SZ,X000630.SZ,X600315.SH,X000553.SZ,X000825.SZ,X600985.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160266270707538,0,0,0.0483020633548038,0,0,0,0,0,0,0,0,0,0,0.0124408018934916,0.0647952931352685,0,0.0582408015895271,0,0,0,0,0.0420632572232778,0,0,0.0437742206735815,0,0,0,0,0,0,0,0,-0.000492001434268027,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037631397916643,0,0,0.074872343274549,0,-0.00560650550594999,0,0,0,0,-0.0339759305753516,0,0,0,0,0.0435682264615921,0,0.0178195383112586,0,0,0,0,0.0279120312511233,0,0,0,0,0,-0.0215375245542994,0,0,0,0,0,-0.00266488225484236,0,0,0.153363354705222,0,0,0,0
X601088.SH,0,0,0,0.420971284674014,0,0,0,0,0,0,0,0,0,0.0139538331498943,0.0324125037932362,0,0,0.00612732567096229,0,0,0.03877583513801,0,0,0,0,0.0199410997565659,0.0230846816763024,0,0,0,0,0,0.0422598326764308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00236006180853554,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080026537766334,0,0,-0.00859830734530437,0.426227965796369,0,0,0,0,0.176010686448299,0,0,0,0,-0.04117917865567,0,0,0,0,0,0,0,-0.0131048432321198,0,0,0,0,0,0,0,0,0,0,0,-0.00542993760211549,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.12167209809574,0,0,0,0,0,0,0.0380069046395374,0,0,0,0.0727167113385891,0,0,0.0201798885092585,0.0446764572401251,0,0,0,0.068534523018971,0.00483603597235837,0,0.0829800237803566,0,0,0.0875235099200229,0,0,0.0401519965193175,0,0,0,0,0,0,0,0,0,0,0,0.00988962794425124,0,0,0,0,0,0,0,0,0,0.00981916842536301,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444254937846937,0,0,0,0.102593102573023,0,0.122284579623213,0.0422146855174118,0,0,0,0,0,0,0,0,0,0,0.0594098733921014,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00438129975698293,0,0,0,0.000913230564417216,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0075283162084383,0,0,0,0,0,0,0,0,0,0.530773058671436,0,-0.0473584625532855,0,0,0,0,0,0.0680375999521474,0,0,0,0,0,0,0,0,0,-0.264544518398072,0,0,0,0,0,0,-0.0387095601705601,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107871558170751,0,0,0,0.0860259736908835,0,0.431654704567293,0,0.0620375149180534,0,0,0,0,0,0,0,0,0,-0.0561729219134058,0,0,0,0.114716331948266,0.0790888332920386,0,0,0,0,0,0,0,0,0,0,0.000703337578602503,0,0,0,0,-0.00343830589623859,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305368217396038,0,0,0,0,0,0,0.121766530156789,0,0,0,0,0.0598469603606159,0,0,0,0.00333602480996184,0,0.0180091300913699,0.00993096956713993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226732959344955,0,0,0,0.00385649265389477,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,-0.0416491844670796,0,0,0,0,0,0,0.149216810895514,0,0,0,0.0335595917538385,0,0,0.0199777717710515,0,-0.0453172230211752,0,0,0,0,0,0,0,0,0,0.0543692504718164,0.10468981073469,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.155291457166432,0.0714360954380054,0,0,0,0,0,0,0,0.0238651832749166,0,0
