,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600660.SH,X601898.SH,X600688.SH,X600188.SH,X601991.SH,X002466.SZ,X600362.SH,X600795.SH,X601600.SH,X600886.SH,X600547.SH,X002460.SZ,X600516.SH,X300072.SZ,X600027.SH,X000898.SZ,X600352.SH,X600111.SH,X000553.SZ,X601992.SH,X600176.SH,X000825.SZ,X000786.SZ,X000709.SZ,X600299.SH,X600426.SH,X000792.SZ,X000408.SZ,X600808.SH,X000883.SZ,X600315.SH,X002110.SZ,X601158.SH,X000830.SZ,X000932.SZ,X601699.SH,X600801.SH,X600219.SH,X600489.SH,X600339.SH,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0374472945066313,0,0,0,0,0,0,0,0,0.059129278590551,0,0,0,0,0.0648031878394344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19522055731715,0,0,0,0.0116934164949269,0,0,0.0262585838099381,0,0.118960496647362,0,0,0,0.0075450633946671,0,0,0.0113379137444092,-0.00232708699388992,0,0,0,0,0,0
X600028.SH,0,0,0.310235118458363,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0715826781868357,0,-0.0627486806975476,0,0,0,0,0,0.0846332176729423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022761620594311,0,0,0,0,0,0,0
X601088.SH,0,0.0883670353492339,0,0.0544131358597752,0,0,-0.0101123421680425,0,0,0,0,0.349146911480683,0,0.0676066072316371,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796571363132743,0,0,0,0,0,0,0.0302342464976461,0,0.00408421736979077,0,0,0,0,0,0,0
X600585.SH,0,0,0.308608421831019,0,0,0,0,0,0,0,0,0.0117416652723467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102615708047101,0,0,0,0,0,0,0,0.00194060260391463,-8.67361737988404e-19,0,0.262181494736369,0,0,0,0.0988187291234335,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.38902562136731,0,0,0,0,0.0217340484964516,0,0,0,0,0,0,0,0,0,0,0,0.0238367685042899,0,0,0,0,0,0,0,0.129830398861428,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00860024717206134,0.0831015498224196,0,0,0,0,0,0
X600309.SH,0,0,0,0.024457245961313,0,0,0,0,0,0,0,0,0,-0.0603563350191629,0,0,0,0,-0.011195013977033,0,0,0,0,0,0,0,0,-0.0718836754770228,0,0,0.128228390006086,0,0.0831036105655043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0394710808290977,0,0,0.0439766283234201,0.0110324179965918,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.00948712657331435,0,0,0,0,0,0,0,0,0,0,0.0145971077207761,0.0784729887954475,0.0334149628682815,0.0372495095357114,0.174001907812071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408100458548172,0,0,0,0,0,0,0,0,0.0295820444271419,0,0,0.0111930835245128,-0.0319744127180439,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.101982020909228,0.141387494664933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230389345909621,0,0,0,0.0205334109943023,0,0,0,0.157246988164851,0.218782755678743,0,0,0,0,0,0,0,0,0,0.0470091676702072,0.131227606363089,0,0,0.0349287002849454,-0.0292550166260816,0,0,0,0,0,0
X600660.SH,0,0,0,0,-0.0764779579836609,0,0,0,0,0,0,0,0,0,0,0,0,-0.198870212402896,0,-0.0428238033148655,0,0,0.0427882278642431,0,0.0298749484080412,0,0,0,0.126227366750823,0,0.129429507567786,0,0,0.0886912784584646,0.0722279754432299,0,0,0,-0.0118352482179743,0,0,0,0,0,0,0,0,0,0.0332466308042655,0.0867740402217512,0,0.0148517972867877,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0993706533077674,0,0,0.0402254809916385,0.0531366904656577,0,0,0,0,0,0,0.0882653516684204,0.0781005834581472,0,0,0,0,0,0,0,0,0,0,0,0,0.140097661153894,0,0.0435602856616553,0,0,0,0,0,0,0,0.00523926767729349,0,0,0,0,0,0
