,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600547.SH,X601991.SH,X600795.SH,X600362.SH,X600309.SH,X300072.SZ,X600188.SH,X600027.SH,X601992.SH,X600157.SH,X600660.SH,X600886.SH,X600111.SH,X000898.SZ,X600489.SH,X600339.SH,X000709.SZ,X601158.SH,X000959.SZ,X600299.SH,X002466.SZ,X000792.SZ,X600583.SH,X000408.SZ,X000630.SZ,X600352.SH,X000883.SZ,X600219.SH,X000539.SZ,X000983.SZ,X000825.SZ,X000723.SZ,X000027.SZ,X600098.SH,X002092.SZ,X600021.SH,X600623.SH,X600578.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.253625598658456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278843277734118,0,0,0,0,0,0.069281986908401,0,0,0,0.0151660755110516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441165985450735,0,0,0.00761165061143336,0,0,0,-0.00740130817521456,0,0,0,0,0,0,0
X600028.SH,0.214748359206816,0,0,0,0,-1.73472347597681e-18,0,0,0,0.272144063757177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255797014201745,0.027839598053985,0,0,0,0.133414117218617,0,0,0,-0.0610804777257327,0,0.00391269675291085,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00748486713381926,0,0.0657417813191845,0,0,0.11488247432043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437773626674312,0,0,0.211743547998755,-0.0358849943929101,-0.0274436438582536,0.0105416458197234,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0738285965348547,0,-0.141783642714862,0,0,0,0,0,0,0,0.255721785156634,0.0549041364760701,0,0,0,-0.0796181308983485,0,0,0,0,0,0,0,0.0096884474666572,0,0,0,0,0,0,0.0339578158478807,0,0.0771988524641055,-0.193531163687158,0.548001243184718,0,0.0344479089113835,-0.00624775493071369,0.00584360571011843,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0994013151681208,0,0,0,0,-0.0511546665022707,0,0.165264596449255,0,0,0,-0.0491960965363917,0.467830955120813,3.46944695195361e-18,0,0,0,0,-0.0916727147520983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744838881224688,0.0159802561376816,0,0,0,0,-0.0124921002545234,0.00514870374248787,0.0308043465604873,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.206265695026179,0,0,0,0,0,0.0166440785495751,0,0,0,0.0157770766806072,0,0,0,0,0.071398060737516,0,0,0,0,0,0,0,0,0,-0.0920330863062599,0,0,0,0,0,0,0.144911401403037,-0.0701550013030303,0,0,0,0,0,0,0,-0.103321971848265,-0.00575946972399628,0.0022978377240122,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0622070564344072,0,0,0,0,0,0,0,0,0,0,0,0.253753351697121,0,0,0,0,0.00160590414205112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815213362769543,0,0.117018809165745,0,0,0,-0.00922495702319944,-0.00395962942837238,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156877982561329,0,0,0,0,0,0,0,0,0,0.0567633933165987,0,0.0681578631283972,0,0,0,0,0.0211407536418701,0,0.220363416208777,0,0.0171767475578654,0,0,0.00621473287503852,0,0.0936565326477734,0,-0.02198236102929,0,0.0617153248730525,0,0.0384133889910103,0,0,1.38777878078145e-17,0,-0.00671804768055157,0.000965846440566405,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.325475349684644,0,-0.0284999571207015,0,0,0,0,0,0,0,0,0,-0.0999810557920349,0,0,0,0,0,0,0,-0.0384241540602168,0,0,0,0.340202144436176,0,0,0,0,0,0,0,0.117872008888954,0,0,0,-0.122077895953079,-0.0138820382752502,0.00156848147354082,0,0,0,0,0,0
X600688.SH,0,0.441401991492011,0,0.0138361340230216,0,0,0,0,0.0682416386785296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506535443632666,0,0,0.0421540142883886,0,0,0,0,0,0,0,-0.00575172237552339,0,0,0,0,0,0,0,0,-0.121032408062127,0.000107272111562155,0.000603079344107634,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300061537538883,0,0,0,0,0,0,0,0,0.745680445159315,0,0,0,0,0,-0.0127184008206124,0,0,0,0,0,0,0,0,0,0.0218126670063083,0.0419821227079615,0,0,0,0,-0.0139888830178332,0,0,-0.0981656157770019,-0.0171472138231146,0.008309877553135,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426108726336155,0,0,0,0,0.0115576552070843,0,0,0,0,0,0,0,0,0,0.0933383546401354,0.0723458885660299,0,0,0,0,0.160518479363878,0,0,0,0,-0.00543406213947669,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.11474238742928,0,0,0,0,0,0,0.0156919520293002,0,0.0163719130196047,0,0.0821288363668041,0,0,0.00940487027610668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948039461175061,0,0.0640661824659561,0,-0.0132910443996109,0.00636014913681058,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.130199816528757,0,0,-0.1725759787588,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0208360775464792,0,0,0,0,0,0,0,0,0.474234562435431,0,0,0,0,0,0.0489828894357569,0,0,0,0,0,0,0,0.454255497781116,0.0193089574214155,-0.0175268675695035,0.0154750644077944,0,0,0,0,0,0
X600309.SH,0,0,0,-0.113565367648428,0,0,0,0,-0.0343690679903316,0,0,0,0,0,0,0,0,0,0,0.113190778708992,0,0,0,0,0,0,0,0,0.144489021591287,0,0,0,0.292758414061578,0,0,0.369672305902755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0288515245055338,-0.000694900587225573,0,0,0,0,0,0
