,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600660.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X002460.SZ,X600362.SH,X600160.SH,X600803.SH,X000708.SZ,X600027.SH,X600489.SH,X002466.SZ,X000301.SZ,X601991.SH,X000786.SZ,X000807.SZ,X600426.SH,X600176.SH,X000983.SZ,X600219.SH,X002128.SZ,X000877.SZ,X000408.SZ,X601699.SH,X000630.SZ,X600157.SH,X600096.SH,X601168.SH,X600985.SH,X000933.SZ,X002353.SZ,X600352.SH,X600995.SH,X000883.SZ,X600378.SH,X600688.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.109815063839264,0,0,0.1057457116726,0,0,0,0,0.111515660130955,0,0,0,0,0,0,0,0,0.167804487403146,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0115813168775088,0,0,0,0,0,0,0,0,0.0148243392856171,0,0,0,-0.0341155686641313,0,0
X601088.SH,0,0,0.0957998874287598,0,0.450211585000331,0,0,0,0,0,0.0888777857806387,0,0,0,0,0,-0.0458203192986362,-0.023129906313246,0,0,0,0,0,0,0,0.0135239826499318,-1.73472347597681e-18,0,0,0,0,0,0,0.059550361681202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-8.67361737988404e-19,0,-0.0207780869581831,0,0
X600028.SH,0.385671735471374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218760944244209,0,0.0179086585782828,0,0.00174713711814673,0,0,0,0.013071563773802,0,0,0,0,0,0,0,0,-0.0136091365349851,0,0,0,0,-0.0321077835661321,0,0
X600309.SH,0,0,0,0,0,0,0,0.05097000503745,0,0,0,0,0,0,0,0,0,0,0,0,0.0317441534358937,0.232215184713224,0,0,0.0906559705491005,0,0,0,0,0,0,0,0,0,0.192407199931716,0,0,0,0.00591974926604369,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204227608606918,0,0,0,0,-0.008332554037682,0,0
X601898.SH,0,0.353095295449596,0,0,0,0,0.202476682511192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191157805853598,0.0205592352169484,0,0,0,0,0,0,0,0,0,0,0,0,0.0131654875860482,0,0,0,0,-0.00752170766433622,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0371575435060744,0,0.172712562259166,0,0,-0.0772021298726698,0.0776011591120974,0,0,0,0,0.168987644711196,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117046336617729,0.096398618418994,-0.196165919042255,0,0,0,0,0,0,-0.0233141440447998,-0.01465908869857,0,0,0,-0.0239451958032397,0,0
X600019.SH,0.176759661151673,0,0,0,0,0,0,0,0,0.222341673233537,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.032021681133544,0.0193052670050401,0,0,0,0,0,0,0,0,0,0,0,0,0.103826367545002,0,0.152151429839476,0,0.0490980825670434,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.00358512497666977,0,0,0,-0.0202043973937806,0,0
X600188.SH,0,0,0,0.085694812929753,0.141843461756333,0,0,0,0,0,0,0,0,0,0,0,0.00743514270782002,0,0,0,0,0,0,0,0.000781682366857204,0,0,0,0,0,0,0.247396148004074,0,0,0,0,0.0805062518155307,0.117681936569233,0.0699278405104019,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127092086192707,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0633357441956517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00543246893779226,0,0,0,0,0,0,0,0,0,0.0366610436670266,0,0,0,0,0,0,0.243867440267838,0,0,0,0,0,0,0.18469574709018,0,0,0,0,0,0,0,0,0,0,0.0101798195763494,0,0,0,0,0,0
X601600.SH,0,0.120405604003222,0,0,0,0,0.237003964096666,0,0,0,0,0,0,0,0.0968296132264814,0,0,0,0,0,0,0,0,0,0,0,0,0.275814065692385,0.377312111204977,0,0,0,0.145163908551645,0,0,0,0.0372014310821438,0,0,0,0.0777500052599038,0,0,0,0,0,0,0,0,0.0362834620061203,0,0,0,0,0,0,-0.0412391640538964,0,0
X600886.SH,0,0.00333630249974011,0,0,0,0,0,0,0,0,0,0,0,0,-0.206742218670506,0.301979145292001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12202111661105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145620379212887,0,0,0,0,-0.0207936403245327,0,0
